step,epoch,lr,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,val_loss,val_acc
1,1,0.005,2.1345013023376467,0.2382,1744801290.617853,2025/04/16 20:01:30,5.060697793960571,5.1s,,
2,2,0.004999922894111975,1.8723661531448363,0.3002,1744801295.1904056,2025/04/16 20:01:35,9.63325047492981,9.6s,,
3,3,0.004999691581204152,1.778872007369995,0.3384,1744801299.7384183,2025/04/16 20:01:39,14.181263208389282,14.2s,,
4,4,0.004999306075545002,1.7554418197631836,0.348,1744801306.6135855,2025/04/16 20:01:46,21.056430339813232,21.1s,1.7725552049636841,0.367
5,5,0.0049987664009143295,1.6971973052978515,0.3686,1744801314.9407446,2025/04/16 20:01:54,29.383589506149292,29.4s,,
6,6,0.004998072590601808,1.6260945354461669,0.3986,1744801319.576524,2025/04/16 20:01:59,34.01936888694763,34.0s,,
7,7,0.004997224687404926,1.5369243415832519,0.4318,1744801324.1699529,2025/04/16 20:02:04,38.61279773712158,38.6s,,
8,8,0.004996222743626346,1.5304708744049071,0.4298,1744801331.092789,2025/04/16 20:02:11,45.53563380241394,45.5s,1.4586814992904662,0.4623
9,9,0.00499506682107068,1.49598954372406,0.4402,1744801338.8243623,2025/04/16 20:02:18,53.26720714569092,53.3s,,
10,10,0.004993756991040676,1.4363486896514892,0.4636,1744801343.3286767,2025/04/16 20:02:23,57.77152156829834,57.8s,,
11,11,0.004992293334332821,1.4255538982391358,0.473,1744801347.9035368,2025/04/16 20:02:27,62.34638166427612,1.0m,,
12,12,0.004990675941232354,1.3613870309829712,0.4956,1744801354.7593122,2025/04/16 20:02:34,69.20215702056885,1.2m,1.5841371143341065,0.4552
13,13,0.004988904911507701,1.3486434066772461,0.5048,1744801362.6681795,2025/04/16 20:02:42,77.11102437973022,1.3m,,
14,14,0.004986980354404317,1.287203309249878,0.533,1744801367.1881254,2025/04/16 20:02:47,81.63097023963928,1.4m,,
15,15,0.00498490238863795,1.3150272928237916,0.5158,1744801371.7824502,2025/04/16 20:02:51,86.2252950668335,1.4m,,
16,16,0.0049826711423873165,1.2408369878768921,0.5454,1744801378.6471455,2025/04/16 20:02:58,93.08999037742615,1.6m,1.308884826850891,0.5462
17,17,0.004980286753286195,1.1867959762573241,0.5698,1744801386.5711355,2025/04/16 20:03:06,101.01398038864136,1.7m,,
18,18,0.004977749368414937,1.1533971492767334,0.5866,1744801391.1686745,2025/04/16 20:03:11,105.61151933670044,1.8m,,
19,19,0.0049750591442913935,1.2339761504173279,0.5478,1744801395.7302206,2025/04/16 20:03:15,110.17306542396545,1.8m,,
20,20,0.004972216246861261,1.1033218366622926,0.6086,1744801402.6301107,2025/04/16 20:03:22,117.07295560836792,2.0m,1.2946986003875733,0.5663
21,21,0.004969220851487844,1.1679732761383057,0.5826,1744801410.5138264,2025/04/16 20:03:30,124.95667123794556,2.1m,,
22,22,0.004966073142941238,1.0966253004074096,0.6044,1744801415.1625445,2025/04/16 20:03:35,129.60538935661316,2.2m,,
23,23,0.004962773315386935,1.040089591217041,0.6224,1744801419.7425132,2025/04/16 20:03:39,134.18535804748535,2.2m,,
24,24,0.00495932157237384,1.0211637588500977,0.631,1744801426.630267,2025/04/16 20:03:46,141.07311177253723,2.4m,1.1556021054267884,0.5987
25,25,0.004955718126821723,1.057267804145813,0.6194,1744801434.4992034,2025/04/16 20:03:54,148.94204831123352,2.5m,,
26,26,0.004951963201008077,0.9754079507827759,0.6396,1744801439.0726154,2025/04/16 20:03:59,153.51546025276184,2.6m,,
27,27,0.004948057026554415,1.0102435146331787,0.6374,1744801443.6263378,2025/04/16 20:04:03,158.06918263435364,2.6m,,
28,28,0.004943999844411978,0.9346837142944336,0.6642,1744801450.5435905,2025/04/16 20:04:10,164.9864354133606,2.7m,1.0934492866516112,0.6305
29,29,0.004939791904846869,0.9755526977539063,0.6552,1744801458.463252,2025/04/16 20:04:18,172.90609693527222,2.9m,,
30,30,0.0049354334674246245,0.8814360750198365,0.6888,1744801463.1039598,2025/04/16 20:04:23,177.54680466651917,3.0m,,
31,31,0.004930924800994192,0.8940912740707397,0.6808,1744801467.7079031,2025/04/16 20:04:27,182.15074801445007,3.0m,,
32,32,0.004926266183671356,0.8387451013565064,0.6954,1744801474.6287954,2025/04/16 20:04:34,189.07164025306702,3.2m,1.139649905872345,0.6253
33,33,0.004921457902821578,0.8258403116226196,0.7002,1744801482.4190998,2025/04/16 20:04:42,196.86194467544556,3.3m,,
