step,trainable,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,2052,1,1.4022805054982503,0.3072916666666667,1749470637.7935483,2025/06/09 21:03:57,0.7212390899658203,721.2ms,0.026146888732910156,0.02615642547607422,0.09689950942993164,,
2,2052,2,1.0142894784609477,0.6416666666666667,1749470638.1453698,2025/06/09 21:03:58,1.0730605125427246,1.1s,0.05124187469482422,0.05126047134399414,0.2652907371520996,,
3,2052,3,0.761817995707194,0.7583333333333333,1749470638.5001917,2025/06/09 21:03:58,1.427882432937622,1.4s,0.07789802551269531,0.0779266357421875,0.43343615531921387,,
4,2052,4,0.6236347635587056,0.8083333333333333,1749470638.8509953,2025/06/09 21:03:58,1.7786860466003418,1.8s,0.10298490524291992,0.10302257537841797,0.6027183532714844,,
5,2052,5,0.5797184824943542,0.803125,1749470639.3299203,2025/06/09 21:03:59,2.257611036300659,2.3s,0.1337573528289795,0.12852978706359863,0.7702548503875732,0.6535389145215352,0.8
6,2052,6,0.5388879219690959,0.825,1749470640.8769202,2025/06/09 21:04:00,3.8046109676361084,3.8s,0.15900063514709473,0.15378189086914062,0.9361646175384521,,
7,2052,7,0.5111032525698344,0.825,1749470641.2423887,2025/06/09 21:04:01,4.170079469680786,4.2s,0.18587613105773926,0.18066763877868652,1.1036510467529297,,
8,2052,8,0.5012709101041158,0.8395833333333333,1749470641.6003444,2025/06/09 21:04:01,4.5280351638793945,4.5s,0.21110129356384277,0.2059013843536377,1.2695667743682861,,
9,2052,9,0.4616622686386108,0.8520833333333333,1749470641.9619675,2025/06/09 21:04:01,4.889658212661743,4.9s,0.23642516136169434,0.23123478889465332,1.442094087600708,,
10,2052,10,0.4685306429862976,0.8322916666666667,1749470642.4583502,2025/06/09 21:04:02,5.386040925979614,5.4s,0.26795530319213867,0.2575051784515381,1.6225347518920898,0.5051536520322164,0.85
11,2052,11,0.475427383184433,0.8354166666666667,1749470644.032665,2025/06/09 21:04:04,6.960355758666992,7.0s,0.31175899505615234,0.30132102966308594,1.7177050113677979,,
12,2052,12,0.4767221967379252,0.8385416666666666,1749470644.39701,2025/06/09 21:04:04,7.324700832366943,7.3s,0.3380570411682129,0.32762932777404785,1.883040428161621,,
13,2052,13,0.4484190781911214,0.846875,1749470644.7548788,2025/06/09 21:04:04,7.68256950378418,7.7s,0.36327052116394043,0.35285210609436035,2.050196409225464,,
14,2052,14,0.46028757890065514,0.84375,1749470645.113316,2025/06/09 21:04:05,8.041006803512573,8.0s,0.3882567882537842,0.37784814834594727,2.216702699661255,,
15,2052,15,0.44755177895228065,0.85,1749470645.5990875,2025/06/09 21:04:05,8.526778221130371,8.5s,0.42110490798950195,0.40545058250427246,2.378305435180664,0.49043219884236655,0.8541666666666666
16,2052,16,0.4760080377260844,0.84375,1749470647.168335,2025/06/09 21:04:07,10.096025705337524,10.1s,0.4650890827178955,0.449444055557251,2.4740569591522217,,
17,2052,17,0.47404687801996864,0.8395833333333333,1749470647.5350857,2025/06/09 21:04:07,10.46277642250061,10.5s,0.49388957023620605,0.4782540798187256,2.630523204803467,,
18,2052,18,0.4320533196131388,0.85625,1749470647.9002724,2025/06/09 21:04:07,10.82796311378479,10.8s,0.5228431224822998,0.5072166919708252,2.785694122314453,,
19,2052,19,0.4396416227022807,0.8520833333333333,1749470648.2613754,2025/06/09 21:04:08,11.189066171646118,11.2s,0.5514533519744873,0.5358374118804932,2.939401388168335,,
20,2052,20,0.4198032597700755,0.8666666666666667,1749470648.7467387,2025/06/09 21:04:08,11.674429416656494,11.7s,0.5832226276397705,0.562370777130127,3.1009745597839355,0.4828914483388265,0.8458333333333333
21,11178564,21,0.44098284443219504,0.85625,1749470650.5719993,2025/06/09 21:04:10,13.499690055847168,13.5s,0.6677212715148926,0.6468830108642578,3.193100929260254,,
22,11178564,22,0.3928387383619944,0.8625,1749470651.1518326,2025/06/09 21:04:11,14.07952332496643,14.1s,0.75142502784729,0.7306003570556641,3.286259412765503,,
23,11178564,23,0.35044159094492594,0.8770833333333333,1749470651.7296972,2025/06/09 21:04:11,14.657387971878052,14.7s,0.8347573280334473,0.8139441013336182,3.3784382343292236,,
24,11178564,24,0.33082860708236694,0.8895833333333333,1749470652.3053918,2025/06/09 21:04:12,15.23308253288269,15.2s,0.9181616306304932,0.8973598480224609,3.469510793685913,,
25,11178564,25,0.31250104506810505,0.8885416666666667,1749470653.0109396,2025/06/09 21:04:13,15.93863034248352,15.9s,1.006617546081543,0.9805395603179932,3.5582141876220703,0.32928698857625327,0.8958333333333334
26,11178564,26,0.3168441613515218,0.8895833333333333,1749470654.7924874,2025/06/09 21:04:14,17.72017812728882,17.7s,1.0899105072021484,1.063845157623291,3.659982204437256,,
27,11178564,27,0.290505588054657,0.8927083333333333,1749470655.3644524,2025/06/09 21:04:15,18.29214310646057,18.3s,1.1733121871948242,1.14725923538208,3.7466304302215576,,
28,11178564,28,0.2661017338434855,0.9,1749470655.9395454,2025/06/09 21:04:15,18.867236137390137,18.9s,1.2572698593139648,1.2312285900115967,3.8335025310516357,,
29,11178564,29,0.2559779703617096,0.9145833333333333,1749470656.5118604,2025/06/09 21:04:16,19.43955111503601,19.4s,1.3402650356292725,1.3142356872558594,3.9199836254119873,,
30,11178564,30,0.2651549359162649,0.903125,1749470657.2176983,2025/06/09 21:04:17,20.145389080047607,20.1s,1.4293608665466309,1.3980519771575928,4.008385181427002,0.3314001689354579,0.8916666666666667
31,11178564,31,0.2500515659650167,0.9135416666666667,1749470658.9858704,2025/06/09 21:04:18,21.91356110572815,21.9s,1.5130043029785156,1.4817070960998535,4.095775127410889,,
32,11178564,32,0.24515425463517507,0.9145833333333333,1749470659.5617027,2025/06/09 21:04:19,22.48939347267151,22.5s,1.596282720565796,1.564997673034668,4.183406829833984,,
33,11178564,33,0.2136266350746155,0.9208333333333333,1749470660.138732,2025/06/09 21:04:20,23.066422700881958,23.1s,1.6801643371582031,1.6488924026489258,4.2707624435424805,,
34,11178564,34,0.21385900676250458,0.925,1749470660.7198722,2025/06/09 21:04:20,23.647562980651855,23.6s,1.7632830142974854,1.7320220470428467,4.361860513687134,,
35,11178564,35,0.24181715448697408,0.9125,1749470661.4436681,2025/06/09 21:04:21,24.37135887145996,24.4s,1.8579316139221191,1.821434736251831,4.447643995285034,0.2677880624930064,0.9041666666666667
