step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,4.606474033355713,0.011,mean: 4.731791294296582,mean: 0.010036458333333335,1748916410.6256506,2025/06/03 11:06:50,2.3349015712738037,2.3s,1.8859829902648926,1.886070966720581,0.05899953842163086,,
2,2,4.605659905751546,0.008333333333333333,mean: 4.730782619555791,mean: 0.009817708333333336,1748916412.7462025,2025/06/03 11:06:52,4.455453395843506,4.5s,3.701395273208618,3.701564311981201,0.11810660362243652,,
3,3,4.606328604380289,0.009,mean: 4.731209460914136,mean: 0.009911458333333338,1748916414.7734137,2025/06/03 11:06:54,6.482664585113525,6.5s,5.435621976852417,5.435853481292725,0.1748807430267334,,
4,4,4.605909193674723,0.008666666666666666,mean: 4.730638821125029,mean: 0.009786458333333333,1748916416.823207,2025/06/03 11:06:56,8.532457828521729,8.5s,7.191092014312744,7.191385746002197,0.23397278785705566,,
5,5,4.6051861178080244,0.01,mean: 4.729741016209124,mean: 0.009760416666666669,1748916418.844787,2025/06/03 11:06:58,10.554037809371948,10.6s,8.920607328414917,8.920959234237671,0.2894144058227539,,
6,6,4.605318373362223,0.009333333333333334,mean: 4.729637357691923,mean: 0.010046875000000002,1748916420.857446,2025/06/03 11:07:00,12.566696882247925,12.6s,10.642999172210693,10.643419981002808,0.3447306156158447,,
7,7,4.604634381612142,0.009,mean: 4.728828782061735,mean: 0.009968750000000004,1748916425.0020561,2025/06/03 11:07:05,16.711307048797607,16.7s,14.262259483337402,12.37945818901062,0.40105676651000977,4.6048423919677735,0.0093
8,8,4.604982440948486,0.009,mean: 4.729055835048357,mean: 0.01015104166666667,1748916427.261111,2025/06/03 11:07:07,18.970361948013306,19.0s,16.031359672546387,14.148629903793335,0.45732545852661133,,
9,9,4.60477610651652,0.009666666666666667,mean: 4.728674184044201,mean: 0.010145833333333337,1748916429.279678,2025/06/03 11:07:09,20.98892903327942,21.0s,17.757425546646118,15.874755144119263,0.5136442184448242,,
10,10,4.604676567077637,0.009,mean: 4.728363738854726,mean: 0.010145833333333333,1748916431.3676527,2025/06/03 11:07:11,23.076903581619263,23.1s,19.549620866775513,17.66701626777649,0.5697154998779297,,
11,11,4.60463267771403,0.008333333333333333,mean: 4.72814987351497,mean: 0.010223958333333338,1748916433.3852468,2025/06/03 11:07:13,25.094497680664062,25.1s,21.274206161499023,19.39166498184204,0.6256289482116699,,
12,12,4.603847534179687,0.009333333333333334,mean: 4.727217839956282,mean: 0.009968750000000007,1748916435.4163857,2025/06/03 11:07:15,27.1256365776062,27.1s,23.007176876068115,21.124704360961914,0.6856091022491455,,
13,13,4.603694974263509,0.01,mean: 4.726886822144189,mean: 0.010093750000000002,1748916437.479593,2025/06/03 11:07:17,29.188843965530396,29.2s,24.775070428848267,22.892662525177002,0.7443101406097412,,
