model_arc,epochs,ensemble_type,params,init,fix_seed,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,10,ME,2855808,true,true,2855808,3,2.292082007598877,0.1646,2.2911879776000976,0.1666,1745232140.394811,2025/04/21 19:42:20,40.029876947402954,40.0s,0.00012050625082338229
