step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.597777191162109,0.018,last: 4.697270473480224,last: 0.011,,,,,(nested_data),112.41514587402344,(nested_data),1.111505389213562,0.5921971797943115,0.5922524929046631,0.05845332145690918
2,2,4.40146505355835,0.024,last: 4.71735082244873,last: 0.015,,,,,(nested_data),112.41761016845703,(nested_data),1.082882285118103,1.1303789615631104,1.1304831504821777,0.12592148780822754
3,3,4.258923183441162,0.0585,last: 4.796416999816895,last: 0.0205,,,,,(nested_data),112.42190551757812,(nested_data),0.9873111844062805,1.6444077491760254,1.6445457935333252,0.19059491157531738
4,4,4.123290424346924,0.0665,last: 4.954738681793213,last: 0.0185,,,,,(nested_data),112.44002532958984,(nested_data),1.1618897914886475,2.156252861022949,2.156421661376953,0.2460014820098877
5,5,4.007265930175781,0.0805,last: 4.945577018737793,last: 0.0305,,,,,(nested_data),112.46659851074219,(nested_data),1.165890097618103,2.6673903465270996,2.6675925254821777,0.3023803234100342
6,6,3.8727988414764405,0.097,last: 4.965266120910645,last: 0.0355,,,,,(nested_data),112.50430297851562,(nested_data),1.162089467048645,3.178271532058716,3.178504228591919,0.3570249080657959
7,7,3.7711458854675293,0.1115,last: 5.072589057922364,last: 0.0395,,,,,(nested_data),112.55335998535156,(nested_data),1.303913950920105,3.6915853023529053,3.6918506622314453,0.41271209716796875
8,8,3.639252773284912,0.1395,last: 5.364305679321289,last: 0.0415,,,,,(nested_data),112.610107421875,(nested_data),1.5556988716125488,4.205781936645508,4.206095457077026,0.47104859352111816
9,9,3.5475915660858153,0.141,last: 5.419644832611084,last: 0.0405,,,,,(nested_data),112.67598724365234,(nested_data),1.4613224267959595,4.717526912689209,4.717872142791748,0.5289645195007324
10,10,3.4781351146698,0.1565,last: 5.64571603012085,last: 0.046,4.1668514686584475,0.0904,last: 6.287271903991699,last: 0.0285,(nested_data),112.74254608154297,(nested_data),1.6737598180770874,6.214034557342529,5.229753017425537,0.5865693092346191
11,11,3.387159959793091,0.163,last: 5.707968982696533,last: 0.042,,,,,(nested_data),112.81391906738281,(nested_data),1.6350959539413452,6.801700830459595,5.817460060119629,0.6456055641174316
