step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,1.8659891609191894,0.305,1.8291957466125488,0.3704,1745087345.3586516,2025/04/20 03:29:05,14.397836685180664,14.4s
2,2,1.576160037612915,0.4178,1.9504130067825318,0.3642,1745087359.5478292,2025/04/20 03:29:19,28.587014198303223,28.6s
3,3,1.4809188056945801,0.4646,1.7307506523132323,0.3926,1745087373.7644167,2025/04/20 03:29:33,42.80360174179077,42.8s
4,4,1.4424183084487916,0.4664,1.9005320999145507,0.416,1745087387.5767665,2025/04/20 03:29:47,56.61595153808594,56.6s
5,5,1.374197617149353,0.5068,2.066460248565674,0.4064,1745087403.1499617,2025/04/20 03:30:03,72.18914675712585,1.2m
6,6,1.328833066558838,0.5172,1.52425701713562,0.4812,1745087417.254498,2025/04/20 03:30:17,86.29368305206299,1.4m
7,7,1.2904346334457397,0.536,1.5137958374023437,0.4602,1745087431.6122952,2025/04/20 03:30:31,100.6514801979065,1.7m
8,8,1.2430754159927369,0.5512,1.3500814880371095,0.5276,1745087445.7718318,2025/04/20 03:30:45,114.81101679801941,1.9m
9,9,1.1937588230133056,0.5706,1.2942771751403808,0.5424,1745087459.9378743,2025/04/20 03:30:59,128.97705936431885,2.1m
10,10,1.169807172012329,0.578,1.222105181503296,0.5666,1745087474.2728782,2025/04/20 03:31:14,143.3120632171631,2.4m
11,11,1.145936071395874,0.5886,1.2222715183258057,0.565,1745087488.6900017,2025/04/20 03:31:28,157.72918677330017,2.6m
12,12,1.114955252456665,0.6044,1.1768840488433838,0.5858,1745087505.169139,2025/04/20 03:31:45,174.2083239555359,2.9m
13,13,1.0723577184677124,0.6242,1.1479089277267456,0.5882,1745087520.4682207,2025/04/20 03:32:00,189.50740575790405,3.2m
14,14,1.035988020324707,0.6302,1.1754740591049195,0.5796,1745087537.0062494,2025/04/20 03:32:17,206.04543447494507,3.4m
15,15,1.0324960525512696,0.641,1.1633958896636962,0.5912,1745087552.5989146,2025/04/20 03:32:32,221.63809967041016,3.7m
16,16,1.0104920917510987,0.6382,1.103965160369873,0.6184,1745087568.196912,2025/04/20 03:32:48,237.23609709739685,4.0m
17,17,0.9919129684448242,0.6482,1.0889428466796875,0.6234,1745087584.2225623,2025/04/20 03:33:04,253.2617473602295,4.2m
18,18,0.9512771661758422,0.6646,1.0944950935363769,0.6136,1745087600.9058623,2025/04/20 03:33:20,269.94504737854004,4.5m
19,19,0.9268590934753418,0.6726,1.0840253893852234,0.621,1745087617.6196525,2025/04/20 03:33:37,286.658837556839,4.8m
20,20,0.9055570915222168,0.6872,1.0760253560066224,0.6268,1745087633.6677775,2025/04/20 03:33:53,302.7069625854492,5.0m
21,21,0.8587421734809876,0.7054,1.0296517254829407,0.6356,1745087649.1155198,2025/04/20 03:34:09,318.15470480918884,5.3m
22,22,0.8292382863998413,0.7096,1.0222626745224,0.642,1745087664.5054388,2025/04/20 03:34:24,333.5446238517761,5.6m
23,23,0.8170518135070801,0.7174,1.0066332231521606,0.6466,1745087679.9073968,2025/04/20 03:34:39,348.94658184051514,5.8m
24,24,0.8023138439178467,0.719,1.006433647251129,0.6458,1745087695.8629484,2025/04/20 03:34:55,364.90213346481323,6.1m
25,25,0.7870258730888366,0.7294,0.9906562313079834,0.6528,1745087710.7089293,2025/04/20 03:35:10,379.7481143474579,6.3m
26,26,0.7594848681449891,0.7336,0.992607668876648,0.6528,1745087725.385545,2025/04/20 03:35:25,394.42473006248474,6.6m
27,27,0.7568094921112061,0.7404,0.9858840772628784,0.6556,1745087739.2067187,2025/04/20 03:35:39,408.24590373039246,6.8m
28,28,0.7520420149803162,0.7414,0.9871204381942749,0.6548,1745087753.0493174,2025/04/20 03:35:53,422.088502407074,7.0m
29,29,0.7522229373931885,0.747,0.9945916094779969,0.6522,1745087767.0604079,2025/04/20 03:36:07,436.09959292411804,7.3m
30,30,0.7502136087417602,0.7408,0.9850304392337799,0.6576,1745087781.2910225,2025/04/20 03:36:21,450.33020758628845,7.5m
