step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.607653450012207,0.01,last: 4.755535037994385,last: 0.01,,,,,(nested_data),229.1205291748047,(nested_data),0.13563255965709686,0.29891324043273926,0.29892492294311523,0.05775809288024902
2,2,4.606249549865723,0.008,last: 4.769221851348877,last: 0.01,,,,,(nested_data),229.12002563476562,(nested_data),0.1343875527381897,0.6029131412506104,0.6029489040374756,0.10944700241088867
3,3,4.604639747619629,0.008,last: 4.759523548126221,last: 0.01,,,,,(nested_data),229.119384765625,(nested_data),0.13499335944652557,0.901278018951416,0.9013280868530273,0.16391587257385254
4,4,4.605025402069092,0.008,last: 4.753499057769775,last: 0.01,,,,,(nested_data),229.11866760253906,(nested_data),0.1385555863380432,1.210644006729126,1.2107079029083252,0.21774053573608398
5,5,4.602967987060547,0.012,last: 4.760728729248047,last: 0.01,,,,,(nested_data),229.11798095703125,(nested_data),0.1371617317199707,1.528214693069458,1.5282914638519287,0.26804280281066895
6,6,4.601578868865967,0.008,last: 4.754872150421143,last: 0.008,,,,,(nested_data),229.11727905273438,(nested_data),0.13323883712291718,1.8128068447113037,1.8128924369812012,0.3170146942138672
7,7,4.599392375946045,0.01,last: 4.750937778472901,last: 0.01,,,,,(nested_data),229.11659240722656,(nested_data),0.1308179497718811,2.096680164337158,2.096776008605957,0.37019801139831543
8,8,4.59776900100708,0.008,last: 4.7607511672973635,last: 0.01,,,,,(nested_data),229.11598205566406,(nested_data),0.13558083772659302,2.3772425651550293,2.377347230911255,0.42021703720092773
9,9,4.596390510559082,0.012,last: 4.749944450378418,last: 0.01,,,,,(nested_data),229.11538696289062,(nested_data),0.1311878114938736,2.6619198322296143,2.6620328426361084,0.47022318840026855
10,10,4.596607498168945,0.01,last: 4.754391502380371,last: 0.01,,,,,(nested_data),229.11485290527344,(nested_data),0.13503186404705048,2.9445478916168213,2.944669485092163,0.5200576782226562
11,11,4.594514175415039,0.014,last: 4.762616310119629,last: 0.01,,,,,(nested_data),229.11434936523438,(nested_data),0.1318284124135971,3.2293477058410645,3.2294790744781494,0.5696113109588623
12,12,4.590524562835693,0.018,last: 4.75141470336914,last: 0.01,,,,,(nested_data),229.1139373779297,(nested_data),0.13567622005939484,3.513033390045166,3.5131752490997314,0.6185653209686279
13,13,4.589737525939942,0.016,last: 4.755605556488037,last: 0.01,,,,,(nested_data),229.11355590820312,(nested_data),0.131971538066864,3.796840190887451,3.7969906330108643,0.6677803993225098
14,14,4.5864012260437015,0.012,last: 4.749692825317383,last: 0.01,,,,,(nested_data),229.11326599121094,(nested_data),0.13297869265079498,4.078378677368164,4.07853889465332,0.7188231945037842
15,15,4.584828357696534,0.02,last: 4.753254222869873,last: 0.01,,,,,(nested_data),229.11305236816406,(nested_data),0.13015426695346832,4.362842798233032,4.363011360168457,0.768563985824585
16,16,4.584955856323242,0.012,last: 4.74192098236084,last: 0.01,,,,,(nested_data),229.1129150390625,(nested_data),0.13190707564353943,4.647283315658569,4.647460699081421,0.8184511661529541
17,17,4.582096313476563,0.028,last: 4.744151142120361,last: 0.01,,,,,(nested_data),229.11280822753906,(nested_data),0.130845844745636,4.931633949279785,4.931821346282959,0.868236780166626
18,18,4.579730480194092,0.026,last: 4.759540912628174,last: 0.01,,,,,(nested_data),229.11276245117188,(nested_data),0.13159295916557312,5.214357137680054,5.214554309844971,0.9177665710449219
19,19,4.5760580215454105,0.036,last: 4.739023090362549,last: 0.01,,,,,(nested_data),229.11279296875,(nested_data),0.1318662464618683,5.497635364532471,5.4978413581848145,0.9681556224822998
20,20,4.5749060249328615,0.044,last: 4.744902534484863,last: 0.01,,,,,(nested_data),229.1129150390625,(nested_data),0.13255071640014648,5.777871608734131,5.778086185455322,1.0179941654205322
21,21,4.572992973327636,0.042,last: 4.750601398468017,last: 0.01,,,,,(nested_data),229.1131134033203,(nested_data),0.13103969395160675,6.061086416244507,6.0613110065460205,1.0673158168792725
22,22,4.569281929016113,0.038,last: 4.758737113952637,last: 0.012,,,,,(nested_data),229.1134033203125,(nested_data),0.13092873990535736,6.345614194869995,6.345847129821777,1.116610050201416
23,23,4.567558265686035,0.042,last: 4.756687404632569,last: 0.01,,,,,(nested_data),229.11376953125,(nested_data),0.13188530504703522,6.633466482162476,6.633721351623535,1.1660306453704834
24,24,4.564767433166504,0.048,last: 4.747270217895508,last: 0.01,,,,,(nested_data),229.11424255371094,(nested_data),0.13013412058353424,6.931898593902588,6.9321630001068115,1.2185757160186768
