step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
1,1,4.6053631896972655,0.013,mean: 4.732489815413951,mean: 0.009828125000000004,1749036408.5084739,2025/06/04 20:26:48,1.947183609008789,1.9s,1.3801090717315674,1.3801696300506592,0.059287309646606445,,,,
2,2,4.602191688537598,0.0115,mean: 4.726437251985075,mean: 0.010242187500000001,1749036410.0364864,2025/06/04 20:26:50,3.475196123123169,3.5s,2.6022651195526123,2.6023871898651123,0.12233972549438477,,,,
3,3,4.597400382995605,0.018,mean: 4.7185119949579235,mean: 0.009843750000000002,1749036411.5242257,2025/06/04 20:26:51,4.962935447692871,5.0s,3.780263900756836,3.7804319858551025,0.18473362922668457,,,,
4,4,4.591180442810058,0.02,mean: 4.70964642262459,mean: 0.009765625000000002,1749036412.9467103,2025/06/04 20:26:52,6.385420083999634,6.4s,4.918903589248657,4.9191083908081055,0.23946261405944824,,,,
5,5,4.587398876190186,0.0205,mean: 4.7038119711875925,mean: 0.010250000000000002,1749036414.377938,2025/06/04 20:26:54,7.81664776802063,7.8s,6.060925245285034,6.061166524887085,0.29748082160949707,,,,
6,6,4.580067451477051,0.028,mean: 4.695417169749735,mean: 0.010546875,1749036415.8015227,2025/06/04 20:26:55,9.240232467651367,9.2s,7.19669246673584,7.1969687938690186,0.35295963287353516,,,,
7,7,4.5729413452148435,0.026,mean: 4.688459557831285,mean: 0.011359374999999998,1749036417.230299,2025/06/04 20:26:57,10.669008731842041,10.7s,8.337364912033081,8.337674140930176,0.4073355197906494,,,,
8,8,4.565484638214111,0.0245,mean: 4.682141025066377,mean: 0.011273437500000002,1749036418.6530452,2025/06/04 20:26:58,12.091754913330078,12.1s,9.47181749343872,9.472160577774048,0.46187376976013184,,,,
9,9,4.556930000305176,0.0265,mean: 4.676606028020382,mean: 0.011539062500000002,1749036420.0898554,2025/06/04 20:27:00,13.528565168380737,13.5s,10.620264768600464,10.620646953582764,0.5175654888153076,,,,
10,10,4.547169288635254,0.0275,mean: 4.671451019883155,mean: 0.011593750000000002,1749036421.507808,2025/06/04 20:27:01,14.946517705917358,14.9s,11.757217168807983,11.757635116577148,0.5724124908447266,,,,
11,11,4.538300914764404,0.031,mean: 4.668516412854196,mean: 0.01221875,1749036422.934248,2025/06/04 20:27:02,16.372957706451416,16.4s,12.900681018829346,12.90113377571106,0.6277060508728027,,,,
12,12,4.530415203094482,0.0325,mean: 4.667963359713554,mean: 0.012343749999999997,1749036424.3661244,2025/06/04 20:27:04,17.804834127426147,17.8s,14.046665668487549,14.04715871810913,0.683504581451416,,,,
13,13,4.51882181930542,0.037,mean: 4.665672025442124,mean: 0.012773437499999998,1749036425.846606,2025/06/04 20:27:05,19.28531575202942,19.3s,15.210178852081299,15.21071481704712,0.7570981979370117,,,,
14,14,4.509856884002685,0.038,mean: 4.665937554895878,mean: 0.0131875,1749036427.2865276,2025/06/04 20:27:07,20.725237369537354,20.7s,16.356428623199463,16.357001781463623,0.8135554790496826,,,,
15,15,4.498618370056152,0.039,mean: 4.663211515903473,mean: 0.013406249999999996,1749036428.7155187,2025/06/04 20:27:08,22.154228448867798,22.2s,17.499197959899902,17.499807834625244,0.8697683811187744,,,,
16,16,4.492741554260254,0.042,mean: 4.668461711704732,mean: 0.013476562499999999,1749036430.1850588,2025/06/04 20:27:10,23.62376856803894,23.6s,18.667434453964233,18.6680850982666,0.9294660091400146,,,,
17,17,4.479786384582519,0.043,mean: 4.665762856543066,mean: 0.013968749999999999,1749036431.6394653,2025/06/04 20:27:11,25.07817506790161,25.1s,19.830653190612793,19.831340789794922,0.9855713844299316,,,,
18,18,4.469312553405762,0.046,mean: 4.668520217001441,mean: 0.014414062499999996,1749036433.0829859,2025/06/04 20:27:13,26.521695613861084,26.5s,20.984671592712402,20.9853937625885,1.043116807937622,,,,
19,19,4.460399272918701,0.0565,mean: 4.669011855602264,mean: 0.0146640625,1749036434.5303638,2025/06/04 20:27:14,27.96907353401184,28.0s,22.13956117630005,22.140319347381592,1.1004045009613037,,,,
20,20,4.448444744110107,0.0525,mean: 4.669719770550729,mean: 0.014812499999999996,1749036435.991597,2025/06/04 20:27:15,29.430306673049927,29.4s,23.30700993537903,23.307811975479126,1.1582720279693604,,,,
