step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,1.8645238273620606,0.3114,1.9988281492233277,0.3496,1745087784.6848643,2025/04/20 03:36:24,3.3614308834075928,3.4s
2,2,1.5906688175201416,0.4218,2.4283908653259276,0.301,1745087787.9970322,2025/04/20 03:36:27,6.673598766326904,6.7s
3,3,1.4947499870300294,0.4508,1.967522014427185,0.379,1745087791.2853496,2025/04/20 03:36:31,9.961916208267212,10.0s
4,4,1.441120191192627,0.4762,1.8941248573303222,0.411,1745087794.6506941,2025/04/20 03:36:34,13.327260732650757,13.3s
5,5,1.395797364807129,0.4908,1.4873331560134888,0.485,1745087797.973342,2025/04/20 03:36:37,16.649908542633057,16.6s
6,6,1.3248301179885864,0.5228,1.7938401025772095,0.4082,1745087801.3566756,2025/04/20 03:36:41,20.033242225646973,20.0s
7,7,1.292633791923523,0.54,1.3557337820053101,0.5226,1745087804.723045,2025/04/20 03:36:44,23.399611711502075,23.4s
8,8,1.2402067935943604,0.5536,1.308871863937378,0.5472,1745087808.0893345,2025/04/20 03:36:48,26.7659010887146,26.8s
9,9,1.2262932377815245,0.5566,1.3282400426864625,0.5342,1745087811.436727,2025/04/20 03:36:51,30.113293647766113,30.1s
10,10,1.2021754869461059,0.57,1.280655625629425,0.5468,1745087814.7630932,2025/04/20 03:36:54,33.43965983390808,33.4s
11,11,1.1517587636947633,0.598,1.32864263381958,0.5452,1745087818.1468124,2025/04/20 03:36:58,36.823379039764404,36.8s
12,12,1.1239620697021484,0.6022,1.1661816715240478,0.5902,1745087821.5039704,2025/04/20 03:37:01,40.18053698539734,40.2s
13,13,1.065419017791748,0.6264,1.100720809173584,0.6064,1745087824.8067622,2025/04/20 03:37:04,43.4833288192749,43.5s
14,14,1.0358222717285157,0.6358,1.151310086631775,0.602,1745087828.1018913,2025/04/20 03:37:08,46.77845788002014,46.8s
15,15,1.0005072315216064,0.6428,1.0921768621444703,0.6178,1745087831.44735,2025/04/20 03:37:11,50.12391662597656,50.1s
16,16,0.9832441831588745,0.651,1.1243129091262818,0.61,1745087834.7795959,2025/04/20 03:37:14,53.456162452697754,53.5s
17,17,0.9541887400627136,0.67,1.0797907987594604,0.627,1745087838.1222432,2025/04/20 03:37:18,56.79880976676941,56.8s
18,18,0.9171771541595459,0.673,1.1197782482147216,0.6242,1745087841.4165864,2025/04/20 03:37:21,60.09315299987793,1.0m
19,19,0.8992427192687988,0.6806,1.0840016228675842,0.618,1745087844.7731497,2025/04/20 03:37:24,63.449716329574585,1.1m
20,20,0.8796692127227783,0.6898,1.0240713457107544,0.637,1745087848.2192507,2025/04/20 03:37:28,66.89581727981567,1.1m
21,21,0.8415239252090454,0.7062,1.0130550179481506,0.6508,1745087851.5651836,2025/04/20 03:37:31,70.24175024032593,1.2m
22,22,0.8227199882507324,0.7094,1.0325050260543822,0.6418,1745087854.9871774,2025/04/20 03:37:34,73.66374397277832,1.2m
23,23,0.7941780724525451,0.7322,1.0136019868850707,0.648,1745087858.3149133,2025/04/20 03:37:38,76.99147987365723,1.3m
24,24,0.788011569404602,0.7298,0.9960184661865235,0.6534,1745087861.7801979,2025/04/20 03:37:41,80.45676445960999,1.3m
25,25,0.749282981967926,0.7462,0.9919512855529785,0.6532,1745087865.2572746,2025/04/20 03:37:45,83.93384122848511,1.4m
26,26,0.7516337301254272,0.7446,0.979226477432251,0.6588,1745087868.6535723,2025/04/20 03:37:48,87.33013892173767,1.5m
27,27,0.7276435415267944,0.7578,0.9712918796539307,0.6612,1745087872.0214841,2025/04/20 03:37:52,90.69805073738098,1.5m
28,28,0.7230013116836548,0.7556,0.9741249787330627,0.66,1745087875.443001,2025/04/20 03:37:55,94.11956763267517,1.6m
29,29,0.7217730801582336,0.755,0.9707993175506592,0.662,1745087878.8597565,2025/04/20 03:37:58,97.53632307052612,1.6m
30,30,0.7195057250976562,0.7592,0.9722352254867553,0.6602,1745087882.3104177,2025/04/20 03:38:02,100.98698425292969,1.7m
