model_arc,epochs,ensemble_type,params,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
models.resnet_git_ee resnet18,30,EE,2855808,2855808,30,0.7195057250976562,0.7592,0.9722352254867553,0.6602,1745087882.3104177,2025/04/20 03:38:02,100.98698425292969,1.7m
