step,lr,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean,val_loss,val_acc
1,0.005,1,1.8749291788101197,0.306,1745766618.70912,2025/04/28 00:10:18,14.770022630691528,14.8s,0.00013134123986446866,,
2,0.0049987664009143295,2,1.5465766967773438,0.434,1745766633.6695468,2025/04/28 00:10:33,29.730449438095093,29.7s,0.000173766777209039,,
3,0.00499506682107068,3,1.4339198062896727,0.476,1745766648.9094582,2025/04/28 00:10:48,44.97036075592041,45.0s,0.00015051367199703236,,
4,0.004988904911507701,4,1.3595751945495604,0.51,1745766665.7761683,2025/04/28 00:11:05,61.83707094192505,1.0m,0.0001554244676071903,,
5,0.004980286753286196,5,1.296964107322693,0.5288,1745766681.3284066,2025/04/28 00:11:21,77.38930916786194,1.3m,0.000149787112377453,,
6,0.004969220851487845,6,1.245623376083374,0.5538,1745766696.9061213,2025/04/28 00:11:36,92.9670238494873,1.5m,0.00024960094935977395,,
7,0.004955718126821723,7,1.2219944759368897,0.5636,1745766712.2125432,2025/04/28 00:11:52,108.27344584465027,1.8m,0.0001546425336584889,,
8,0.004939791904846869,8,1.1755815559387206,0.5788,1745766725.825491,2025/04/28 00:12:05,121.8863935470581,2.0m,0.00017137053964688675,,
9,0.004921457902821578,9,1.1499311305999755,0.5832,1745766741.2496905,2025/04/28 00:12:21,137.31059312820435,2.3m,0.00015494658345005519,,
10,0.004900734214192358,10,1.1076866441726685,0.6036,1745766766.3626244,2025/04/28 00:12:46,162.4235270023346,2.7m,0.0002022263124104029,1.260814628982544,0.569
11,0.004877641290737884,11,1.1323637510299682,0.5988,1745766782.0816858,2025/04/28 00:13:02,178.1425883769989,3.0m,0.00017501927499097292,,
12,0.004852201922385563,12,1.0508155027389527,0.625,1745766797.579798,2025/04/28 00:13:17,193.64070057868958,3.2m,0.0001290223017065273,,
13,0.004824441214720628,13,1.028118694496155,0.6304,1745766813.3221383,2025/04/28 00:13:33,209.38304090499878,3.5m,0.00013733233595303318,,
14,0.004794386564209952,14,0.9950682124137878,0.6428,1745766828.5701804,2025/04/28 00:13:48,224.6310830116272,3.7m,0.00015371593767099512,,
15,0.004762067631165048,15,0.9931012138366699,0.6432,1745766844.8794394,2025/04/28 00:14:04,240.9403419494629,4.0m,0.00022416799004076893,,
