step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.297738790512085,0.109375,2.310044527053833,0.0859375,1745743613.144567,2025/04/27 17:46:53,2.516993999481201,2.5s,0.00003594762529246509
2,0.09755282581475769,2,2.2944018840789795,0.1171875,2.3052985668182373,0.0859375,1745743613.3789434,2025/04/27 17:46:53,2.751370429992676,2.8s,0.00003540433681337163
3,0.09045084971874738,3,2.296225905418396,0.0859375,2.304152488708496,0.0703125,1745743613.6258144,2025/04/27 17:46:53,2.998241424560547,3.0s,0.00003490649760351516
4,0.07938926261462367,4,2.293736457824707,0.12109375,2.303874969482422,0.078125,1745743613.851178,2025/04/27 17:46:53,3.223604917526245,3.2s,0.000036030891351401806
5,0.06545084971874739,5,2.29524028301239,0.12109375,2.3037314414978027,0.0703125,1745743614.0878155,2025/04/27 17:46:54,3.460242509841919,3.5s,0.000033830547181423753
6,0.05000000000000001,6,2.2939921617507935,0.1171875,2.303542375564575,0.0546875,1745743614.3159819,2025/04/27 17:46:54,3.688408851623535,3.7s,0.00003472261960268952
7,0.03454915028125264,7,2.2936588525772095,0.125,2.3031210899353027,0.0390625,1745743614.5443254,2025/04/27 17:46:54,3.916752338409424,3.9s,0.0000355107149516698
8,0.020610737385376353,8,2.2936161756515503,0.12890625,2.3029115200042725,0.0390625,1745743614.7789695,2025/04/27 17:46:54,4.1513965129852295,4.2s,0.00003483038381091319
9,0.009549150281252635,9,2.29275906085968,0.1328125,2.3029403686523438,0.046875,1745743615.0109794,2025/04/27 17:46:55,4.383406400680542,4.4s,0.0000365882006008178
10,0.002447174185242324,10,2.2930692434310913,0.140625,2.30301833152771,0.046875,1745743615.2354438,2025/04/27 17:46:55,4.607870817184448,4.6s,0.00003548692257027142
