step,train_loss,train_acc,val_loss,val_acc
1,1.87335013256073,0.3038,2.2643467529296877,0.3068
2,1.6354107955932617,0.3896,2.228184010696411,0.34
3,1.5637595737457275,0.4304,1.9629346035003663,0.3626
4,1.5121329624176025,0.448,1.8690339294433593,0.4152
5,1.4206831958770751,0.4754,1.4860398977279663,0.4744
6,1.391315592765808,0.4936,1.8281580739974976,0.414
7,1.345997006225586,0.508,1.5269011995315551,0.4838
8,1.3079626094818115,0.5296,1.6176401559829712,0.4462
9,1.279798278617859,0.5426,1.417399488735199,0.5034
10,1.276510369682312,0.54,1.4976942113876344,0.4972
11,1.2410541200637817,0.5524,1.4108872026443482,0.5086
12,1.2325725358963013,0.5518,1.394110376739502,0.5184
13,1.1899005767822266,0.5762,1.3308196586608887,0.5236
14,1.1824444189071655,0.5714,1.3655460718154908,0.5268
15,1.1477192935943603,0.5916,1.2998199958801269,0.5442
16,1.123845364379883,0.5952,1.2497350834846497,0.5618
17,1.100047040939331,0.604,1.3028922695159912,0.5588
18,1.141738417816162,0.5898,1.2641728576660156,0.559
19,1.0842779991149902,0.6016,1.2936038331031798,0.5734
20,1.0532448961257934,0.6238,1.2252818925857545,0.5902
21,1.0305330327987672,0.6304,1.1684322776794434,0.5952
22,1.0367978056907654,0.6212,1.1411956628799438,0.5996
23,0.9918643022537231,0.6452,1.115068127632141,0.6074
24,0.9985201639175415,0.643,1.1990484624862672,0.5874
25,0.974655729675293,0.6544,1.1217722328186035,0.613
26,0.9565986013412475,0.6658,1.1247529024124145,0.6136
27,0.9215882539749145,0.6752,1.1119821752548218,0.6158
28,0.9128508094787597,0.6772,1.0767552629470825,0.6268
29,0.9119047594070434,0.67,1.0937448616027832,0.6222
30,0.8772191207885742,0.6868,1.0812883543014526,0.6254
31,0.8706627986907959,0.6834,1.07669217004776,0.6352
32,0.8688617952346802,0.6922,1.1213604522705078,0.6276
33,0.8373325557708741,0.7066,1.0604959354400634,0.6324
34,0.8672768117904663,0.6846,1.0923048391342163,0.632
35,0.834447730255127,0.7026,1.0269875762939453,0.648
36,0.8171585418701172,0.7092,1.1112691207885743,0.623
37,0.7821842366218567,0.7172,1.0509521579742431,0.641
38,0.7661488342285157,0.7268,1.0420607261657715,0.6408
39,0.7398190822601318,0.7398,1.0181761917591095,0.6552
40,0.7326081403255462,0.743,1.0751355160713196,0.6424
41,0.7122991631507873,0.7508,1.0354717833518983,0.6506
42,0.7150234249114991,0.7484,1.0567727935791016,0.6478
43,0.7015388259887695,0.7542,1.0440635046005249,0.646
44,0.7348945184707641,0.7432,1.0355188831329345,0.6546
45,0.6826856884002686,0.7558,1.0101097476959229,0.6618
46,0.6856176732063294,0.7602,1.0335787712574005,0.6586
47,0.6305533925056458,0.7824,1.0588646625518798,0.654
48,0.6382938203811646,0.778,0.9883384792327881,0.6714
49,0.6457663913726807,0.7736,1.0026869201660156,0.6712
50,0.6307505992889404,0.7768,1.0035585827827453,0.6658
51,0.6106125871658326,0.7896,0.98945892868042,0.6642
52,0.5948871570587159,0.7914,1.0172289915084838,0.665
53,0.5837856475830078,0.7972,1.0344838012695312,0.6604
54,0.584711051940918,0.799,1.0253604572296142,0.6622
55,0.5531649877548218,0.807,0.9986518356323242,0.6688
56,0.5390530374526977,0.8122,1.0400144035339356,0.6652
57,0.5364351902008057,0.8174,1.0216989859580994,0.6668
58,0.5521662747383118,0.8098,0.9993452880859375,0.675
59,0.5186751594543457,0.8256,1.0054253408670426,0.6728
60,0.5170563014984131,0.8266,1.0034170413970946,0.676
61,0.5009004802703857,0.835,1.0051804471969605,0.6728
62,0.503376754951477,0.8296,1.0065283591270446,0.6702
63,0.4915176995277405,0.8306,1.0102217626571655,0.669
64,0.469734482383728,0.8494,1.0099653219223022,0.6722
65,0.47395859870910645,0.8358,1.014521084022522,0.6678
66,0.46863396730422974,0.8436,0.9988150752067566,0.6768
67,0.4624787845611572,0.839,1.0074170860767364,0.6766
68,0.4482276096343994,0.8518,1.0018774172782898,0.6746
69,0.4433819655895233,0.8572,1.0012035530090333,0.6762
70,0.4566196973800659,0.8528,1.0073873860359193,0.6724
71,0.4357208806991577,0.8578,1.0097820830345154,0.675
72,0.4346711183547974,0.8592,1.01745678730011,0.6708
73,0.43826895771026614,0.8588,1.0069529275894165,0.673
74,0.4321425976276398,0.8592,1.0105865656614303,0.6734
75,0.42891364126205445,0.8604,1.0138378596305848,0.6742
76,0.42624371752738954,0.8604,1.0117776281356812,0.6734
77,0.4231917224884033,0.8628,1.0100820192337037,0.6734
78,0.42901865787506105,0.8582,1.010452529478073,0.6722
79,0.42564421615600584,0.861,1.011862991809845,0.6726
80,0.419657523059845,0.8624,1.003467350578308,0.6742
