acceptedNameUsageID,Scientific name,Item,Top,Bottom,midPoint
126632,Taaningichthys minimus,Depth,50,500,
126632,Taaningichthys minimus,Depth,600,800,
126632,Taaningichthys minimus,max size,,,6.5
126715,Argentina silus,Lat,42,80,
126715,Argentina silus,lon,-71,31,
126715,Argentina silus,Depth,182.8,255.9,
126715,Argentina silus,Depth,140,1440,
126715,Argentina silus,max size,,,70
126733,Opisthoproctus soleatus,Lat,?,51,
126733,Opisthoproctus soleatus,Depth,500,700,
126733,Opisthoproctus soleatus,Depth,300,4000,
126733,Opisthoproctus soleatus,max size,,,11
126733,Opisthoproctus soleatus,max size,,,10.5
126734,Rhynchohyalus natalensis,Lat,-49,35,
126734,Rhynchohyalus natalensis,lon,-180,-154,
126734,Rhynchohyalus natalensis,lon,-89,180,
126734,Rhynchohyalus natalensis,Depth,250,625,
126734,Rhynchohyalus natalensis,max size,,,16
126735,Mallotus villosus,Lat,37,84,
126735,Mallotus villosus,lon,-180,180,
126735,Mallotus villosus,Depth,0,725,
126735,Mallotus villosus,max size,,,25.2
126735,Mallotus villosus,max size,,,20
126735,Mallotus villosus,common size,,,15
126757,Anarhichas denticulatus,Lat,43,81,
126757,Anarhichas denticulatus,lon,-123,61,
126757,Anarhichas denticulatus,Depth,100,900,
126757,Anarhichas denticulatus,Depth,60,1700,
126757,Anarhichas denticulatus,max size,,,180
126783,Brama brama,Lat,-35,30,
126783,Brama brama,Lat,-70,65,
126783,Brama brama,Lon,-180,180,
126783,Brama brama,Depth,0,1000,
126783,Brama brama,Depth,0,200,
126783,Brama brama,max size,,,100
126783,Brama brama,common size,,,40
126783,Brama brama,Temperature,12,24,
126785,Pterycombus brama,Lat,-1,67,
126785,Pterycombus brama,lon,-98,36,
126785,Pterycombus brama,Depth,25,400,
126785,Pterycombus brama,max size,,,46
126786,Taractes asper,Lat,-40,70,
126786,Taractes asper,Lat,-35,72,
126786,Taractes asper,Lon,-180,180,
126786,Taractes asper,Depth,0,1000,
126786,Taractes asper,Depth,1,140,
126787,Taractes rubescens,Depth,0,600,
126787,Taractes rubescens,max size,,,89
126787,Taractes rubescens,common size,,,30
126788,Taractichthys longipinnis,Lat,-35,60,
126788,Taractichthys longipinnis,Lat,-68,47,
126788,Taractichthys longipinnis,Lon,-98,21,
126788,Taractichthys longipinnis,Depth,0,500,
126788,Taractichthys longipinnis,Depth,42,200,
126788,Taractichthys longipinnis,Temperature,10,?,
126802,Caranx crysos,Lat,-26,46,
126802,Caranx crysos,Lon,-97,32,
126802,Caranx crysos,Depth,0,100,
126802,Caranx crysos,max size,,,70
126802,Caranx crysos,common size,,,40
126803,Caranx hippos,Lat,-35,45,
126803,Caranx hippos,lon,-98,14,
126803,Caranx hippos,Depth,1,200,
126803,Caranx hippos,Depth,1,350,
126803,Caranx hippos,max size,,,124
126803,Caranx hippos,common size,,,75
126805,Caranx lugubris,Lat,-30,30,
126805,Caranx lugubris,Lon,-180,180,
126805,Caranx lugubris,Depth,3,380,
126805,Caranx lugubris,Depth,24,65,
126805,Caranx lugubris,max size,,,100
126805,Caranx lugubris,common size,,,70
126807,Decapterus macarellus,Lat,-46,54,
126807,Decapterus macarellus,Lon,-180,180,
126807,Decapterus macarellus,Depth,40,200,
126807,Decapterus macarellus,Depth,1,400,
126807,Decapterus macarellus,max size,,,46
126807,Decapterus macarellus,common size,,,30
126809,Elagatis bipinnulata,Lat,-41,44,
126809,Elagatis bipinnulata,Lon,-180,180,
126809,Elagatis bipinnulata,Depth,1,150,
126809,Elagatis bipinnulata,Depth,2,10,
126809,Elagatis bipinnulata,max size,,,180
126809,Elagatis bipinnulata,common size,,,90
126811,Naucrates ductor,Lat,-43,61,
126811,Naucrates ductor,Lon,-180,180,
126811,Naucrates ductor,Depth,0,150,
126811,Naucrates ductor,Depth,0,300,
126811,Naucrates ductor,max size,,,70
126811,Naucrates ductor,common size,,,40
126814,Selene dorsalis,Lat,-28,39,
126814,Selene dorsalis,Depth,20,100,
126814,Selene dorsalis,Depth,0,60,
126814,Selene dorsalis,max size,,,40
126814,Selene dorsalis,common size,,,24
126816,Seriola dumerili,Lat,-36,49,
126816,Seriola dumerili,Lon,-98,128,
126816,Seriola dumerili,Depth,1,385,
126816,Seriola dumerili,Depth,18,72,
126816,Seriola dumerili,max size,,,190
126816,Seriola dumerili,common size,,,100
126818,Seriola rivoliana,Lat,-38,43,
126818,Seriola rivoliana,Lon,-180,180,
126818,Seriola rivoliana,Depth,3,250,
126818,Seriola rivoliana,Depth,30,35,
126818,Seriola rivoliana,max size,,,160
126818,Seriola rivoliana,common size,,,90
126820,Trachurus mediterraneus,Lat,16,50,
126820,Trachurus mediterraneus,lon,-20,43,
126820,Trachurus mediterraneus,Depth,5,250,
126820,Trachurus mediterraneus,Depth,0,500,
126820,Trachurus mediterraneus,max size,,,60
126820,Trachurus mediterraneus,common size,,,30
126821,Trachurus picturatus,Lat,-41,45,
126821,Trachurus picturatus,lon,-32,17,
126821,Trachurus picturatus,Depth,305,370,
126822,Trachurus trachurus,Lat,-38,67,
126822,Trachurus trachurus,lon,-26,42,
126822,Trachurus trachurus,Depth,0,1050,
126822,Trachurus trachurus,Depth,100,200,
126822,Trachurus trachurus,max size,,,70
126822,Trachurus trachurus,common size,,,22
126823,Trachurus trecae,Lat,-19,35,
126823,Trachurus trecae,Lon,-26,14,
126823,Trachurus trecae,Depth,20,300,
126823,Trachurus trecae,Temperature,15,22,
126828,Spicara maena,Lat,28,47,
126828,Spicara maena,lon,-19,42,
126828,Spicara maena,Depth,30,90,
126828,Spicara maena,Depth,30,200,
126828,Spicara maena,max size,,,21
126828,Spicara maena,max size,,,25
126830,Spicara smaris,Lat,20,47,
126830,Spicara smaris,lon,-19,42,
126830,Spicara smaris,max size,,,24.2
126830,Spicara smaris,max size,,,20
126830,Spicara smaris,common size,,,14
126831,Centrolophus niger,Lat,-55,68,
126831,Centrolophus niger,Lon,-180,180,
126831,Centrolophus niger,Depth,300,700,
126831,Centrolophus niger,Depth,40,1050,
126831,Centrolophus niger,max size,,,150
126831,Centrolophus niger,common size,,,60
126843,Pseudoscopelus altipinnis,Lat,-36,46,
126843,Pseudoscopelus altipinnis,lon,-180,180,
126843,Pseudoscopelus altipinnis,Depth,30,2400,
126843,Pseudoscopelus altipinnis,Depth,50,1870,
126843,Pseudoscopelus altipinnis,max size,,,20
126843,Pseudoscopelus altipinnis,max size,,,20
126843,Pseudoscopelus altipinnis,common size,,,10.1
126845,Coryphaena equiselis,Lat,-48,48,
126845,Coryphaena equiselis,Lon,-180,180,
126845,Coryphaena equiselis,Depth,0,119,
126845,Coryphaena equiselis,Depth,0,400,
126845,Coryphaena equiselis,common size,,50,
126845,Coryphaena equiselis,Temperature,24,?,
126845,Coryphaena equiselis,spawning temperature,21,,
126846,Coryphaena hippurus,Lat,-40,50,
126846,Coryphaena hippurus,Lon,180,-180,
126846,Coryphaena hippurus,Depth,0,85,
126846,Coryphaena hippurus,Depth,5,10,
126846,Coryphaena hippurus,max size,,,210
126846,Coryphaena hippurus,common size,,,100
126846,Coryphaena hippurus,Temperature,21,30,
126848,Echeneis naucrates,Lat,-45,45,
126848,Echeneis naucrates,Lon,-180,180,
126848,Echeneis naucrates,Depth,0,50,
126848,Echeneis naucrates,max size,,,110
126848,Echeneis naucrates,common size,,,66
126849,Phtheirichthys lineatus,Depth,1,100,
126849,Phtheirichthys lineatus,Depth,0,5,
126851,Remora brachyptera,Depth,0,200,
126851,Remora brachyptera,max size,,,50
126851,Remora brachyptera,common size,,,25
126852,Remora osteochir,Lat,-45,42,
126852,Remora osteochir,Lon,-180,180,
126852,Remora osteochir,Depth,1,200,
126852,Remora osteochir,Depth,1,100,
126853,Remora remora,Lat,-36,60,
126853,Remora remora,Lon,-180,180,
126853,Remora remora,Depth,62,86,
126853,Remora remora,Depth,0,200,
126853,Remora remora,max size,,,86.4
126853,Remora remora,common size,,,40
126862,Gempylus serpens,Lat,-40,42,
126862,Gempylus serpens,Lon,-180,180,
126862,Gempylus serpens,Depth,0,200,
126862,Gempylus serpens,Depth,0,950,
126862,Gempylus serpens,max size,,,100
126862,Gempylus serpens,common size,,,60
126863,Lepidocybium flavobrunneum,Lat,-56,50,
126863,Lepidocybium flavobrunneum,Lon,-180,180,
126863,Lepidocybium flavobrunneum,Depth,200,1100,
126863,Lepidocybium flavobrunneum,max size,,,200
126863,Lepidocybium flavobrunneum,common size,,,150
126864,Nealotus tripes,Lat,-35,47,
126864,Nealotus tripes,lon,-180,180,
126864,Nealotus tripes,Depth,0,1646,
126864,Nealotus tripes,Depth,914,1646,
126864,Nealotus tripes,max size,,,25
126864,Nealotus tripes,common size,,,15
126865,Nesiarchus nasutus,Lat,-47,70,
126865,Nesiarchus nasutus,Lon,-180,180,
126865,Nesiarchus nasutus,Depth,200,1200,
126865,Nesiarchus nasutus,max size,,,130
126865,Nesiarchus nasutus,common size,,,80
126866,Promethichthys prometheus,Lat,-36,50,
126866,Promethichthys prometheus,lon,-180,180,
126866,Promethichthys prometheus,Depth,300,400,
126866,Promethichthys prometheus,Depth,80,800,
126866,Promethichthys prometheus,max size,,,100
126866,Promethichthys prometheus,common size,,,40
126867,Ruvettus pretiosus,Lat,-43,55,
126867,Ruvettus pretiosus,Lon,-180,180,
126867,Ruvettus pretiosus,Depth,200,400,
126867,Ruvettus pretiosus,Depth,18,1100,
126867,Ruvettus pretiosus,max size,,,300
126867,Ruvettus pretiosus,common size,,,150
126949,Istiophorus albicans,Lat,-55,56,
126949,Istiophorus albicans,Lon,-99,18,
126949,Istiophorus albicans,Depth,0,200,
126949,Istiophorus albicans,max size,,,315
126949,Istiophorus albicans,common size,,,240
126949,Istiophorus albicans,Temperature,21,28,
126950,Makaira nigricans,Lat,-45,50,
126950,Makaira nigricans,Lon,-180,180,
126950,Makaira nigricans,Depth,0,10,
126950,Makaira nigricans,Depth,0,1000,
126950,Makaira nigricans,max size,,,500
126950,Makaira nigricans,common size,,,290
126950,Makaira nigricans,Temperature,22,31,27.25
126952,Tetrapturus belone,Lat,30,46,
126952,Tetrapturus belone,Lon,-6,36,
126952,Tetrapturus belone,Depth,0,200,
126952,Tetrapturus belone,max size,,,240
126952,Tetrapturus belone,common size,,,200
126953,Tetrapturus georgii,Lat,-29,42,
126953,Tetrapturus georgii,Lon,-98,18,
126953,Tetrapturus georgii,Depth,0,200,
126954,Tetrapturus pfluegeri,Lat,-35,40,
126954,Tetrapturus pfluegeri,Lat,-33,44,
126954,Tetrapturus pfluegeri,Lon,-98,17,
126954,Tetrapturus pfluegeri,Depth,0,240,
126954,Tetrapturus pfluegeri,max size,,,254
126954,Tetrapturus pfluegeri,common size,,,165
126973,Lobotes surinamensis,Lat,-53,45,
126973,Lobotes surinamensis,Lon,-180,-154,
126973,Lobotes surinamensis,Lon,-98,180,
126973,Lobotes surinamensis,Depth,0,70,
126973,Lobotes surinamensis,max size,,,110
126973,Lobotes surinamensis,common size,,,80
126974,Luvarus imperialis,Lat,-25,60,
126974,Luvarus imperialis,Lon,-180,180,
126974,Luvarus imperialis,Depth,0,500,
126974,Luvarus imperialis,Depth,0,200,
126974,Luvarus imperialis,max size,,,200
126974,Luvarus imperialis,common size,,,152
126976,Dicentrarchus punctatus,Lat,10,51,
126976,Dicentrarchus punctatus,Depth,30,?,
126976,Dicentrarchus punctatus,max size,,,70
126976,Dicentrarchus punctatus,common size,,,30
126989,Upeneus moluccensis,Lat,-27,35,
126989,Upeneus moluccensis,lon,32,168,
126989,Upeneus moluccensis,Depth,10,150,
126989,Upeneus moluccensis,max size,,,
126989,Upeneus moluccensis,max size,,,22.5
126989,Upeneus moluccensis,common size,,,
126989,Upeneus moluccensis,common size,,,18
126991,Nomeus gronovii,Lat,-45,52,
126991,Nomeus gronovii,lon,-180,180,
126991,Nomeus gronovii,Depth,0,1000,
126991,Nomeus gronovii,max size,,,40
126991,Nomeus gronovii,max size,,,39
126992,Psenes maculatus,Lat,7,41,
126992,Psenes maculatus,lon,-180,180,
126992,Psenes maculatus,Depth,0,1280,
126992,Psenes maculatus,max size,,,10
126992,Psenes maculatus,max size,,,30
126998,Polyprion americanus,Lat,-55,70,
126998,Polyprion americanus,Lon,-82,179,
126998,Polyprion americanus,Depth,42,1000,
126998,Polyprion americanus,Depth,150,500,
126998,Polyprion americanus,max size,,,210
126998,Polyprion americanus,common size,,,80
126998,Polyprion americanus,Temperature,6,16.3,
127006,Rachycentron canadum,Lat,-37,47,
127006,Rachycentron canadum,Lon,-98,166,
127006,Rachycentron canadum,Depth,0,50,
127006,Rachycentron canadum,Depth,0,1200,
127006,Rachycentron canadum,max size,,,200
127006,Rachycentron canadum,common size,,,110
127006,Rachycentron canadum,Temperature,17,32,
127014,Acanthocybium solandri,Lat,-48,59,
127014,Acanthocybium solandri,Lon,-180,180,
127014,Acanthocybium solandri,Depth,0,340,
127014,Acanthocybium solandri,Depth,0,12,
127014,Acanthocybium solandri,max size,,,250
127014,Acanthocybium solandri,common size,,,170
127015,Auxis rochei,Lat,-51,61,
127015,Auxis rochei,Lon,-180,180,
127015,Auxis rochei,Depth,0,200,
127015,Auxis rochei,Temperature,?,28,
127016,Auxis thazard,Lat,-51,61,
127016,Auxis thazard,Lon,-180,180,
127016,Auxis thazard,Depth,0,200,
127016,Auxis thazard,max size,,,65
127016,Auxis thazard,common size,,,60
127016,Auxis thazard,Temperature,27,28,
127016,Auxis thazard,spawning temperature,24,,
127017,Euthynnus alletteratus,Lat,-30,56,
127017,Euthynnus alletteratus,Lon,-92,42,
127017,Euthynnus alletteratus,Depth,1,150,
127017,Euthynnus alletteratus,max size,,,122
127017,Euthynnus alletteratus,common size,,,80
127018,Katsuwonus pelamis,Lat,-47,63,
127018,Katsuwonus pelamis,Lon,-180,180,
127018,Katsuwonus pelamis,Depth,0,596,
127018,Katsuwonus pelamis,Depth,0,260,
127018,Katsuwonus pelamis,max size,,,110
127018,Katsuwonus pelamis,common size,,,80
127018,Katsuwonus pelamis,Temperature,15,30,21
127018,Katsuwonus pelamis,spawning temperature,24,30,
127018,Katsuwonus pelamis,spawning temperature,20,25,
127019,Orcynopsis unicolor,Lat,-13,60,
127019,Orcynopsis unicolor,Lon,-18,36,
127019,Orcynopsis unicolor,max size,,,130
127019,Orcynopsis unicolor,common size,,,90
127020,Rastrelliger kanagurta,Lat,-36,38,
127020,Rastrelliger kanagurta,lon,20,180,
127020,Rastrelliger kanagurta,Depth,0,90,
127020,Rastrelliger kanagurta,max size,,,42.1
127020,Rastrelliger kanagurta,max size,,,36
127020,Rastrelliger kanagurta,common size,,,25
127021,Sarda sarda,Lat,-40,62,
127021,Sarda sarda,Lon,-98,42,
127021,Sarda sarda,Depth,0,200,
127021,Sarda sarda,Depth,80,200,
127021,Sarda sarda,max size,,,91.4
127021,Sarda sarda,common size,,,50
127021,Sarda sarda,Temperature,12,27,
127023,Scomber scombrus,Lat,30,75,
127023,Scomber scombrus,Lon,-77,42,
127023,Scomber scombrus,Depth,0,200,
127023,Scomber scombrus,Depth,0,1000,
127023,Scomber scombrus,max size,,,60
127023,Scomber scombrus,common size,,,30
127024,Scomberomorus commerson,Lat,-41,39,
127024,Scomberomorus commerson,Lon,-7,180,
127024,Scomberomorus commerson,Depth,0,200,
127024,Scomberomorus commerson,Depth,10,70,
127024,Scomberomorus commerson,max size,,,240
127024,Scomberomorus commerson,common size,,,120
127025,Scomberomorus tritor,Lat,-19,45,
127025,Scomberomorus tritor,Lon,-24,14,
127025,Scomberomorus tritor,Depth,1,40,
127025,Scomberomorus tritor,Depth,20,25,
127025,Scomberomorus tritor,max size,,,100
127025,Scomberomorus tritor,common size,,,75
127026,Thunnus alalunga,Lat,-50,60,
127026,Thunnus alalunga,Lon,-180,180,
127026,Thunnus alalunga,Depth,0,600,
127026,Thunnus alalunga,max size,,,140
127026,Thunnus alalunga,common size,,,100
127026,Thunnus alalunga,Temperature,10,25,15.9
127026,Thunnus alalunga,spawning temperature,24,,
127027,Thunnus albacares,Lat,-20,20,
127027,Thunnus albacares,Lat,-50,50,
127027,Thunnus albacares,Lon,-180,180,
127027,Thunnus albacares,Depth,1,250,
127027,Thunnus albacares,Depth,1,1602,
127027,Thunnus albacares,max size,,,239
127027,Thunnus albacares,common size,,,150
127027,Thunnus albacares,Temperature,15,31,23.75
127027,Thunnus albacares,spawning temperature,26,30,
127028,Thunnus obesus,Lat,-50,60,
127028,Thunnus obesus,Lat,-48,52,
127028,Thunnus obesus,Lon,-180,180,
127028,Thunnus obesus,Depth,0,500,
127028,Thunnus obesus,Depth,0,1902,
127028,Thunnus obesus,max size,,,250
127028,Thunnus obesus,common size,,,180
127028,Thunnus obesus,Temperature,17,22,
127028,Thunnus obesus,Temperature,13,29,
127028,Thunnus obesus,spawning temperature,24,,
127029,Thunnus thynnus,Lat,-58,69,
127029,Thunnus thynnus,Lon,-99,42,
127029,Thunnus thynnus,Depth,0,100,
127029,Thunnus thynnus,Depth,0,1015,
127029,Thunnus thynnus,max size,,,458
127029,Thunnus thynnus,common size,,,200
127029,Thunnus thynnus,Temperature,1,30,
127029,Thunnus thynnus,spawning temperature,22.5,25.5,
127029,Thunnus thynnus,spawning temperature,22.6,27.5,
127029,Thunnus thynnus,spawning temperature,22.6,27.5,
127068,Sphyraena sphyraena,Lat,-18,48,
127068,Sphyraena sphyraena,lon,-31,37,
127068,Sphyraena sphyraena,Depth,0,100,
127068,Sphyraena sphyraena,common size,82.6,93.2,
127068,Sphyraena sphyraena,common size,33,76,
127068,Sphyraena sphyraena,common size,26,32.6,27.1
127068,Sphyraena sphyraena,common size,33.5,49.8,33.5
127068,Sphyraena sphyraena,common size,25,60,
127068,Sphyraena sphyraena,max size,,,150
127068,Sphyraena sphyraena,max size,,,165
127068,Sphyraena sphyraena,common size,,,60
127076,Stromateus fiatola,Lat,-34,48,
127076,Stromateus fiatola,lon,-18,36,
127076,Stromateus fiatola,Depth,10,160,
127076,Stromateus fiatola,Depth,10,70,
127076,Stromateus fiatola,max size,,,50
127076,Stromateus fiatola,common size,,,40
127087,Benthodesmus simonyi,Lat,16,72,
127087,Benthodesmus simonyi,Lon,-67,20,
127087,Benthodesmus simonyi,Depth,200,950,
127088,Lepidopus caudatus,Lat,-49,64,
127088,Lepidopus caudatus,Lon,-29,180,
127088,Lepidopus caudatus,Lon,-180,-176,
127088,Lepidopus caudatus,Depth,50,750,
127088,Lepidopus caudatus,max size,,,210
127088,Lepidopus caudatus,common size,,,117
127089,Trichiurus lepturus,Lat,-54,49,
127089,Trichiurus lepturus,lon,-114,180,
127089,Trichiurus lepturus,Depth,40,120,
127089,Trichiurus lepturus,Depth,100,350,
127089,Trichiurus lepturus,Depth,0,589,
127089,Trichiurus lepturus,common size,50,100,
127089,Trichiurus lepturus,max size,,,234
127089,Trichiurus lepturus,max size,,,234
127089,Trichiurus lepturus,common size,,,100
127094,Xiphias gladius,Lat,-50,69,
127094,Xiphias gladius,Lon,-180,180,
127094,Xiphias gladius,Depth,0,100,
127094,Xiphias gladius,Depth,0,2878,
127094,Xiphias gladius,Depth,0,550,
127094,Xiphias gladius,max size,,,455
127094,Xiphias gladius,common size,,,300
127094,Xiphias gladius,Temperature,3.2,28.8,
127094,Xiphias gladius,Temperature,18,22,
127094,Xiphias gladius,spawning temperature,24,,
127094,Xiphias gladius,spawning temperature,24,?,Larvae
127254,Sebastes mentella,Lat,41,79,
127254,Sebastes mentella,lon,-67,35,
127254,Sebastes mentella,Depth,300,750,
127254,Sebastes mentella,Depth,300,1441,
127254,Sebastes mentella,max size,,,77.5
127268,Melamphaes microps,Lat,-46,-27,Atlantic 
127268,Melamphaes microps,Lat,-47,60,
127268,Melamphaes microps,Depth,300,2516,
127268,Melamphaes microps,max size,,,9.64
127268,Melamphaes microps,max size,,,9.6
127282,Cyclothone acclinidens,Lat,-67,80,
127282,Cyclothone acclinidens,lon,-180,180,
127282,Cyclothone acclinidens,Depth,300,1500,
127282,Cyclothone acclinidens,Depth,0,4416,
127282,Cyclothone acclinidens,max size,,,6.5
127282,Cyclothone acclinidens,max size,,,6.3
127286,Cyclothone microdon,Lat,-45,67,
127286,Cyclothone microdon,lon,-180,180,
127286,Cyclothone microdon,Depth,500,2700,
127286,Cyclothone microdon,Depth,200,5301,
127286,Cyclothone microdon,max size,,,7.6
127288,Cyclothone pallida,Lat,-40,61,
127288,Cyclothone pallida,lon,-180,180,
127288,Cyclothone pallida,Depth,600,1800,
127288,Cyclothone pallida,Depth,16,4663,
127288,Cyclothone pallida,max size,,,7.5
127288,Cyclothone pallida,max size,,,4.8
127292,Diplophos taenia,lat,-30,40,
127292,Diplophos taenia,Depth,15,650,
127292,Diplophos taenia,Depth,0,1594,
127292,Diplophos taenia,max size,,,27.6
127292,Diplophos taenia,common size,,,20
127293,Gonostoma atlanticum,Lat,-40,41,
127293,Gonostoma atlanticum,lon,-180,-110,
127293,Gonostoma atlanticum,lon,-98,180,
127293,Gonostoma atlanticum,max size,,,6.6
127297,Margrethia obtusirostra,Lat,-49,33,
127297,Margrethia obtusirostra,lon,-180,-154,
127297,Margrethia obtusirostra,lon,-98,180,
127297,Margrethia obtusirostra,Depth,200,500,Night
127297,Margrethia obtusirostra,Depth,100,300,Day
127297,Margrethia obtusirostra,max size,,,8.3
127299,Pollichthys mauli,Lat,-34,60,
127299,Pollichthys mauli,lon,-98,144,
127299,Pollichthys mauli,Depth,300,600,
127299,Pollichthys mauli,Depth,100,600,
127299,Pollichthys mauli,max size,,,6
127300,Polymetme corythaeola,Lat,-48,66,
127300,Polymetme corythaeola,lon,-180,180,
127300,Polymetme corythaeola,Depth,400,1000,
127300,Polymetme corythaeola,Depth,165,800,
127300,Polymetme corythaeola,max size,,,26
127303,Vinciguerria nimbaria,Depth,0,100,
127303,Vinciguerria nimbaria,Depth,200,400,
127303,Vinciguerria nimbaria,max size,,,4.8
127303,Vinciguerria nimbaria,max size,,,5.5
127303,Vinciguerria nimbaria,common size,,,3.7
127304,Vinciguerria poweriae,lat,?,43,
127304,Vinciguerria poweriae,Depth,50,350,
127304,Vinciguerria poweriae,Depth,300,600,
127304,Vinciguerria poweriae,max size,,,4.3
127304,Vinciguerria poweriae,max size,,,4.3
127307,Argyropelecus affinis,Lat,-30,30,Western Atlantic
127307,Argyropelecus affinis,Lat,-45,45,
127307,Argyropelecus affinis,lon,-180,180,
127307,Argyropelecus affinis,Depth,300,650,
127307,Argyropelecus affinis,Depth,1,3872,
127309,Argyropelecus hemigymnus,Lat,-56,60,
127309,Argyropelecus hemigymnus,Depth,100,700,
127309,Argyropelecus hemigymnus,Depth,0,2400,
127309,Argyropelecus hemigymnus,max size,,,5.1
127312,Maurolicus muelleri,Lat,-55,72,
127312,Maurolicus muelleri,lon,-180,180,
127312,Maurolicus muelleri,Depth,0,250,Day
127312,Maurolicus muelleri,Depth,270,1520,
127312,Maurolicus muelleri,max size,,,8
127312,Maurolicus muelleri,common size,,,4
127314,Sternoptyx diaphana,Lat,?,52,
127314,Sternoptyx diaphana,Depth,600,900,
127314,Sternoptyx diaphana,Depth,300,1500,
127314,Sternoptyx diaphana,max size,,,5.5
127316,Valenciennellus tripunctulatus,Lat,-34,67,
127316,Valenciennellus tripunctulatus,lon,-180,-117,
127316,Valenciennellus tripunctulatus,lon,-98,180,
127316,Valenciennellus tripunctulatus,Depth,351,550,
127316,Valenciennellus tripunctulatus,Depth,100,1000,
127316,Valenciennellus tripunctulatus,max size,,,3.1
127322,Astronesthes gemmifer,Lat,-32,62,
127322,Astronesthes gemmifer,lon,-180,-154,
127322,Astronesthes gemmifer,lon,-98,180,
127322,Astronesthes gemmifer,Depth,0,2400,
127322,Astronesthes gemmifer,max size,,,17
127324,Astronesthes leucopogon,Lat,-30,41,
127324,Astronesthes leucopogon,lon,-7,-2,SE Atlantic
127324,Astronesthes leucopogon,lon,-42,-2,
127324,Astronesthes leucopogon,Depth,0,500,
127324,Astronesthes leucopogon,max size,,,12
127326,Astronesthes micropogon,Lat,-26,35,
127326,Astronesthes micropogon,Depth,120,600,
127326,Astronesthes micropogon,max size,,,7
127326,Astronesthes micropogon,max size,,,8.2
127328,Astronesthes niger,Lat,20,43,Atlantic
127328,Astronesthes niger,Lat,-36,-5,Atlantic
127328,Astronesthes niger,Depth,0,500,
127328,Astronesthes niger,max size,,,16
127335,Borostomias elucens,Lat,-18,36,
127335,Borostomias elucens,lon,-98,143,
127335,Borostomias elucens,Depth,500,2500,
127335,Borostomias elucens,max size,,,35
127338,Chauliodus sloani,Lat,-56,70,
127338,Chauliodus sloani,lon,-180,180,
127338,Chauliodus sloani,Depth,494,1000,
127338,Chauliodus sloani,Depth,0,4700,
127338,Chauliodus sloani,max size,,,35
127348,Eustomias schmidti,Lat,-35,-30,
127348,Eustomias schmidti,Lat,35,40,
127348,Eustomias schmidti,lon,-180,-154,
127348,Eustomias schmidti,lon,-98,180,
127348,Eustomias schmidti,Depth,50,150,
127348,Eustomias schmidti,max size,,,21.2
127354,Idiacanthus fasciola,Lat,-54,40,
127354,Idiacanthus fasciola,lon,-180,-150,
127354,Idiacanthus fasciola,lon,-85,180,
127354,Idiacanthus fasciola,Depth,30,800,
127354,Idiacanthus fasciola,Depth,0,2000,
127354,Idiacanthus fasciola,max size,,,4
127354,Idiacanthus fasciola,max size,,,35
127354,Idiacanthus fasciola,max size,,,29
127354,Idiacanthus fasciola,max size,,,48.9
127355,Leptostomias gladiator,Lat,-41,51,
127355,Leptostomias gladiator,lon,-180,-154,
127355,Leptostomias gladiator,lon,-98,180,
127355,Leptostomias gladiator,Depth,0,5000,
127355,Leptostomias gladiator,max size,,,37.3
127373,Rhadinesthes decimus,Lat,-46,65,
127373,Rhadinesthes decimus,lon,-180,180,
127373,Rhadinesthes decimus,Depth,0,4900,
127373,Rhadinesthes decimus,max size,,,41
127374, Stomias boa,Lat,-50,71,
127374, Stomias boa,lon,-131,180,
127374, Stomias boa,Depth,200,2173,
127374, Stomias boa,max size,,,32
127374, Stomias boa,max size,,,32.2
127378,Macroramphosus scolopax,Lat,-43,66,
127378,Macroramphosus scolopax,lon,-180,180,
127378,Macroramphosus scolopax,Depth,50,350,adult
127378,Macroramphosus scolopax,Depth,25,600,
127378,Macroramphosus scolopax,max size,,,20
127378,Macroramphosus scolopax,common size,,,12
127396,Balistes punctatus,Lat,-17,32,
127396,Balistes punctatus,Lon,-26,14,
127396,Balistes punctatus,Depth,0,200,
127396,Balistes punctatus,Depth,0,50,
127396,Balistes punctatus,max size,,,60
127396,Balistes punctatus,common size,,,25
127398,Canthidermis maculata,Lat,-18,46,
127398,Canthidermis maculata,Depth,1,110,
127398,Canthidermis maculata,max size,,,50
127398,Canthidermis maculata,common size,,,35
127399,Canthidermis sufflamen,Lat,-17,43,
127399,Canthidermis sufflamen,Depth,5,70,
127401,Diodon eydouxii,lat,-37,31,
127401,Diodon eydouxii,Lon,-180,-154,
127401,Diodon eydouxii,Lon,-50,180,
127401,Diodon eydouxii,Depth,1,10,
127403,Diodon hystrix,Lat,-31,35,
127403,Diodon hystrix,Lon,-180,180,
127403,Diodon hystrix,Depth,2,50,
127403,Diodon hystrix,max size,,,91
127403,Diodon hystrix,common size,,,40
127404,Masturus lanceolatus,lat,-35,37,
127404,Masturus lanceolatus,Depth,0,670,
127405,Mola mola,Lat,-65,75,
127405,Mola mola,Lon,-180,180,
127405,Mola mola,Depth,30,1515,
127405,Mola mola,Depth,30,70,
127405,Mola mola,Depth,30,480,
127405,Mola mola,Temperature,12,25,
127406,Ranzania laevis,Lat,-55,71,
127406,Ranzania laevis,Lon,-180,180,
127406,Ranzania laevis,Depth,0,140,
127407,Aluterus monoceros,Lat,-39,43,
127407,Aluterus monoceros,Lon,-180,180,
127407,Aluterus monoceros,Depth,1,80,
