model_arc,epochs,ensemble_type,params,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,1,ME,2855808,2855808,1,2.300093412399292,0.140625,2.445610284805298,0.078125,1745671155.6340485,2025/04/26 21:39:15,0.7649307250976562,764.9ms,0.0000354064846987967
