step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,1,4.5161596832275395,0.034,mean: 4.5161596832275395,mean: 0.034,10.02171947631836,0.0192,1748881569.3963242,2025/06/03 01:26:09,6.57308030128479,6.6s,0.8368797302246094,0.6780633926391602,0.06006884574890137
2,2,4.125104940795898,0.0682,mean: 4.125104940795898,mean: 0.0682,4.602624480438233,0.0362,1748881575.0018835,2025/06/03 01:26:15,12.178639650344849,12.2s,1.3213469982147217,1.0102007389068604,0.11933374404907227
