model_arc,epochs,ensemble_type,params,optimizer,grad,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,10,ME,2855808,SGD,2855808,0.002447174185242324,10,2.2789732627868653,0.1742,2.2815338607788087,0.1591,1745749996.7932363,2025/04/27 19:33:16,205.67391443252563,3.4m,0.00012004739983240142
