step,trainable,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,2052,1,0.7680686314900717,0.7047619047619048,1749098166.837399,2025/06/05 13:36:06,0.879716157913208,879.7ms,0.1718430519104004,0.1718740463256836,0.050789833068847656,,
2,2052,2,0.460752196539016,0.844047619047619,1749098167.3623478,2025/06/05 13:36:07,1.4046649932861328,1.4s,0.23339104652404785,0.2137448787689209,0.17889404296875,0.7878784312142266,0.7666666666666667
3,2052,3,0.5303507271267119,0.8285714285714286,1749098168.1156733,2025/06/05 13:36:08,2.1579904556274414,2.2s,0.27414679527282715,0.2545311450958252,0.28479504585266113,,
4,2052,4,0.44454986027308874,0.8559523809523809,1749098168.8335183,2025/06/05 13:36:08,2.875835418701172,2.9s,0.38375425338745117,0.33380961418151855,0.3394200801849365,0.7302919970618353,0.7888888888888889
5,2052,5,0.4259677455538795,0.8559523809523809,1749098169.6225529,2025/06/05 13:36:09,3.664870023727417,3.7s,0.42918992042541504,0.3792741298675537,0.42700791358947754,,
6,2052,6,0.4192033344791049,0.8535714285714285,1749098170.1463346,2025/06/05 13:36:10,4.18865180015564,4.2s,0.4859163761138916,0.4226834774017334,0.5576763153076172,0.5133347829182943,0.8638888888888889
7,2052,7,0.3265002646616527,0.8845238095238095,1749098171.1326323,2025/06/05 13:36:11,5.174949407577515,5.2s,0.559462308883667,0.49626684188842773,0.6657068729400635,,
8,2052,8,0.34999328681400843,0.8761904761904762,1749098171.6081486,2025/06/05 13:36:11,5.650465726852417,5.7s,0.611858606338501,0.5351583957672119,0.7678072452545166,0.6160254557927449,0.8416666666666667
9,2052,9,0.38007464408874514,0.8821428571428571,1749098172.5110815,2025/06/05 13:36:12,6.553398609161377,6.6s,0.6767194271087646,0.6000461578369141,0.8265056610107422,,
10,2052,10,0.35017083826519196,0.875,1749098173.2271788,2025/06/05 13:36:13,7.269495964050293,7.3s,0.7706084251403809,0.674534797668457,0.8920154571533203,0.5351945837338765,0.8555555555555555
11,2052,11,0.40766585951759704,0.8630952380952381,1749098173.985763,2025/06/05 13:36:13,8.028080224990845,8.0s,0.8106162548065186,0.7145664691925049,0.98606276512146,,
12,2052,12,0.33173218057269144,0.8773809523809524,1749098174.4848495,2025/06/05 13:36:14,8.527166604995728,8.5s,0.8689327239990234,0.758331298828125,1.0930163860321045,0.5332275801234775,0.8583333333333333
13,2052,13,0.372096594174703,0.8726190476190476,1749098175.416474,2025/06/05 13:36:15,9.458791255950928,9.5s,0.9247543811798096,0.8141791820526123,1.2053842544555664,,
14,2052,14,0.33531851711727323,0.8761904761904762,1749098175.9292064,2025/06/05 13:36:15,9.971523523330688,10.0s,0.9808082580566406,0.8526711463928223,1.3188989162445068,0.5414664546648661,0.8638888888888889
15,2052,15,0.314482285295214,0.8916666666666667,1749098176.8707538,2025/06/05 13:36:16,10.913070917129517,10.9s,1.061727523803711,0.9336175918579102,1.3716301918029785,,
16,2052,16,0.3693760095252877,0.8738095238095238,1749098177.476768,2025/06/05 13:36:17,11.519085168838501,11.5s,1.1517343521118164,1.0089218616485596,1.4223997592926025,0.6177742852105035,0.8277777777777777
17,2052,17,0.3592993361609323,0.8857142857142857,1749098178.252041,2025/06/05 13:36:18,12.294358253479004,12.3s,1.1945807933807373,1.051795244216919,1.5371086597442627,,
18,2052,18,0.33429721820922126,0.8690476190476191,1749098178.9263449,2025/06/05 13:36:18,12.968662023544312,13.0s,1.273573637008667,1.1094162464141846,1.673858404159546,0.5650661653942533,0.8583333333333333
19,2052,19,0.3332004703226544,0.8797619047619047,1749098179.7541094,2025/06/05 13:36:19,13.79642653465271,13.8s,1.313262939453125,1.1491320133209229,1.7836177349090576,,
20,2052,20,0.31798767021724156,0.9011904761904762,1749098180.2406313,2025/06/05 13:36:20,14.28294849395752,14.3s,1.368490219116211,1.1913838386535645,1.8853156566619873,0.5765536301665836,0.8555555555555555
21,11178564,21,1.1345660096123105,0.7535714285714286,1749098181.8300722,2025/06/05 13:36:21,15.872389316558838,15.9s,1.6287813186645508,1.4517090320587158,1.9652042388916016,,
22,11178564,22,1.0897788121586753,0.7452380952380953,1749098183.0081272,2025/06/05 13:36:23,17.05044436454773,17.1s,1.8192565441131592,1.6231062412261963,2.016934633255005,4.753443463643392,0.4527777777777778
23,11178564,23,0.5206538200378418,0.8095238095238095,1749098184.5247154,2025/06/05 13:36:24,18.5670325756073,18.6s,2.0030124187469482,1.806896448135376,2.066969394683838,,
24,11178564,24,0.7622480954442705,0.794047619047619,1749098185.717359,2025/06/05 13:36:25,19.759676218032837,19.8s,2.208366632461548,1.9941985607147217,2.1183412075042725,2.6797553459803263,0.7194444444444444
25,11178564,25,0.4792619682493664,0.8452380952380952,1749098186.8564317,2025/06/05 13:36:26,20.898748874664307,20.9s,2.317584753036499,2.103445291519165,2.173452377319336,,
26,11178564,26,1.217821132569086,0.7892857142857143,1749098187.670527,2025/06/05 13:36:27,21.712844133377075,21.7s,2.4421088695526123,2.2134785652160645,2.2270243167877197,11.65240281422933,0.37777777777777777
27,11178564,27,0.8628345069431124,0.7738095238095238,1749098188.8083165,2025/06/05 13:36:28,22.85063362121582,22.9s,2.5568485260009766,2.328248977661133,2.280059576034546,,
28,11178564,28,0.5190764188766479,0.8297619047619048,1749098189.6554406,2025/06/05 13:36:29,23.697757720947266,23.7s,2.6848974227905273,2.443270683288574,2.3359968662261963,0.9535751117600335,0.7027777777777777
29,11178564,29,0.45897409078620727,0.8452380952380952,1749098190.7654862,2025/06/05 13:36:30,24.80780339241028,24.8s,2.794940948486328,2.553344249725342,2.388815402984619,,
30,11178564,30,0.32237621261959987,0.8773809523809524,1749098191.577138,2025/06/05 13:36:31,25.619455099105835,25.6s,2.917785167694092,2.663046360015869,2.4415977001190186,0.668126454618242,0.7722222222222223
31,11178564,31,0.32715905053274974,0.8821428571428571,1749098193.0210514,2025/06/05 13:36:33,27.063368558883667,27.1s,3.093198299407959,2.8384909629821777,2.4967613220214844,,
32,11178564,32,0.3231090887671425,0.8773809523809524,1749098194.269277,2025/06/05 13:36:34,28.311594247817993,28.3s,3.299161195755005,3.0304183959960938,2.5489792823791504,0.29490715000364515,0.8972222222222223
33,11178564,33,0.26539067711148945,0.8988095238095238,1749098195.6005173,2025/06/05 13:36:35,29.642834424972534,29.6s,3.4562430381774902,3.1875314712524414,2.6019036769866943,,
34,11178564,34,0.25978304019996096,0.9011904761904762,1749098196.934446,2025/06/05 13:36:36,30.976763248443604,31.0s,3.696582555770874,3.410367965698242,2.654675006866455,0.38365580870045557,0.8694444444444445
