model_arc,epochs,ensemble_type,params,grad,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,30,EE,2855808,2855808,0.0049863047384206835,2,2.3023019561767577,0.1288,2.302758618927002,0.1054,1745752135.6230185,2025/04/27 20:08:55,7.737267732620239,7.7s,0.00012554186105262488
