step,epoch,lr,train_loss,train_acc,val_loss,val_acc,dur_total_core,dur_total_core_fmt,dur_train_core,dur_train_core_fmt,dur_total,dur_total_fmt,dur_train,dur_train_fmt,progress
1,1,0.005,5.194383060455322,0.01,,,11.45249056816101,11.5s,11.45259690284729,11.5s,11.752259731292725,11.8s,11.752268075942993,11.8s,0.1%
2,2,0.004999996915749259,4.605145503997803,0.019,,,11.646937847137451,11.6s,11.64715027809143,11.6s,12.316384553909302,12.3s,12.316397428512573,12.3s,0.1%
3,3,0.004999987663004646,4.401210929870605,0.0355,,,11.772367000579834,11.8s,11.77265453338623,11.8s,12.793026208877563,12.8s,12.79304313659668,12.8s,0.1%
4,4,0.004999972241788991,4.268728523254395,0.0415,,,11.89501667022705,11.9s,11.895374774932861,11.9s,13.493677616119385,13.5s,13.493698596954346,13.5s,0.2%
5,5,0.004999950652140343,4.204538089752197,0.047,,,12.019868612289429,12.0s,12.020296335220337,12.0s,13.989983081817627,14.0s,13.990007638931274,14.0s,0.2%
6,6,0.004999922894111975,4.0966142578125,0.068,,,12.149001836776733,12.1s,12.149504899978638,12.1s,14.4591383934021,14.5s,14.459166526794434,14.5s,0.3%
7,7,0.004999888967772375,3.982913089752197,0.0735,,,12.276820182800293,12.3s,12.277390003204346,12.3s,14.959412574768066,15.0s,14.959444284439087,15.0s,0.4%
8,8,0.004999848873205254,3.9172031288146973,0.0785,,,12.41107702255249,12.4s,12.411726236343384,12.4s,15.439703226089478,15.4s,15.439738750457764,15.4s,0.4%
9,9,0.004999802610509541,3.8931977500915527,0.072,,,12.541028499603271,12.5s,12.54176115989685,12.5s,15.918599605560303,15.9s,15.918640375137329,15.9s,0.4%
10,10,0.004999750179799384,3.8163046836853027,0.0925,,,12.674214124679565,12.7s,12.675020456314087,12.7s,16.39117956161499,16.4s,16.391223430633545,16.4s,0.5%
11,11,0.004999691581204151,3.761714841842651,0.0985,,,12.811664819717407,12.8s,12.81254506111145,12.8s,16.867385625839233,16.9s,16.867432832717896,16.9s,0.5%
12,12,0.00499962681486843,3.705568603515625,0.1005,,,12.938006401062012,12.9s,12.938955307006836,12.9s,17.33086085319519,17.3s,17.3309109210968,17.3s,0.6%
13,13,0.004999555880952022,3.6601854209899902,0.109,,,13.076489210128784,13.1s,13.07751727104187,13.1s,17.818469285964966,17.8s,17.818521738052368,17.8s,0.7%
14,14,0.004999478779629953,3.6033027362823487,0.1195,,,13.208480834960938,13.2s,13.209578037261963,13.2s,18.305711269378662,18.3s,18.305766582489014,18.3s,0.7%
15,15,0.004999395511092461,3.518798341751099,0.127,,,13.353313207626343,13.4s,13.35447907447815,13.4s,18.793123245239258,18.8s,18.793181896209717,18.8s,0.8%
16,16,0.004999306075545002,3.4770624961853027,0.1325,,,13.479446172714233,13.5s,13.480679035186768,13.5s,19.286372661590576,19.3s,19.286433696746826,19.3s,0.8%
17,17,0.00499921047320825,3.4227006816864014,0.147,,,13.603747129440308,13.6s,13.605046510696411,13.6s,19.77210021018982,19.8s,19.772164821624756,19.8s,0.9%
18,18,0.004999108704318095,3.3317944355010987,0.1665,,,13.74717116355896,13.7s,13.748600959777832,13.7s,20.24940037727356,20.2s,20.24946880340576,20.2s,0.9%
19,19,0.004999000769125641,3.2964306602478026,0.155,,,13.881819248199463,13.9s,13.88332724571228,13.9s,20.734529972076416,20.7s,20.734601259231567,20.7s,0.9%
20,20,0.004998886667897208,3.195109495162964,0.1805,4.203823760986328,0.1039,16.19326376914978,16.2s,14.011398077011108,14.0s,30.9746413230896,31.0s,21.215073108673096,21.2s,1.0%
