step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,1,0.9191802257583255,0.6440476190476191,0.7037380986743503,0.7444444444444445,1749097093.111862,2025/06/05 13:18:13,1.0575132369995117,1.1s,0.07183170318603516,0.061035871505737305,0.08309555053710938
2,2,0.48992745876312255,0.825,0.7009656243854099,0.8027777777777778,1749097093.7311919,2025/06/05 13:18:13,1.6768431663513184,1.7s,0.11980891227722168,0.09527039527893066,0.172562837600708
3,3,0.46292782511029923,0.8428571428571429,0.5700862540139092,0.8111111111111111,1749097094.5071242,2025/06/05 13:18:14,2.452775478363037,2.5s,0.20999670028686523,0.16685152053833008,0.231886625289917
4,4,0.44461178666069395,0.8535714285714285,0.5599528908729553,0.8111111111111111,1749097095.225304,2025/06/05 13:18:15,3.170955181121826,3.2s,0.2620048522949219,0.20763826370239258,0.38798093795776367
5,5,0.4260529657204946,0.8428571428571429,0.5271056334177653,0.8611111111111112,1749097095.8093143,2025/06/05 13:18:15,3.7549655437469482,3.8s,0.3131868839263916,0.24570393562316895,0.461118221282959
6,6,0.40417679775328863,0.8535714285714285,0.5164186961121029,0.8388888888888889,1749097096.6865678,2025/06/05 13:18:16,4.632219076156616,4.6s,0.43187999725341797,0.3463132381439209,0.5572066307067871
7,7,0.35222907946223303,0.8833333333333333,0.4560269998179542,0.8611111111111112,1749097097.341879,2025/06/05 13:18:17,5.287530183792114,5.3s,0.4984934329986572,0.4001646041870117,0.6288604736328125
8,8,0.36124685406684875,0.8761904761904762,0.45519721772935656,0.8777777777777778,1749097097.9785979,2025/06/05 13:18:17,5.924249172210693,5.9s,0.5555894374847412,0.44615650177001953,0.7120904922485352
9,9,0.35639335711797077,0.8797619047619047,0.4495653788248698,0.8416666666666667,1749097098.9626288,2025/06/05 13:18:18,6.90828013420105,6.9s,0.6629321575164795,0.5328667163848877,0.7865111827850342
10,10,0.32508926732199533,0.8821428571428571,0.423109953933292,0.8444444444444444,1749097099.6148965,2025/06/05 13:18:19,7.560547828674316,7.6s,0.7196931838989258,0.5791044235229492,0.8867695331573486
11,11,0.3148850361506144,0.8869047619047619,0.42993856602244906,0.85,1749097100.328864,2025/06/05 13:18:20,8.274515390396118,8.3s,0.7816824913024902,0.6220736503601074,1.0004651546478271
12,12,0.3255736331144969,0.875,0.45175549189249675,0.8583333333333333,1749097101.1016624,2025/06/05 13:18:21,9.047313690185547,9.0s,0.8711464405059814,0.6901841163635254,1.051795482635498
