step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
13,13,0.36167517616635275,0.8857142857142857,0.41523454321755304,0.8472222222222222,1749097101.7486577,2025/06/05 13:18:21,9.694308996200562,9.7s,0.9174439907073975,0.7255520820617676,1.1520991325378418
14,14,0.3722020489828927,0.861904761904762,0.40775145159827336,0.8777777777777778,1749097102.393312,2025/06/05 13:18:22,10.338963270187378,10.3s,0.9897012710571289,0.7794399261474609,1.211012363433838
15,15,0.30305197338263196,0.9083333333333333,0.4762294391791026,0.8388888888888889,1749097103.2484627,2025/06/05 13:18:23,11.194113969802856,11.2s,1.0844440460205078,0.8592147827148438,1.2700014114379883
16,16,0.3443697963442121,0.8821428571428571,0.48983979490068225,0.8555555555555555,1749097103.8877468,2025/06/05 13:18:23,11.83339810371399,11.8s,1.1320075988769531,0.8932442665100098,1.3868906497955322
17,17,0.33497352060817537,0.8869047619047619,0.418770475520028,0.8638888888888889,1749097104.6814249,2025/06/05 13:18:24,12.627076148986816,12.6s,1.2284820079803467,0.9595975875854492,1.4433069229125977
18,18,0.31820400272096905,0.8857142857142857,0.43287256095144483,0.8638888888888889,1749097105.4484022,2025/06/05 13:18:25,13.39405345916748,13.4s,1.3148889541625977,1.0314409732818604,1.495391607284546
19,19,0.28312367513066244,0.8892857142857142,0.44674228959613377,0.8527777777777777,1749097106.1312814,2025/06/05 13:18:26,14.076932668685913,14.1s,1.379624843597412,1.0845847129821777,1.5725550651550293
20,20,0.30424703898884004,0.8857142857142857,0.4343326475885179,0.8666666666666667,1749097107.0047395,2025/06/05 13:18:27,14.950390815734863,15.0s,1.4700207710266113,1.1563501358032227,1.6491045951843262
21,21,0.3088404076439994,0.8988095238095238,0.41718652380837334,0.8472222222222222,1749097107.7540996,2025/06/05 13:18:27,15.699750900268555,15.7s,1.5246055126190186,1.2004177570343018,1.7021210193634033
22,22,0.3201351577327365,0.8738095238095238,0.4143352442317539,0.8555555555555555,1749097108.4800894,2025/06/05 13:18:28,16.425740718841553,16.4s,1.588327169418335,1.2370576858520508,1.7692489624023438
23,23,0.2894430637359619,0.9047619047619048,0.5154690795474582,0.8361111111111111,1749097109.441502,2025/06/05 13:18:29,17.387153387069702,17.4s,1.6746137142181396,1.311366081237793,1.8454747200012207
24,24,0.3311266195206415,0.8785714285714286,0.4387278497219086,0.8388888888888889,1749097110.1219203,2025/06/05 13:18:30,18.06757164001465,18.1s,1.7275817394256592,1.3527913093566895,1.8997547626495361
25,25,0.292781225556419,0.8928571428571429,0.4752842876646254,0.8638888888888889,1749097111.0372279,2025/06/05 13:18:31,18.982879161834717,19.0s,1.8199918270111084,1.42496657371521,1.9619135856628418
26,26,0.3370418236369178,0.8773809523809524,0.4264158407847087,0.875,1749097111.8307648,2025/06/05 13:18:31,19.776416063308716,19.8s,1.8871240615844727,1.480888843536377,2.019169807434082
27,27,0.2935308734575907,0.8892857142857142,0.41661128600438435,0.8722222222222222,1749097112.5024014,2025/06/05 13:18:32,20.448052644729614,20.4s,1.9404881000518799,1.5173590183258057,2.0717084407806396
28,28,0.29741085597446987,0.8952380952380953,0.4090665102005005,0.8583333333333333,1749097113.4362817,2025/06/05 13:18:33,21.381932973861694,21.4s,2.0315353870391846,1.587583065032959,2.1234068870544434
29,29,0.25172568219048636,0.9071428571428571,0.39733960959646436,0.875,1749097114.118912,2025/06/05 13:18:34,22.064563274383545,22.1s,2.079533338546753,1.6246824264526367,2.1907694339752197
30,30,0.27048923458371843,0.9047619047619048,0.4039512885941399,0.8638888888888889,1749097114.8057656,2025/06/05 13:18:34,22.7514169216156,22.8s,2.1339662075042725,1.6678581237792969,2.2732138633728027
