step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.3121542930603027,0.0390625,2.3274085521698,0.0625,1745743421.226491,2025/04/27 17:43:41,2.439547061920166,2.4s,0.0000348877401847858
2,0.09755282581475769,2,2.305588483810425,0.0625,2.312119245529175,0.078125,1745743421.3965483,2025/04/27 17:43:41,2.6096043586730957,2.6s,0.000034836208214983344
3,0.09045084971874738,3,2.310471296310425,0.046875,2.3061742782592773,0.0703125,1745743421.559069,2025/04/27 17:43:41,2.772125005722046,2.8s,0.00003493870826787315
4,0.07938926261462367,4,2.3073649406433105,0.0703125,2.3034870624542236,0.078125,1745743421.7169266,2025/04/27 17:43:41,2.9299826622009277,2.9s,0.00003507508881739341
5,0.06545084971874739,5,2.307673931121826,0.0546875,2.3024489879608154,0.0859375,1745743421.8895967,2025/04/27 17:43:41,3.1026527881622314,3.1s,0.00003475808625807986
6,0.05000000000000001,6,2.3057384490966797,0.078125,2.302112340927124,0.0546875,1745743422.0609202,2025/04/27 17:43:42,3.2739763259887695,3.3s,0.00003503092011669651
7,0.03454915028125264,7,2.307206630706787,0.046875,2.301809072494507,0.078125,1745743422.2220097,2025/04/27 17:43:42,3.435065746307373,3.4s,0.000034742650314001366
8,0.020610737385376353,8,2.3054215908050537,0.0625,2.3014628887176514,0.0859375,1745743422.383214,2025/04/27 17:43:42,3.5962700843811035,3.6s,0.00003493639451335184
9,0.009549150281252635,9,2.3057565689086914,0.046875,2.301204204559326,0.0703125,1745743422.5438032,2025/04/27 17:43:42,3.756859302520752,3.8s,0.00003506584107526578
10,0.002447174185242324,10,2.3025193214416504,0.0859375,2.3011314868927,0.078125,1745743422.7107913,2025/04/27 17:43:42,3.9238474369049072,3.9s,0.00003482675310806371
