model_arc,epochs,ensemble_type,params,optimizer,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,100,ME,2855808,SGD,2855808,100,1.6373941270828247,0.4302,1.6952000703811645,0.3867,1745675457.6543205,2025/04/26 22:50:57,1260.8658003807068,21.0m,0.00019452015112619847
