step,trainable,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,2052,1,1.4501055751528058,0.3630952380952381,1749098166.837399,2025/06/05 13:36:06,0.879716157913208,879.7ms,0.07553625106811523,0.07555699348449707,0.050789833068847656,,
2,2052,2,1.063862269265311,0.5726190476190476,1749098167.3623478,2025/06/05 13:36:07,1.4046649932861328,1.4s,0.12167739868164062,0.11122846603393555,0.17889404296875,0.8866784440146552,0.6305555555555555
3,2052,3,0.8471513146445865,0.7297619047619047,1749098168.1156733,2025/06/05 13:36:08,2.1579904556274414,2.2s,0.1542816162109375,0.14385104179382324,0.28479504585266113,,
4,2052,4,0.7406668220247541,0.7845238095238095,1749098168.8335183,2025/06/05 13:36:08,2.875835418701172,2.9s,0.24524903297424316,0.20999860763549805,0.3394200801849365,0.6499999430444505,0.8
5,2052,5,0.6861638256481716,0.7976190476190477,1749098169.6225529,2025/06/05 13:36:09,3.664870023727417,3.7s,0.2795984745025635,0.24436640739440918,0.42700791358947754,,
6,2052,6,0.6275521996475402,0.8154761904761905,1749098170.1463346,2025/06/05 13:36:10,4.18865180015564,4.2s,0.3272440433502197,0.28171253204345703,0.5576763153076172,0.6304863797293769,0.7972222222222223
7,2052,7,0.5835937369437445,0.8273809523809523,1749098171.1326323,2025/06/05 13:36:11,5.174949407577515,5.2s,0.38683557510375977,0.341325044631958,0.6657068729400635,,
8,2052,8,0.5652118296850295,0.8285714285714286,1749098171.6081486,2025/06/05 13:36:11,5.650465726852417,5.7s,0.4317293167114258,0.3746016025543213,0.7678072452545166,0.5927757461865742,0.8027777777777778
9,2052,9,0.5519967011043003,0.8333333333333334,1749098172.5110815,2025/06/05 13:36:12,6.553398609161377,6.6s,0.4995875358581543,0.44248175621032715,0.8265056610107422,,
10,2052,10,0.5456952140444801,0.8333333333333334,1749098173.2271788,2025/06/05 13:36:13,7.269495964050293,7.3s,0.6078085899353027,0.5324747562408447,0.8920154571533203,0.5837601635191175,0.8194444444444444
11,2052,11,0.5175916728519258,0.8428571428571429,1749098173.985763,2025/06/05 13:36:13,8.028080224990845,8.0s,0.6409542560577393,0.5656390190124512,0.98606276512146,,
12,2052,12,0.5199907183647156,0.8476190476190476,1749098174.4848495,2025/06/05 13:36:14,8.527166604995728,8.5s,0.686370849609375,0.5994606018066406,1.0930163860321045,0.5484262545903523,0.8222222222222222
13,2052,13,0.5120502750078837,0.830952380952381,1749098175.416474,2025/06/05 13:36:15,9.458791255950928,9.5s,0.7381775379180908,0.6512844562530518,1.2053842544555664,,
14,2052,14,0.4834715221609388,0.8511904761904762,1749098175.9292064,2025/06/05 13:36:15,9.971523523330688,10.0s,0.7871410846710205,0.6832082271575928,1.3188989162445068,0.5277206473880344,0.8388888888888889
15,2052,15,0.48024282796042306,0.8488095238095238,1749098176.8707538,2025/06/05 13:36:16,10.913070917129517,10.9s,0.8640854358673096,0.7601699829101562,1.3716301918029785,,
16,2052,16,0.5055432228814988,0.8273809523809523,1749098177.476768,2025/06/05 13:36:17,11.519085168838501,11.5s,0.9389424324035645,0.8240559101104736,1.4223997592926025,0.5242871562639873,0.8305555555555556
17,2052,17,0.48678180263155985,0.8476190476190476,1749098178.252041,2025/06/05 13:36:18,12.294358253479004,12.3s,0.9787807464599609,0.8639142513275146,1.5371086597442627,,
18,2052,18,0.45747078430084953,0.8452380952380952,1749098178.9263449,2025/06/05 13:36:18,12.968662023544312,13.0s,1.0536441802978516,0.9193859100341797,1.673858404159546,0.5033555653360154,0.8444444444444444
19,2052,19,0.46199168534505936,0.8559523809523809,1749098179.7541094,2025/06/05 13:36:19,13.79642653465271,13.8s,1.0859835147857666,0.95174241065979,1.7836177349090576,,
20,2052,20,0.4292207059406099,0.8523809523809524,1749098180.2406313,2025/06/05 13:36:20,14.28294849395752,14.3s,1.1334948539733887,0.9877200126647949,1.8853156566619873,0.49787309567133586,0.8472222222222222
21,11178564,21,0.4684459504627046,0.8416666666666667,1749098181.8300722,2025/06/05 13:36:21,15.872389316558838,15.9s,1.3169398307800293,1.1711909770965576,1.9652042388916016,,
22,11178564,22,0.4014707536924453,0.8702380952380953,1749098183.0081272,2025/06/05 13:36:23,17.05044436454773,17.1s,1.5120718479156494,1.3471839427947998,2.016934633255005,0.4818061775631375,0.8527777777777777
23,11178564,23,0.35424256778898694,0.8797619047619047,1749098184.5247154,2025/06/05 13:36:24,18.5670325756073,18.6s,1.6853160858154297,1.5204520225524902,2.066969394683838,,
24,11178564,24,0.35331141778400965,0.888095238095238,1749098185.717359,2025/06/05 13:36:25,19.759676218032837,19.8s,1.8757514953613281,1.6953191757202148,2.1183412075042725,0.4459218237135145,0.8555555555555555
25,11178564,25,0.3162579002834502,0.8892857142857142,1749098186.8564317,2025/06/05 13:36:26,20.898748874664307,20.9s,1.980241298675537,1.799833059310913,2.173452377319336,,
26,11178564,26,0.2931405033384051,0.9011904761904762,1749098187.670527,2025/06/05 13:36:27,21.712844133377075,21.7s,2.0986833572387695,1.9078032970428467,2.2270243167877197,0.37263426383336384,0.8805555555555555
27,11178564,27,0.2813899942806789,0.8964285714285715,1749098188.8083165,2025/06/05 13:36:28,22.85063362121582,22.9s,2.214570999145508,2.023716688156128,2.280059576034546,,
28,11178564,28,0.25816132852009366,0.9047619047619048,1749098189.6554406,2025/06/05 13:36:29,23.697757720947266,23.7s,2.342628002166748,2.1379096508026123,2.3359968662261963,0.38372653788990446,0.8805555555555555
