model_arc,epochs,ensemble_type,params,He_mod,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,100,ME,2855808,true,2855808,100,0.387397181892395,0.8582,1.148620690536499,0.68,1745227997.5759304,2025/04/21 18:33:17,1346.5590023994446,22.4m,0.0002696872397791594
