step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.302822177886963,0.1074,2.301621505737305,0.1241,1745740641.4783282,2025/04/27 16:57:21,6.673113822937012,6.7s,0.000124209895147942
2,0.09755282581475769,2,2.2994346424102785,0.1264,2.2980782207489012,0.1346,1745740645.6353626,2025/04/27 16:57:25,10.830148220062256,10.8s,0.00012708998110610992
3,0.09045084971874738,3,2.2954887298583984,0.1304,2.295222620010376,0.152,1745740649.7142813,2025/04/27 16:57:29,14.909066915512085,14.9s,0.0001234856026712805
4,0.07938926261462367,4,2.2927281761169436,0.1458,2.29215750541687,0.165,1745740653.8164966,2025/04/27 16:57:33,19.011282205581665,19.0s,0.00012684114335570484
5,0.06545084971874739,5,2.289630099487305,0.1588,2.290171728515625,0.1726,1745740657.8913126,2025/04/27 16:57:37,23.086098194122314,23.1s,0.00012833732762373984
6,0.05000000000000001,6,2.2872018169403074,0.1682,2.2886012599945067,0.1815,1745740662.0494032,2025/04/27 16:57:42,27.24418878555298,27.2s,0.00012738628720398992
7,0.03454915028125264,7,2.285385643005371,0.169,2.286769917678833,0.181,1745740666.112003,2025/04/27 16:57:46,31.306788682937622,31.3s,0.00012408150359988213
8,0.020610737385376353,8,2.28429427986145,0.1782,2.2860664031982423,0.1856,1745740670.158442,2025/04/27 16:57:50,35.353227615356445,35.4s,0.00012573211279232055
9,0.009549150281252635,9,2.28392520942688,0.171,2.285500006103516,0.1855,1745740674.293043,2025/04/27 16:57:54,39.487828493118286,39.5s,0.00012658150808420032
10,0.002447174185242324,10,2.284394192504883,0.1732,2.2859430347442626,0.1859,1745740678.307188,2025/04/27 16:57:58,43.5019736289978,43.5s,0.00011818316124845296
