model_arc,epochs,ensemble_type,params,grad,lr,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean,val_loss,val_acc
models.resnet_git_ee resnet18,100,EE,2855808,2855808,1.2335990856710008e-6,100,0.2673591191291809,0.9172,1745759684.9687057,2025/04/27 22:14:44,283.7373969554901,4.7m,0.0003251235466450453,1.0324425937652588,0.7052
