model_arc,epochs,ensemble_type,params,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
models.resnet_ee resnet18,30,ME,2886528,2886528,30,0.9991157991409302,0.6454,1.1768376281738282,0.583,1745087228.8251522,2025/04/20 03:27:08,431.23328495025635,7.2m
