model_arc,epochs,ensemble_type,params,optimizer,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,100,ME,2855808,SGD,2855808,100,1.6481550987243652,0.4276,1.681264235496521,0.4026,1745676742.747725,2025/04/26 23:12:22,1284.5142245292664,21.4m,0.00039196290890686214
