model_arc,epochs,ensemble_type,params,init,fix_seed,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_ee resnet18,100,ME,2886528,true,true,2886528,45,1.0158004787445067,0.639,1.2844618604660034,0.5764,1745233017.1902797,2025/04/21 19:56:57,647.1773564815521,10.8m,0.00030590625829063356
