step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.304059760284424,0.0804,2.30180943069458,0.1002,1745754827.5815983,2025/04/27 20:53:47,13.009860277175903,13.0s,0.0001295211793603812
2,0.09972609476841367,2,2.30013228263855,0.1016,2.297957791519165,0.1112,1745754840.8226876,2025/04/27 20:54:00,26.25094962120056,26.3s,0.0001277049094596805
3,0.09890738003669028,3,2.296866478729248,0.1074,2.2945775886535644,0.1358,1745754853.6496377,2025/04/27 20:54:13,39.07789969444275,39.1s,0.00012276145218947931
4,0.09755282581475767,4,2.293047066497803,0.1204,2.291251023864746,0.1614,1745754866.485498,2025/04/27 20:54:26,51.91375994682312,51.9s,0.0001271128485313966
5,0.09567727288213003,5,2.289885761260986,0.1354,2.287858885574341,0.1778,1745754879.170357,2025/04/27 20:54:39,64.59861898422241,1.1m,0.00012393000986321567
6,0.09330127018922194,6,2.2860526988983154,0.159,2.2844494281768797,0.1852,1745754891.8829985,2025/04/27 20:54:51,77.31126046180725,1.3m,0.00012870783655216655
7,0.09045084971874737,7,2.2827971897125243,0.1674,2.280748225402832,0.1936,1745754904.7488017,2025/04/27 20:55:04,90.17706370353699,1.5m,0.00012860902654665551
8,0.0871572412738697,8,2.279024830627441,0.175,2.277376749420166,0.1992,1745754917.3987854,2025/04/27 20:55:17,102.82704734802246,1.7m,0.0001232187122468531
9,0.0834565303179429,9,2.27517772064209,0.1894,2.274814952468872,0.1988,1745754930.0056922,2025/04/27 20:55:30,115.4339542388916,1.9m,0.00012719003063921264
10,0.07938926261462365,10,2.2719339420318603,0.1944,2.2706219215393064,0.2008,1745754942.9189317,2025/04/27 20:55:42,128.34719371795654,2.1m,0.0001249600378514515
11,0.07499999999999998,11,2.268620539474487,0.1934,2.2656897186279297,0.203,1745754955.6194236,2025/04/27 20:55:55,141.04768562316895,2.4m,0.0001260936544440483
12,0.07033683215379001,12,2.265573373031616,0.2,2.2621848655700685,0.2048,1745754968.2620213,2025/04/27 20:56:08,153.69028329849243,2.6m,0.00013052290864834504
13,0.06545084971874737,13,2.2617681785583494,0.2054,2.261288385009766,0.2036,1745754981.247821,2025/04/27 20:56:21,166.67608308792114,2.8m,0.00012438171006579068
14,0.06039558454088796,14,2.2580415912628173,0.2164,2.255307275390625,0.209,1745754994.0652378,2025/04/27 20:56:34,179.49349975585938,3.0m,0.00012958933325535327
15,0.05522642316338268,15,2.254442418670654,0.213,2.2513952045440675,0.2082,1745755006.6363869,2025/04/27 20:56:46,192.06464886665344,3.2m,0.00012396418674143206
16,0.05000000000000001,16,2.2521448402404785,0.217,2.250381657409668,0.2078,1745755019.2697587,2025/04/27 20:56:59,204.69802069664001,3.4m,0.00012971918681614625
17,0.04477357683661733,17,2.248996508026123,0.2154,2.2456360176086427,0.2092,1745755031.929601,2025/04/27 20:57:11,217.35786294937134,3.6m,0.0001264508313170154
18,0.03960441545911203,18,2.2473589439392088,0.2216,2.2441822147369384,0.211,1745755044.4850972,2025/04/27 20:57:24,229.91335916519165,3.8m,0.00012592759117069363
19,0.03454915028125263,19,2.244997555541992,0.2166,2.24379755859375,0.2144,1745755057.2731178,2025/04/27 20:57:37,242.70137977600098,4.0m,0.00012693425298948569
20,0.02966316784621,20,2.2414276588439943,0.2174,2.238213577270508,0.2144,1745755069.9028838,2025/04/27 20:57:49,255.33114576339722,4.3m,0.0001260149695099244
21,0.025000000000000012,21,2.2409354320526123,0.2192,2.2395363147735594,0.2126,1745755082.5286586,2025/04/27 20:58:02,267.9569206237793,4.5m,0.00012858813965976879
22,0.02061073738537635,22,2.2395100662231444,0.2226,2.2395803256988525,0.2144,1745755095.15896,2025/04/27 20:58:15,280.5872220993042,4.7m,0.00012622146118701494
23,0.016543469682057107,23,2.2385422607421877,0.2266,2.236535720062256,0.2174,1745755107.8360648,2025/04/27 20:58:27,293.2643268108368,4.9m,0.00012548850179427973
24,0.012842758726130301,24,2.237066739654541,0.2232,2.2342628395080566,0.2182,1745755120.5946782,2025/04/27 20:58:40,306.022940158844,5.1m,0.00012792445033937838
25,0.009549150281252635,25,2.2369849349975586,0.2228,2.2359477573394777,0.2174,1745755133.1623538,2025/04/27 20:58:53,318.59061574935913,5.3m,0.00012718484708784672
26,0.006698729810778067,26,2.2353715324401855,0.2242,2.2349170585632323,0.2196,1745755145.7606983,2025/04/27 20:59:05,331.188960313797,5.5m,0.00012823945564832684
27,0.004322727117869953,27,2.233996551513672,0.2276,2.2324473949432373,0.2192,1745755158.7054985,2025/04/27 20:59:18,344.1337604522705,5.7m,0.00012221775057241757
28,0.002447174185242324,28,2.2349041969299317,0.2218,2.233965534591675,0.2186,1745755171.506371,2025/04/27 20:59:31,356.9346330165863,5.9m,0.00012590788878696912
29,0.0010926199633097158,29,2.234463107299805,0.2214,2.2342207023620606,0.22,1745755184.5100944,2025/04/27 20:59:44,369.93835639953613,6.2m,0.0001259037654790518
30,0.00027390523158633,30,2.234517067718506,0.2218,2.232352462387085,0.222,1745755197.1780255,2025/04/27 20:59:57,382.60628747940063,6.4m,0.00012625712690805813
