step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.300989133453369,0.1118,2.2993754581451418,0.118,1745749680.9128623,2025/04/27 19:28:00,6.385655879974365,6.4s,0.00012898533896077424
2,0.09755282581475769,2,2.2960544857025145,0.1266,2.2951603130340574,0.1446,1745749685.1681187,2025/04/27 19:28:05,10.640912294387817,10.6s,0.0001301282609347254
3,0.09045084971874738,3,2.2925368743896484,0.1502,2.2909804286956788,0.1676,1745749689.3084414,2025/04/27 19:28:09,14.781234979629517,14.8s,0.00012779976532328874
4,0.07938926261462367,4,2.288105693435669,0.1832,2.288275957107544,0.177,1745749693.4713707,2025/04/27 19:28:13,18.944164276123047,18.9s,0.0001265786268049851
5,0.06545084971874739,5,2.2850810245513915,0.193,2.2847233856201172,0.1882,1745749697.557679,2025/04/27 19:28:17,23.03047251701355,23.0s,0.00012739373778458685
6,0.05000000000000001,6,2.282729204559326,0.2038,2.2830448177337646,0.1952,1745749701.5974424,2025/04/27 19:28:21,27.07023596763611,27.1s,0.00012625563249457628
7,0.03454915028125264,7,2.2799920486450196,0.2106,2.281557787322998,0.1969,1745749705.7051675,2025/04/27 19:28:25,31.177961111068726,31.2s,0.000128069834318012
8,0.020610737385376353,8,2.2789746559143067,0.209,2.2804914318084717,0.2016,1745749709.7232332,2025/04/27 19:28:29,35.19602680206299,35.2s,0.00012760724348481745
9,0.009549150281252635,9,2.2782796569824217,0.2064,2.280226619720459,0.2011,1745749713.805371,2025/04/27 19:28:33,39.27816462516785,39.3s,0.00012695595796685666
10,0.002447174185242324,10,2.277357795715332,0.2138,2.2794983741760255,0.2033,1745749717.8293586,2025/04/27 19:28:37,43.302152156829834,43.3s,0.00012573835556395352
