model_arc,epochs,ensemble_type,params,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,1,EE,2855808,2855808,1,2.303654193878174,0.1484375,2.5121288299560547,0.078125,1745670994.9859562,2025/04/26 21:36:34,0.7197349071502686,719.7ms,0.00003526960426825099
