step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.295851945877075,0.12890625,2.310096263885498,0.0859375,1745743616.1274197,2025/04/27 17:46:56,4.894515037536621,4.9s,0.00003089691017521545
2,0.0,2,2.296251893043518,0.109375,2.305299758911133,0.0859375,1745743616.8995516,2025/04/27 17:46:56,5.666646957397461,5.7s,0.000032077859941637143
3,0.0,3,2.295122265815735,0.109375,2.304119110107422,0.078125,1745743617.642716,2025/04/27 17:46:57,6.40981125831604,6.4s,0.000032860898500075564
4,0.0,4,2.2939627170562744,0.109375,2.303765058517456,0.078125,1745743618.3912559,2025/04/27 17:46:58,7.158351182937622,7.2s,0.00003182687214575708
5,0.0,5,2.294293761253357,0.1328125,2.303527355194092,0.0703125,1745743619.1414828,2025/04/27 17:46:59,7.908578157424927,7.9s,0.00003449129144428298
6,0.0,6,2.294810175895691,0.1171875,2.303163766860962,0.0625,1745743619.8942852,2025/04/27 17:46:59,8.661380529403687,8.7s,0.000033691430871840566
7,0.0,7,2.2944918870925903,0.1328125,2.302699089050293,0.0546875,1745743620.6484516,2025/04/27 17:47:00,9.415546894073486,9.4s,0.000031430077797267586
8,0.0,8,2.2944597005844116,0.13671875,2.3022778034210205,0.046875,1745743621.405774,2025/04/27 17:47:01,10.172869443893433,10.2s,0.000036480378184933215
9,0.0,9,2.289970278739929,0.14453125,2.302018642425537,0.0546875,1745743622.1598575,2025/04/27 17:47:02,10.926952838897705,10.9s,0.0000328411661030259
10,0.0,10,2.290574789047241,0.12890625,2.301894426345825,0.046875,1745743622.9112432,2025/04/27 17:47:02,11.678338527679443,11.7s,0.00003337312227813527
