step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,1,4.396220008850098,0.042,mean: 4.9003553570985785,mean: 0.01484375,4.311883784484864,0.066,1748880291.5886147,2025/06/03 01:04:51,5.976255178451538,6.0s,5.342615365982056,3.4529192447662354,0.062447309494018555
2,2,3.8883059818267824,0.1088,mean: 5.859600311779975,mean: 0.019034375000000006,3.990973397064209,0.116,1748880296.834822,2025/06/03 01:04:56,11.22246241569519,11.2s,10.40822458267212,6.441139221191406,0.11778044700622559
