step,epoch,lr,train_loss,train_acc,val_loss,val_acc,dur_total_core,dur_total_core_fmt,dur_train_core,dur_train_core_fmt,dur_total,dur_total_fmt,dur_train,dur_train_fmt,progress
1,1,0.1,4.661299255371094,0.0294,,,9.23922324180603,9.2s,9.239490509033203,9.2s,10.009377479553223,10.0s,10.009389162063599,10.0s,0.1%
2,2,0.09999961446907353,4.215616796875,0.055,,,9.620758771896362,9.6s,9.621222257614136,9.6s,11.435445785522461,11.4s,11.435462236404419,11.4s,0.2%
3,3,0.09999845788223949,4.0351470703125,0.0742,,,9.957432746887207,10.0s,9.958077430725098,10.0s,12.590278148651123,12.6s,12.590298652648926,12.6s,0.4%
4,4,0.09999653025733385,3.9321427734375,0.085,,,10.257631301879883,10.3s,10.258450746536255,10.3s,13.738088846206665,13.7s,13.738111972808838,13.7s,0.5%
5,5,0.09999383162408303,3.8366408203125,0.1004,,,10.585901021957397,10.6s,10.586905241012573,10.6s,14.89023470878601,14.9s,14.890260696411133,14.9s,0.6%
6,6,0.09999036202410323,3.735425,0.1114,,,10.898314237594604,10.9s,10.899497270584106,10.9s,16.02839684486389,16.0s,16.028427600860596,16.0s,0.8%
7,7,0.09998612151090003,3.6356642578125,0.1288,,,11.216108322143555,11.2s,11.217494249343872,11.2s,17.183141469955444,17.2s,17.183175802230835,17.2s,0.9%
8,8,0.09998111014986734,3.515250341796875,0.1472,4.07947685546875,0.0946,13.546656608581543,13.5s,11.521835088729858,11.5s,27.67096710205078,27.7s,18.331042289733887,18.3s,1.0%
9,9,0.09997532801828657,3.46713603515625,0.1578,,,13.846667528152466,13.8s,11.82200813293457,11.8s,28.810327291488647,28.8s,19.47040605545044,19.5s,1.1%
10,10,0.09996877520532534,3.384256103515625,0.1658,,,14.140365600585938,14.1s,12.115869998931885,12.1s,29.96026873588562,30.0s,20.6203510761261,20.6s,1.2%
11,11,0.09996145181203615,3.2783740356445312,0.1838,,,14.46514892578125,14.5s,12.440884828567505,12.4s,31.09743595123291,31.1s,21.757532358169556,21.8s,1.4%
12,12,0.09995335795135475,3.2306618408203125,0.199,,,14.786177635192871,14.8s,12.762140989303589,12.8s,32.237998485565186,32.2s,22.898099422454834,22.9s,1.5%
13,13,0.09994449374809851,3.116682373046875,0.2162,,,15.100178241729736,15.1s,13.076316833496094,13.1s,33.37087392807007,33.4s,24.030977964401245,24.0s,1.6%
14,14,0.09993485933896437,3.0431517333984375,0.2272,,,15.412592887878418,15.4s,13.388923645019531,13.4s,34.4981255531311,34.5s,25.15823483467102,25.2s,1.8%
15,15,0.0999244548725269,2.948292083740234,0.239,,,15.72724461555481,15.7s,13.70378065109253,13.7s,35.62536358833313,35.6s,26.285476207733154,26.3s,1.9%
16,16,0.09991328050923579,2.881881439208984,0.2598,3.960973178100586,0.1492,16.241454362869263,16.2s,14.021260023117065,14.0s,38.255943298339844,38.3s,27.40431833267212,27.4s,2.0%
17,17,0.09990133642141356,2.7379279907226564,0.2852,,,16.554940462112427,16.6s,14.334957122802734,14.3s,39.377164125442505,39.4s,28.525542736053467,28.5s,2.1%
18,18,0.09988862279325283,2.7614939331054686,0.278,,,16.855782747268677,16.9s,14.635983228683472,14.6s,40.49575638771057,40.5s,29.64413809776306,29.6s,2.2%
19,19,0.09987513982081349,2.6087972045898438,0.3086,,,17.166186094284058,17.2s,14.946562051773071,14.9s,41.618194818496704,41.6s,30.76658034324646,30.8s,2.4%
20,20,0.09986088771201962,2.683794543457031,0.298,,,17.485013961791992,17.5s,15.265604257583618,15.3s,42.7400016784668,42.7s,31.888391494750977,31.9s,2.5%
21,21,0.09984586668665639,2.4301634033203126,0.3468,,,17.793375730514526,17.8s,15.574129343032837,15.6s,43.88911199569702,43.9s,33.03750562667847,33.0s,2.6%
22,22,0.09983007697636657,2.388068505859375,0.355,,,18.100223779678345,18.1s,15.881163835525513,15.9s,45.03888773918152,45.0s,34.187286138534546,34.2s,2.8%
23,23,0.09981351882464705,2.2583320831298828,0.3876,,,18.3895423412323,18.4s,16.170648336410522,16.2s,46.168569564819336,46.2s,35.31697201728821,35.3s,2.9%
24,24,0.099796192486845,2.162800378417969,0.4064,4.4759144226074215,0.1553,18.854906797409058,18.9s,16.45175862312317,16.5s,48.6418194770813,48.6s,36.435508489608765,36.4s,3.0%
25,25,0.09977809823015399,2.1481968627929686,0.4102,,,19.185190200805664,19.2s,16.782270669937134,16.8s,49.78258013725281,49.8s,37.5762779712677,37.6s,3.1%
26,26,0.09975923633360984,2.048971112060547,0.4244,,,19.482150316238403,19.5s,17.07941436767578,17.1s,50.91511344909668,50.9s,38.708815813064575,38.7s,3.2%
27,27,0.09973960708808631,1.9843885375976562,0.4492,,,19.779979705810547,19.8s,17.37741184234619,17.4s,52.04826235771179,52.0s,39.84196877479553,39.8s,3.4%
28,28,0.09971921079629067,1.9659121154785155,0.4594,,,20.074864864349365,20.1s,17.67247724533081,17.7s,53.172284841537476,53.2s,40.96599721908569,41.0s,3.5%
29,29,0.09969804777275897,1.8984132629394532,0.473,,,20.383084297180176,20.4s,17.980881214141846,18.0s,54.293691873550415,54.3s,42.08740758895874,42.1s,3.6%
