step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.301711678504944,0.1328125,2.3316822052001953,0.0859375,1745744306.166413,2025/04/27 17:58:26,2.789397954940796,2.8s,0.00003504721462377347
2,0.09755282581475769,2,2.3013216257095337,0.13671875,2.313796043395996,0.0859375,1745744306.43241,2025/04/27 17:58:26,3.0553948879241943,3.1s,0.00003427411866141483
3,0.09045084971874738,3,2.2996668815612793,0.12890625,2.305860996246338,0.078125,1745744306.6685593,2025/04/27 17:58:26,3.291544198989868,3.3s,0.000034886656067101285
4,0.07938926261462367,4,2.300572395324707,0.1484375,2.3030741214752197,0.0703125,1745744306.9052806,2025/04/27 17:58:26,3.5282654762268066,3.5s,0.00003380483394721523
5,0.06545084971874739,5,2.298974633216858,0.125,2.301790237426758,0.078125,1745744307.1293275,2025/04/27 17:58:27,3.752312421798706,3.8s,0.00003571916386135854
6,0.05000000000000001,6,2.2987403869628906,0.15625,2.301218032836914,0.0859375,1745744307.355205,2025/04/27 17:58:27,3.9781899452209473,4.0s,0.00003481526073301211
7,0.03454915028125264,7,2.2986950874328613,0.13671875,2.3005905151367188,0.09375,1745744307.5853574,2025/04/27 17:58:27,4.2083423137664795,4.2s,0.00003443837340455502
8,0.020610737385376353,8,2.2991284132003784,0.15234375,2.300020694732666,0.109375,1745744307.813919,2025/04/27 17:58:27,4.436903953552246,4.4s,0.000034613607567735016
9,0.009549150281252635,9,2.299101948738098,0.140625,2.299684762954712,0.0859375,1745744308.057971,2025/04/27 17:58:28,4.68095588684082,4.7s,0.00003477459540590644
10,0.002447174185242324,10,2.29880154132843,0.1640625,2.299546957015991,0.078125,1745744308.2935536,2025/04/27 17:58:28,4.91653847694397,4.9s,0.000034641216188902035
