step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,1,4.6056318237304685,0.0092,mean: 4.725734278666973,mean: 0.009843750000000002,4.599397729492187,0.0143,1748881569.3963242,2025/06/03 01:26:09,6.57308030128479,6.6s,5.112328052520752,3.2012834548950195,0.06006884574890137
2,2,4.595182863616944,0.0204,mean: 4.708497280502319,mean: 0.010696875000000002,4.5873347129821775,0.0299,1748881575.0018835,2025/06/03 01:26:15,12.178639650344849,12.2s,10.020281076431274,6.188601970672607,0.11933374404907227
