step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.606018520355224,0.014666666666666666,last: 4.704373186747233,last: 0.013333333333333334,,,,,(nested_data),229.1707763671875,(nested_data),0.191433385014534,1.8520097732543945,1.852066993713379,0.07430171966552734
2,2,4.599206244150798,0.019333333333333334,last: 4.709078141530354,last: 0.014666666666666666,,,,,(nested_data),229.1721954345703,(nested_data),0.1924819052219391,3.6622939109802246,3.6624083518981934,0.1309347152709961
3,3,4.589562987009685,0.026,last: 4.696489976247151,last: 0.012666666666666666,,,,,(nested_data),229.17552185058594,(nested_data),0.18674439191818237,5.480169057846069,5.4803431034088135,0.18591761589050293
4,4,4.579950274149577,0.032,last: 4.6961975606282556,last: 0.013666666666666667,,,,,(nested_data),229.18080139160156,(nested_data),0.1855975091457367,7.262768268585205,7.263000965118408,0.24190759658813477
5,5,4.568428732554118,0.03133333333333333,last: 4.6937257766723635,last: 0.012666666666666666,,,,,(nested_data),229.1883087158203,(nested_data),0.1835881769657135,9.047890663146973,9.048185348510742,0.29845380783081055
6,6,4.55438987604777,0.034666666666666665,last: 4.688504899342854,last: 0.013333333333333334,,,,,(nested_data),229.19862365722656,(nested_data),0.17916451394557953,10.836205005645752,10.836554288864136,0.35597991943359375
7,7,4.5364668006896975,0.037333333333333336,last: 4.683231089274089,last: 0.015333333333333332,4.515317190551758,0.0369,last: 4.6595666793823245,last: 0.0163,(nested_data),229.21168518066406,(nested_data),0.19133874773979187,14.928112268447876,12.699658155441284,0.41324639320373535
8,8,4.5194867210388185,0.043333333333333335,last: 4.701837556203206,last: 0.015,,,,,(nested_data),229.22816467285156,(nested_data),0.17923112213611603,16.80074119567871,14.572353601455688,0.47600841522216797
9,9,4.5003221867879235,0.04033333333333333,last: 4.709583137512207,last: 0.014,,,,,(nested_data),229.24725341796875,(nested_data),0.186140239238739,18.608075857162476,16.379746198654175,0.5324206352233887
10,10,4.48110675684611,0.03766666666666667,last: 4.7292816340128585,last: 0.014666666666666666,,,,,(nested_data),229.2692108154297,(nested_data),0.17537009716033936,20.426693201065063,18.198420524597168,0.5904526710510254
