step,epoch,lr,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,val_loss,val_acc
1,1,0.005,1.0291826128959656,0.494,1744586748.4568245,2025/04/14 08:25:48,1.0858254432678223,1.1s,,
2,2,0.004999999228937196,0.6211829271316528,0.74,1744586749.006532,2025/04/14 08:25:49,1.6355328559875488,1.6s,,
3,3,0.004999996915749259,0.5327631587982178,0.79,1744586749.5670578,2025/04/14 08:25:49,2.196058750152588,2.2s,,
4,4,0.004999993060437617,0.500873466014862,0.796,1744586750.1027234,2025/04/14 08:25:50,2.731724262237549,2.7s,,
5,5,0.004999987663004646,0.44152695369720457,0.82,1744586750.615562,2025/04/14 08:25:50,3.244562864303589,3.2s,,
6,6,0.0049999807234536765,0.4154167103767395,0.842,1744586751.1317399,2025/04/14 08:25:51,3.7607407569885254,3.8s,,
7,7,0.004999972241788991,0.3661690526008606,0.862,1744586751.6425796,2025/04/14 08:25:51,4.271580457687378,4.3s,,
8,8,0.004999962218015818,0.3774248983860016,0.846,1744586752.151055,2025/04/14 08:25:52,4.780055999755859,4.8s,,
9,9,0.004999950652140343,0.3364185523986816,0.874,1744586752.6668305,2025/04/14 08:25:52,5.2958314418792725,5.3s,,
10,10,0.0049999375441697,0.3206636576652527,0.88,1744586753.1833951,2025/04/14 08:25:53,5.812396049499512,5.8s,,
11,11,0.004999922894111975,0.3190861101150513,0.882,1744586753.698531,2025/04/14 08:25:53,6.327531814575195,6.3s,,
12,12,0.004999906701976204,0.2804988205432892,0.906,1744586754.2185032,2025/04/14 08:25:54,6.847504138946533,6.8s,,
13,13,0.004999888967772375,0.29571007418632506,0.894,1744586754.7438352,2025/04/14 08:25:54,7.372836112976074,7.4s,,
14,14,0.0049998696915114285,0.2899731276035309,0.886,1744586755.2573922,2025/04/14 08:25:55,7.886393070220947,7.9s,,
15,15,0.004999848873205255,0.26017515909671785,0.892,1744586755.7732575,2025/04/14 08:25:55,8.402258396148682,8.4s,,
16,16,0.004999826512866694,0.24055073738098146,0.92,1744586756.299743,2025/04/14 08:25:56,8.928743839263916,8.9s,,
17,17,0.004999802610509542,0.22144535398483275,0.922,1744586756.845407,2025/04/14 08:25:56,9.47440791130066,9.5s,,
18,18,0.00499977716614854,0.1909031573534012,0.938,1744586757.364113,2025/04/14 08:25:57,9.993113994598389,10.0s,,
19,19,0.0049997501797993844,0.16415532565116883,0.954,1744586757.8826075,2025/04/14 08:25:57,10.511608362197876,10.5s,,
20,20,0.004999721651478723,0.2072704665660858,0.924,1744586758.4017131,2025/04/14 08:25:58,11.03071403503418,11.0s,,
21,21,0.004999691581204152,0.18334156107902527,0.938,1744586758.931354,2025/04/14 08:25:58,11.560354948043823,11.6s,,
22,22,0.004999659968994222,0.19508106303215028,0.932,1744586759.447616,2025/04/14 08:25:59,12.076617002487183,12.1s,,
23,23,0.004999626814868431,0.17752247607707977,0.94,1744586759.962078,2025/04/14 08:25:59,12.591078996658325,12.6s,,
24,24,0.00499959211884723,0.16262779462337493,0.95,1744586760.4781222,2025/04/14 08:26:00,13.107123136520386,13.1s,,
25,25,0.004999555880952024,0.1857262523174286,0.938,1744586761.0075138,2025/04/14 08:26:01,13.636514663696289,13.6s,,
26,26,0.004999518101205164,0.16185843181610107,0.94,1744586761.5276985,2025/04/14 08:26:01,14.156699419021606,14.2s,,
27,27,0.004999478779629954,0.17573147332668304,0.94,1744586762.041928,2025/04/14 08:26:02,14.670928955078125,14.7s,,
28,28,0.004999437916250651,0.11104150652885438,0.958,1744586762.5560443,2025/04/14 08:26:02,15.18504524230957,15.2s,,
29,29,0.004999395511092462,0.12528479206562043,0.956,1744586763.0689929,2025/04/14 08:26:03,15.697993755340576,15.7s,,
30,30,0.004999351564181543,0.11852199220657349,0.96,1744586763.5947335,2025/04/14 08:26:03,16.223734378814697,16.2s,,
31,31,0.004999306075545003,0.10538636809587479,0.972,1744586764.108963,2025/04/14 08:26:04,16.737963914871216,16.7s,,
32,32,0.0049992590452109026,0.1346959273815155,0.956,1744586764.6367474,2025/04/14 08:26:04,17.265748262405396,17.3s,,
33,33,0.004999210473208252,0.14379702734947206,0.95,1744586765.1591008,2025/04/14 08:26:05,17.78810167312622,17.8s,,
34,34,0.004999160359567012,0.11353797125816345,0.958,1744586765.6716409,2025/04/14 08:26:05,18.300641775131226,18.3s,,
35,35,0.004999108704318096,0.10272772693634033,0.964,1744586766.1855042,2025/04/14 08:26:06,18.814505100250244,18.8s,,
36,36,0.004999055507493369,0.1342271707057953,0.956,1744586766.701862,2025/04/14 08:26:06,19.330862998962402,19.3s,,
37,37,0.004999000769125643,0.13861241489648818,0.958,1744586767.2159107,2025/04/14 08:26:07,19.844911575317383,19.8s,,
38,38,0.004998944489248685,0.11959606623649598,0.958,1744586767.731117,2025/04/14 08:26:07,20.36011791229248,20.4s,,
39,39,0.00499888666789721,0.11056999337673187,0.962,1744586768.2464178,2025/04/14 08:26:08,20.875418663024902,20.9s,,
40,40,0.004998827305106886,0.10656073552370071,0.964,1744586769.4915998,2025/04/14 08:26:09,22.120600700378418,22.1s,0.776333801428477,0.7996666666666666
41,41,0.00499876640091433,0.12164540708065033,0.956,1744586772.4444742,2025/04/14 08:26:12,25.073475122451782,25.1s,,
42,42,0.004998703955357112,0.12473805284500122,0.95,1744586772.9646592,2025/04/14 08:26:12,25.59366011619568,25.6s,,
43,43,0.004998639968473752,0.09671782350540162,0.976,1744586773.4795213,2025/04/14 08:26:13,26.108522176742554,26.1s,,
44,44,0.004998574440303718,0.09903807419538498,0.968,1744586773.9904456,2025/04/14 08:26:13,26.619446516036987,26.6s,,
45,45,0.004998507370887434,0.09071104681491851,0.96,1744586774.5045154,2025/04/14 08:26:14,27.133516311645508,27.1s,,
46,46,0.004998438760266268,0.10786050009727478,0.958,1744586775.023246,2025/04/14 08:26:15,27.652246952056885,27.7s,,
47,47,0.004998368608482547,0.08270086205005646,0.972,1744586775.5386317,2025/04/14 08:26:15,28.167632579803467,28.2s,,
48,48,0.004998296915579541,0.10616255867481232,0.96,1744586776.0483902,2025/04/14 08:26:16,28.677391052246094,28.7s,,
49,49,0.0049982236816014745,0.10961372292041778,0.962,1744586776.5603414,2025/04/14 08:26:16,29.189342260360718,29.2s,,
50,50,0.0049981489065935225,0.11057034623622894,0.954,1744586777.0738318,2025/04/14 08:26:17,29.70283269882202,29.7s,,
51,51,0.004998072590601809,0.06505116075277328,0.98,1744586777.5873032,2025/04/14 08:26:17,30.216304063796997,30.2s,,
52,52,0.00499799473367341,0.08761537504196167,0.968,1744586778.0976794,2025/04/14 08:26:18,30.726680278778076,30.7s,,
53,53,0.004997915335856351,0.07070844715833664,0.976,1744586778.6130078,2025/04/14 08:26:18,31.242008686065674,31.2s,,
54,54,0.0049978343971996105,0.10111628699302673,0.966,1744586779.1301477,2025/04/14 08:26:19,31.759148597717285,31.8s,,
55,55,0.004997751917753114,0.09808176332712173,0.968,1744586779.643111,2025/04/14 08:26:19,32.272111892700195,32.3s,,
56,56,0.004997667897567739,0.08008069759607316,0.964,1744586780.156821,2025/04/14 08:26:20,32.78582191467285,32.8s,,
57,57,0.0049975823366953135,0.08393249720335007,0.964,1744586780.671401,2025/04/14 08:26:20,33.30040192604065,33.3s,,
58,58,0.004997495235188615,0.060077350676059724,0.982,1744586781.1835794,2025/04/14 08:26:21,33.81258034706116,33.8s,,
59,59,0.004997406593101375,0.057326098650693894,0.982,1744586781.6976073,2025/04/14 08:26:21,34.326608180999756,34.3s,,
60,60,0.004997316410488269,0.060145652234554293,0.982,1744586782.209722,2025/04/14 08:26:22,34.838722944259644,34.8s,,
61,61,0.004997224687404928,0.05446136155724526,0.978,1744586782.7244875,2025/04/14 08:26:22,35.35348844528198,35.4s,,
62,62,0.004997131423907929,0.07090856552124024,0.97,1744586783.2376647,2025/04/14 08:26:23,35.86666560173035,35.9s,,
63,63,0.004997036620054804,0.058069887161254885,0.98,1744586783.7503371,2025/04/14 08:26:23,36.37933802604675,36.4s,,
64,64,0.004996940275904032,0.04851783150434494,0.984,1744586784.2660933,2025/04/14 08:26:24,36.89509415626526,36.9s,,
65,65,0.004996842391515045,0.0396411711871624,0.992,1744586784.7792587,2025/04/14 08:26:24,37.40825963020325,37.4s,,
66,66,0.00499674296694822,0.06347042164206505,0.984,1744586785.2945323,2025/04/14 08:26:25,37.92353320121765,37.9s,,
67,67,0.004996642002264888,0.041024689793586734,0.984,1744586785.8107412,2025/04/14 08:26:25,38.43974208831787,38.4s,,
68,68,0.00499653949752733,0.037315040975809094,0.986,1744586786.3267245,2025/04/14 08:26:26,38.95572543144226,39.0s,,
