step,epoch,lr,train_loss,train_acc,val_loss,val_acc,dur_total_core,dur_total_core_fmt,dur_train_core,dur_train_core_fmt,dur_total,dur_total_fmt,dur_train,dur_train_fmt,progress
1,1,0.005,4.638483001708984,0.006,,,18.960187435150146,19.0s,18.96022653579712,19.0s,19.01973533630371,19.0s,19.019742488861084,19.0s,0.0%
2,2,0.004999999807234291,4.508070121765137,0.048,,,19.90725827217102,19.9s,19.90731382369995,19.9s,20.030489444732666,20.0s,20.030499696731567,20.0s,0.0%
3,3,0.004999999228937195,4.382068458557129,0.07,,,20.621567726135254,20.6s,20.621636152267456,20.6s,20.803410291671753,20.8s,20.803422451019287,20.8s,0.0%
4,4,0.0049999982651088015,4.2500051612854,0.098,,,21.334063053131104,21.3s,21.33414602279663,21.3s,21.576951265335083,21.6s,21.576965808868408,21.6s,0.1%
5,5,0.004999996915749258,4.101148044586181,0.136,,,22.046699047088623,22.0s,22.046796560287476,22.0s,22.348252058029175,22.3s,22.348269939422607,22.3s,0.1%
6,6,0.004999995180858773,3.9506349296569825,0.174,,,22.762198448181152,22.8s,22.76231050491333,22.8s,23.124984741210938,23.1s,23.12500500679016,23.1s,0.1%
7,7,0.004999993060437615,3.7847581710815428,0.222,,,23.47727060317993,23.5s,23.4774010181427,23.5s,23.90470790863037,23.9s,23.904730319976807,23.9s,0.1%
8,8,0.00499999055448611,3.620705266952515,0.23,,,24.19202184677124,24.2s,24.192167043685913,24.2s,24.689829111099243,24.7s,24.68985414505005,24.7s,0.1%
9,9,0.004999987663004644,3.4469999179840087,0.284,,,24.9060115814209,24.9s,24.906167030334473,24.9s,25.468387842178345,25.5s,25.468414783477783,25.5s,0.1%
10,10,0.004999984385993664,3.2608766078948976,0.316,,,25.62086272239685,25.6s,25.621031761169434,25.6s,26.243769884109497,26.2s,26.243798971176147,26.2s,0.1%
11,11,0.004999980723453675,3.0624331569671632,0.372,,,26.33595633506775,26.3s,26.336138010025024,26.3s,27.02601385116577,27.0s,27.026045083999634,27.0s,0.1%
12,12,0.004999976675385241,2.895189323425293,0.43,,,27.049827575683594,27.0s,27.050018548965454,27.1s,27.80584406852722,27.8s,27.805876970291138,27.8s,0.1%
