step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
1,1,4.519414029693603,0.0328,mean: 4.519414029693603,mean: 0.0328,1748993201.684425,2025/06/04 08:26:41,3.6407055854797363,3.6s,0.3458127975463867,0.34592199325561523,0.06310057640075684,,,,
2,2,4.147146257781983,0.0572,mean: 4.147146257781983,mean: 0.0572,1748993205.0328093,2025/06/04 08:26:45,6.989089727401733,7.0s,0.6408200263977051,0.6410317420959473,0.12469267845153809,,,,
3,3,4.0009180953979495,0.0738,mean: 4.0009180953979495,mean: 0.0738,1748993208.3317144,2025/06/04 08:26:48,10.287994861602783,10.3s,0.927330493927002,0.9276237487792969,0.18262386322021484,,,,
4,4,3.8778400417327883,0.0884,mean: 3.8778400417327883,mean: 0.0884,1748993211.606435,2025/06/04 08:26:51,13.562715530395508,13.6s,1.213474988937378,1.213850975036621,0.23973512649536133,,,,
5,5,3.768277649688721,0.11,mean: 3.768277649688721,mean: 0.11,1748993214.8610866,2025/06/04 08:26:54,16.81736707687378,16.8s,1.5013625621795654,1.5018267631530762,0.2973179817199707,,,,
6,6,3.6770887413024904,0.1216,mean: 3.6770887413024904,mean: 0.1216,1748993218.1412477,2025/06/04 08:26:58,20.097528219223022,20.1s,1.7912766933441162,1.7918245792388916,0.3567538261413574,,,,
7,7,3.587611144256592,0.1354,mean: 3.587611144256592,mean: 0.1354,1748993221.4151022,2025/06/04 08:27:01,23.37138271331787,23.4s,2.081613779067993,2.0822463035583496,0.41521120071411133,,,,
8,8,3.47559988861084,0.154,mean: 3.47559988861084,mean: 0.154,1748993224.6826699,2025/06/04 08:27:04,26.63895034790039,26.6s,2.369791269302368,2.3705105781555176,0.47791314125061035,,,,
9,9,3.4153754684448243,0.1684,mean: 3.4153754684448243,mean: 0.1684,1748993228.0042117,2025/06/04 08:27:08,29.96049213409424,30.0s,2.661907911300659,2.6627163887023926,0.5389773845672607,,,,
10,10,3.3483113021850586,0.1778,mean: 3.3483113021850586,mean: 0.1778,1748993231.2691195,2025/06/04 08:27:11,33.2253999710083,33.2s,2.950313091278076,2.9512088298797607,0.597642183303833,,,,
11,11,3.2803455577850342,0.1938,mean: 3.2803455577850342,mean: 0.1938,1748993234.522988,2025/06/04 08:27:14,36.4792685508728,36.5s,3.2374448776245117,3.2384278774261475,0.6562380790710449,,,,
12,12,3.1364359985351564,0.2126,mean: 3.1364359985351564,mean: 0.2126,1748993237.7956429,2025/06/04 08:27:17,39.75192332267761,39.8s,3.526218891143799,3.527287721633911,0.715275764465332,,,,
13,13,3.1528544982910156,0.2122,mean: 3.1528544982910156,mean: 0.2122,1748993241.0853279,2025/06/04 08:27:21,43.04160833358765,43.0s,3.8162076473236084,3.8173625469207764,0.7777059078216553,,,,
14,14,2.9980395706176757,0.2436,mean: 2.9980395706176757,mean: 0.2436,1748993244.3549485,2025/06/04 08:27:24,46.31122899055481,46.3s,4.108150005340576,4.109395265579224,0.8369178771972656,,,,
15,15,2.9229479469299315,0.2566,mean: 2.9229479469299315,mean: 0.2566,1748993247.6721642,2025/06/04 08:27:27,49.62844467163086,49.6s,4.409071207046509,4.410400390625,0.8962030410766602,,,,
16,16,2.943081531906128,0.2536,mean: 2.943081531906128,mean: 0.2536,1748993250.99431,2025/06/04 08:27:30,52.95059037208557,53.0s,4.702786922454834,4.704202175140381,0.9566073417663574,,,,
17,17,2.8034417434692385,0.277,mean: 2.8034417434692385,mean: 0.277,1748993254.283288,2025/06/04 08:27:34,56.23956847190857,56.2s,4.991257667541504,4.992756366729736,1.016122817993164,,,,
18,18,2.7530435760498047,0.2854,mean: 2.7530435760498047,mean: 0.2854,1748993257.580508,2025/06/04 08:27:37,59.53678846359253,59.5s,5.285561800003052,5.287147521972656,1.0755064487457275,,,,
19,19,2.703349787521362,0.2966,mean: 2.703349787521362,mean: 0.2966,1748993260.8662148,2025/06/04 08:27:40,62.822495222091675,1.0m,5.580687046051025,5.582360029220581,1.1387243270874023,,,,
20,20,2.609570803833008,0.3142,mean: 2.609570803833008,mean: 0.3142,1748993264.176365,2025/06/04 08:27:44,66.13264536857605,1.1m,5.878330230712891,5.880092144012451,1.1972606182098389,,,,
21,21,2.615682572174072,0.3184,mean: 2.615682572174072,mean: 0.3184,1748993267.4891686,2025/06/04 08:27:47,69.44544911384583,1.2m,6.173537492752075,6.175384283065796,1.2613608837127686,,,,
22,22,2.538168660736084,0.3276,mean: 2.538168660736084,mean: 0.3276,1748993270.8518474,2025/06/04 08:27:50,72.80812788009644,1.2m,6.4759135246276855,6.4778454303741455,1.321441888809204,,,,
23,23,2.431181229400635,0.3468,mean: 2.431181229400635,mean: 0.3468,1748993274.2370913,2025/06/04 08:27:54,76.19337177276611,1.3m,6.780513286590576,6.782536268234253,1.3798730373382568,,,,
24,24,2.457592822265625,0.3376,mean: 2.457592822265625,mean: 0.3376,1748993277.5242212,2025/06/04 08:27:57,79.48050165176392,1.3m,7.06772518157959,7.06983208656311,1.4445407390594482,,,,
25,25,2.4411632640838623,0.3456,mean: 2.4411632640838623,mean: 0.3456,1748993280.7873616,2025/06/04 08:28:00,82.7436420917511,1.4m,7.357193946838379,7.359386205673218,1.50398850440979,,,,
26,26,2.2845521255493164,0.3888,mean: 2.2845521255493164,mean: 0.3888,1748993284.0539339,2025/06/04 08:28:04,86.01021432876587,1.4m,7.643655776977539,7.645930528640747,1.5625228881835938,,,,
27,27,2.198539195251465,0.4092,mean: 2.198539195251465,mean: 0.4092,1748993287.3258061,2025/06/04 08:28:07,89.28208661079407,1.5m,7.931672096252441,7.9340314865112305,1.622999906539917,,,,
28,28,2.0960496685028076,0.4276,mean: 2.0960496685028076,mean: 0.4276,1748993290.5902312,2025/06/04 08:28:10,92.54651165008545,1.5m,8.22325325012207,8.22569727897644,1.6817741394042969,,,,
29,29,1.994957638168335,0.4478,mean: 1.994957638168335,mean: 0.4478,1748993293.849265,2025/06/04 08:28:13,95.80554556846619,1.6m,8.510305643081665,8.51283311843872,1.7438037395477295,,,,
30,30,2.0367261959075926,0.425,mean: 2.0367261959075926,mean: 0.425,1748993297.0998795,2025/06/04 08:28:17,99.05615997314453,1.7m,8.797242879867554,8.799857378005981,1.802802324295044,,,,
31,31,1.9603670150756836,0.4508,mean: 1.9603670150756836,mean: 0.4508,1748993300.4040067,2025/06/04 08:28:20,102.36028718948364,1.7m,9.090152025222778,9.0928475856781,1.8616111278533936,,,,
32,32,1.9629019283294677,0.4528,mean: 1.9629019283294677,mean: 0.4528,1748993303.8057861,2025/06/04 08:28:23,105.76206660270691,1.8m,9.392539739608765,9.395322322845459,1.9216358661651611,,,,
33,33,1.8223102409362792,0.4902,mean: 1.8223102409362792,mean: 0.4902,1748993307.1317725,2025/06/04 08:28:27,109.08805298805237,1.8m,9.683711767196655,9.68658185005188,1.9799227714538574,,,,
34,34,1.782029759979248,0.4882,mean: 1.782029759979248,mean: 0.4882,1748993310.4193497,2025/06/04 08:28:30,112.37563014030457,1.9m,9.975417375564575,9.978373765945435,2.039667844772339,,,,
35,35,1.730155124282837,0.4964,mean: 1.730155124282837,mean: 0.4964,1748993313.7029362,2025/06/04 08:28:33,115.65921664237976,1.9m,10.26492691040039,10.267966032028198,2.098745346069336,,,,
36,36,1.6813089263916015,0.5108,mean: 1.6813089263916015,mean: 0.5108,1748993317.0118265,2025/06/04 08:28:37,118.96810698509216,2.0m,10.564075708389282,10.567204475402832,2.1569859981536865,,,,
37,37,1.680334913635254,0.5194,mean: 1.680334913635254,mean: 0.5194,1748993320.3110237,2025/06/04 08:28:40,122.26730418205261,2.0m,10.85567307472229,10.85888934135437,2.215843677520752,,,,
38,38,1.6613365745544433,0.53,mean: 1.6613365745544433,mean: 0.53,1748993323.604302,2025/06/04 08:28:43,125.56058239936829,2.1m,11.14901876449585,11.152323961257935,2.275475025177002,,,,
39,39,1.4663112880706788,0.5786,mean: 1.4663112880706788,mean: 0.5786,1748993326.8931801,2025/06/04 08:28:46,128.84946060180664,2.1m,11.439724445343018,11.443117380142212,2.3351192474365234,,,,
40,40,1.5896933563232423,0.537,mean: 1.5896933563232423,mean: 0.537,1748993330.1905253,2025/06/04 08:28:50,132.14680576324463,2.2m,11.731030225753784,11.734509944915771,2.395293951034546,,,,
41,41,1.5184799980163575,0.5596,mean: 1.5184799980163575,mean: 0.5596,1748993333.4948058,2025/06/04 08:28:53,135.4510862827301,2.3m,12.027255535125732,12.030818223953247,2.45432448387146,,,,
42,42,1.5478800205230714,0.549,mean: 1.5478800205230714,mean: 0.549,1748993336.746153,2025/06/04 08:28:56,138.7024335861206,2.3m,12.315632343292236,12.319282293319702,2.513404369354248,,,,
43,43,1.4708491088867188,0.566,mean: 1.4708491088867188,mean: 0.566,1748993340.0297804,2025/06/04 08:29:00,141.98606085777283,2.4m,12.603944301605225,12.607681274414062,2.575162649154663,,,,
44,44,1.3102686723709107,0.6136,mean: 1.3102686723709107,mean: 0.6136,1748993343.3527305,2025/06/04 08:29:03,145.30901098251343,2.4m,12.906672716140747,12.910498142242432,2.634239435195923,,,,
45,45,1.2637366052627563,0.635,mean: 1.2637366052627563,mean: 0.635,1748993346.6602225,2025/06/04 08:29:06,148.6165030002594,2.5m,13.20191216468811,13.205823183059692,2.6940670013427734,,,,
46,46,1.2756450714111327,0.6244,mean: 1.2756450714111327,mean: 0.6244,1748993349.9692302,2025/06/04 08:29:09,151.92551064491272,2.5m,13.494778156280518,13.498770713806152,2.752607583999634,,,,
