step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.3039782081604003,0.0936,2.2998594173431397,0.1091,1745747737.8599637,2025/04/27 18:55:37,6.413068532943726,6.4s,0.00013102100638207048
2,0.09755282581475769,2,2.2985133712768553,0.1014,2.2959039459228516,0.129,1745747741.9840972,2025/04/27 18:55:41,10.53720211982727,10.5s,0.00012953784607816488
3,0.09045084971874738,3,2.294662668609619,0.1234,2.2924898181915285,0.1496,1745747746.083353,2025/04/27 18:55:46,14.636457920074463,14.6s,0.00012898140994366258
4,0.07938926261462367,4,2.2916974029541017,0.1378,2.28940704536438,0.1719,1745747750.1649432,2025/04/27 18:55:50,18.718048095703125,18.7s,0.0001278709969483316
5,0.06545084971874739,5,2.2883958221435545,0.1566,2.2874929935455324,0.1825,1745747754.2512646,2025/04/27 18:55:54,22.80436944961548,22.8s,0.00012668252747971565
6,0.05000000000000001,6,2.286026294326782,0.1698,2.2849260608673094,0.192,1745747758.3161414,2025/04/27 18:55:58,26.869246244430542,26.9s,0.00012958209845237434
7,0.03454915028125264,7,2.283858644485474,0.1774,2.2844407665252686,0.1923,1745747762.374161,2025/04/27 18:56:02,30.927265882492065,30.9s,0.000130351516418159
8,0.020610737385376353,8,2.2822820346832273,0.1874,2.2818245277404787,0.1925,1745747766.4329803,2025/04/27 18:56:06,34.986085176467896,35.0s,0.00012725437409244478
9,0.009549150281252635,9,2.2818295848846435,0.187,2.283176111984253,0.1978,1745747770.4958587,2025/04/27 18:56:10,39.04896354675293,39.0s,0.00012415956007316709
10,0.002447174185242324,10,2.281991552734375,0.1888,2.2818709846496583,0.1973,1745747774.5187423,2025/04/27 18:56:14,43.07184720039368,43.1s,0.00012929653166793287
