model_arc,epochs,ensemble_type,params,optimizer,grad,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,10,ME,2855808,SGD,2855808,0.09755282581475769,2,1.7562879619598388,0.338,4.180559108352661,0.2685,1745749366.4917753,2025/04/27 19:22:46,77.26655459403992,1.3m,3.222659756829671e-7
