step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,4.600984973907471,0.018,mean: 4.600984973907471,mean: 0.018,1748913166.2545867,2025/06/03 10:12:46,2.2846126556396484,2.3s,0.20825982093811035,0.2083430290222168,0.059888362884521484,,
2,2,4.303468763987223,0.041666666666666664,mean: 4.303468763987223,mean: 0.041666666666666664,1748913168.3574986,2025/06/03 10:12:48,4.387524604797363,4.4s,0.41706418991088867,0.41723084449768066,0.11973905563354492,,
3,3,4.065185034434001,0.06866666666666667,mean: 4.065185034434001,mean: 0.06866666666666667,1748913170.5366416,2025/06/03 10:12:50,6.566667556762695,6.6s,0.6245090961456299,0.6247310638427734,0.17622709274291992,,
4,4,3.8883389218648277,0.089,mean: 3.8883389218648277,mean: 0.089,1748913172.59838,2025/06/03 10:12:52,8.628406047821045,8.6s,0.8216018676757812,0.821882963180542,0.23218679428100586,,
5,5,3.761073861440023,0.10833333333333334,mean: 3.761073861440023,mean: 0.10833333333333334,1748913174.68826,2025/06/03 10:12:54,10.718286037445068,10.7s,1.0194389820098877,1.019773244857788,0.289379358291626,,
6,6,3.652575952529907,0.13233333333333333,mean: 3.652575952529907,mean: 0.13233333333333333,1748913176.767502,2025/06/03 10:12:56,12.79752802848816,12.8s,1.223266363143921,1.2236554622650146,0.3457157611846924,,
7,7,3.5282664496103924,0.14466666666666667,mean: 3.5282664496103924,mean: 0.14466666666666667,1748913181.1449072,2025/06/03 10:13:01,17.174933195114136,17.2s,1.5895748138427734,1.427908182144165,0.40120363235473633,3.9571398979187014,0.0963
8,8,3.44113459777832,0.15933333333333333,mean: 3.44113459777832,mean: 0.15933333333333333,1748913183.3636193,2025/06/03 10:13:03,19.39364528656006,19.4s,1.7830567359924316,1.6214427947998047,0.4617164134979248,,
9,9,3.3116699136098227,0.17666666666666667,mean: 3.3116699136098227,mean: 0.17666666666666667,1748913185.4786723,2025/06/03 10:13:05,21.508698225021362,21.5s,1.9766926765441895,1.8151295185089111,0.5213425159454346,,
10,10,3.2544639161427815,0.184,mean: 3.2544639161427815,mean: 0.184,1748913187.5587976,2025/06/03 10:13:07,23.588823556900024,23.6s,2.1763436794281006,2.014853000640869,0.5779829025268555,,
11,11,3.129365832646688,0.21066666666666667,mean: 3.129365832646688,mean: 0.21066666666666667,1748913189.6214976,2025/06/03 10:13:09,25.65152359008789,25.7s,2.3707196712493896,2.2092831134796143,0.6364209651947021,,
12,12,3.0363501351674396,0.22066666666666668,mean: 3.0363501351674396,mean: 0.22066666666666668,1748913191.6502848,2025/06/03 10:13:11,27.68031072616577,27.7s,2.564722776412964,2.403339147567749,0.6923930644989014,,
13,13,2.9187930164337157,0.252,mean: 2.9187930164337157,mean: 0.252,1748913193.7218468,2025/06/03 10:13:13,29.751872777938843,29.8s,2.760915994644165,2.5995869636535645,0.7493674755096436,,
14,14,2.838645922978719,0.26033333333333336,mean: 2.838645922978719,mean: 0.26033333333333336,1748913197.9388347,2025/06/03 10:13:17,33.9688606262207,34.0s,3.111074447631836,2.7981362342834473,0.8058986663818359,3.8704287330627443,0.1543
15,15,2.7365100542704264,0.289,mean: 2.7365100542704264,mean: 0.289,1748913200.145685,2025/06/03 10:13:20,36.175710916519165,36.2s,3.3048179149627686,2.991936683654785,0.8685014247894287,,
16,16,2.673426497777303,0.297,mean: 2.673426497777303,mean: 0.297,1748913202.2401383,2025/06/03 10:13:22,38.270164251327515,38.3s,3.5046722888946533,3.1918485164642334,0.9268934726715088,,
17,17,2.5178235670725506,0.33566666666666667,mean: 2.5178235670725506,mean: 0.33566666666666667,1748913204.3535168,2025/06/03 10:13:24,40.38354277610779,40.4s,3.703960657119751,3.3911917209625244,0.983649492263794,,
18,18,2.4497944196065267,0.35433333333333333,mean: 2.4497944196065267,mean: 0.35433333333333333,1748913206.4326842,2025/06/03 10:13:26,42.46271014213562,42.5s,3.905298948287964,3.5925824642181396,1.0410137176513672,,
19,19,2.3897988878885905,0.355,mean: 2.3897988878885905,mean: 0.355,1748913208.520725,2025/06/03 10:13:28,44.550750970840454,44.6s,4.099074840545654,3.786411762237549,1.0993523597717285,,
20,20,2.278826592763265,0.3873333333333333,mean: 2.278826592763265,mean: 0.3873333333333333,1748913212.67435,2025/06/03 10:13:32,48.704375982284546,48.7s,4.446518659591675,3.982543706893921,1.1572184562683105,4.03256993637085,0.163
21,21,2.1595253785451254,0.4073333333333333,mean: 2.1595253785451254,mean: 0.4073333333333333,1748913214.947799,2025/06/03 10:13:34,50.97782492637634,51.0s,4.6492767333984375,4.185360670089722,1.21370530128479,,
22,22,2.056619286855062,0.422,mean: 2.056619286855062,mean: 0.422,1748913216.9886723,2025/06/03 10:13:36,53.01869821548462,53.0s,4.8474414348602295,4.383578538894653,1.2701401710510254,,
23,23,1.9619522314071656,0.4563333333333333,mean: 1.9619522314071656,mean: 0.4563333333333333,1748913219.022473,2025/06/03 10:13:39,55.05249905586243,55.1s,5.044313192367554,4.58050274848938,1.3268921375274658,,
24,24,1.889612902959188,0.469,mean: 1.889612902959188,mean: 0.469,1748913221.0699067,2025/06/03 10:13:41,57.09993267059326,57.1s,5.239587783813477,4.775839567184448,1.3834211826324463,,
25,25,1.8243994102478027,0.4776666666666667,mean: 1.8243994102478027,mean: 0.4776666666666667,1748913223.102581,2025/06/03 10:13:43,59.132606983184814,59.1s,5.4344642162323,4.9707722663879395,1.4392547607421875,,
26,26,1.755370331764221,0.49566666666666664,mean: 1.755370331764221,mean: 0.49566666666666664,1748913225.2738156,2025/06/03 10:13:45,61.30384159088135,1.0m,5.63718843460083,5.173551797866821,1.49658203125,,
27,27,1.6334483766555785,0.539,mean: 1.6334483766555785,mean: 0.539,1748913229.38428,2025/06/03 10:13:49,65.41430592536926,1.1m,5.9842517375946045,5.367722034454346,1.5527188777923584,4.33577954788208,0.1753
28,28,1.536438110669454,0.5556666666666666,mean: 1.536438110669454,mean: 0.5556666666666666,1748913231.6473534,2025/06/03 10:13:51,67.67737936973572,1.1m,6.179625988006592,5.563150405883789,1.6094555854797363,,
29,29,1.4576446822484335,0.582,mean: 1.4576446822484335,mean: 0.582,1748913233.7115643,2025/06/03 10:13:53,69.74159026145935,1.2m,6.373426914215088,5.757005929946899,1.6654272079467773,,
30,30,1.3794027376174927,0.6043333333333333,mean: 1.3794027376174927,mean: 0.6043333333333333,1748913235.7607007,2025/06/03 10:13:55,71.79072666168213,1.2m,6.568453550338745,5.952085256576538,1.7223660945892334,,
31,31,1.2769809589385985,0.6346666666666667,mean: 1.2769809589385985,mean: 0.6346666666666667,1748913237.8281996,2025/06/03 10:13:57,73.85822558403015,1.2m,6.764308452606201,6.14799427986145,1.782731294631958,,
32,32,1.1806673564910888,0.675,mean: 1.1806673564910888,mean: 0.675,1748913239.8893213,2025/06/03 10:13:59,75.91934728622437,1.3m,6.959048271179199,6.342790603637695,1.8424196243286133,,
33,33,1.1092915433247885,0.6803333333333333,mean: 1.1092915433247885,mean: 0.6803333333333333,1748913241.928843,2025/06/03 10:14:01,77.95886898040771,1.3m,7.153021335601807,6.536818027496338,1.8998181819915771,,
34,34,1.1076601025263468,0.6766666666666666,mean: 1.1076601025263468,mean: 0.6766666666666666,1748913246.182292,2025/06/03 10:14:06,82.212317943573,1.4m,7.5148606300354,6.742371559143066,1.9556219577789307,4.770498880767822,0.1789
35,35,0.9861767501831055,0.7143333333333334,mean: 0.9861767501831055,mean: 0.7143333333333334,1748913248.5249698,2025/06/03 10:14:08,84.55499577522278,1.4m,7.728290319442749,6.9558563232421875,2.0133588314056396,,
36,36,0.9170670874913533,0.741,mean: 0.9170670874913533,mean: 0.741,1748913250.6498792,2025/06/03 10:14:10,86.67990517616272,1.4m,7.92851710319519,7.1561384201049805,2.0702414512634277,,
37,37,0.843481743812561,0.7676666666666667,mean: 0.843481743812561,mean: 0.7676666666666667,1748913252.8191023,2025/06/03 10:14:12,88.84912824630737,1.5m,8.135199069976807,7.362875699996948,2.1276073455810547,,
38,38,0.7555432195663452,0.787,mean: 0.7555432195663452,mean: 0.787,1748913254.9208078,2025/06/03 10:14:14,90.95083379745483,1.5m,8.330578565597534,7.5583107471466064,2.184418201446533,,
39,39,0.7733889414469401,0.7783333333333333,mean: 0.7733889414469401,mean: 0.7783333333333333,1748913257.0734956,2025/06/03 10:14:17,93.10352158546448,1.6m,8.523240089416504,7.751023292541504,2.335744619369507,,
40,40,0.6626033822695414,0.8146666666666667,mean: 0.6626033822695414,mean: 0.8146666666666667,1748913261.4919312,2025/06/03 10:14:21,97.52195715904236,1.6m,8.879502534866333,7.946378946304321,2.3939218521118164,4.890100277709961,0.1866
41,41,0.6050738654136658,0.8333333333333334,mean: 0.6050738654136658,mean: 0.8333333333333334,1748913263.7415245,2025/06/03 10:14:23,99.77155041694641,1.7m,9.074010372161865,8.140939474105835,2.451418161392212,,
42,42,0.5492008390426636,0.8496666666666667,mean: 0.5492008390426636,mean: 0.8496666666666667,1748913265.7859538,2025/06/03 10:14:25,101.81597971916199,1.7m,9.26864767074585,8.335629224777222,2.508399724960327,,
43,43,0.5056028230985006,0.8683333333333333,mean: 0.5056028230985006,mean: 0.8683333333333333,1748913267.82565,2025/06/03 10:14:27,103.85567593574524,1.7m,9.463778495788574,8.530812978744507,2.5649423599243164,,
44,44,0.5010022257169088,0.8523333333333334,mean: 0.5010022257169088,mean: 0.8523333333333334,1748913269.8938239,2025/06/03 10:14:29,105.9238498210907,1.8m,9.66588282585144,8.732976198196411,2.622039794921875,,
