step,lr,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean,val_loss,val_acc
1,0.005,1,1.8990376136779785,0.298,1745782254.1088204,2025/04/28 04:30:54,4.051840543746948,4.1s,0.00014097621897235513,,
2,0.0049987664009143295,2,1.5831124107360839,0.42,1745782258.2567134,2025/04/28 04:30:58,8.19973349571228,8.2s,0.00010153021139558405,,
3,0.00499506682107068,3,1.428849347114563,0.481,1745782262.5813413,2025/04/28 04:31:02,12.524361371994019,12.5s,0.00013066492101643234,,
4,0.004988904911507701,4,1.3624285617828369,0.5038,1745782266.756021,2025/04/28 04:31:06,16.69904112815857,16.7s,0.00014587219629902393,,
5,0.004980286753286196,5,1.2767981771469117,0.5356,1745782271.5791297,2025/04/28 04:31:11,21.522149801254272,21.5s,0.00017598884005565196,,
6,0.004969220851487845,6,1.2534846706390381,0.55,1745782276.305609,2025/04/28 04:31:16,26.248629093170166,26.2s,0.00018317867943551391,,
7,0.004955718126821723,7,1.206916552734375,0.5674,1745782281.0059366,2025/04/28 04:31:21,30.948956727981567,30.9s,0.00016536495240870863,,
8,0.004939791904846869,8,1.170844208908081,0.5722,1745782285.754062,2025/04/28 04:31:25,35.69708204269409,35.7s,0.0001716377737466246,,
9,0.004921457902821578,9,1.1409584167480469,0.6,1745782290.1941798,2025/04/28 04:31:30,40.13719987869263,40.1s,0.00016180452075786889,,
10,0.004900734214192358,10,1.1031596117019653,0.6056,1745782297.4220679,2025/04/28 04:31:37,47.36508798599243,47.4s,0.00016608093574177474,1.1718365297317506,0.582
11,0.004877641290737884,11,1.082900856590271,0.6192,1745782302.2401638,2025/04/28 04:31:42,52.183183908462524,52.2s,0.00016045152733568102,,
12,0.004852201922385563,12,1.0702102373123168,0.6202,1745782307.0591602,2025/04/28 04:31:47,57.002180337905884,57.0s,0.0002038003585767001,,
13,0.004824441214720628,13,1.055631819343567,0.6206,1745782311.746391,2025/04/28 04:31:51,61.68941116333008,1.0m,0.00017685811326373369,,
14,0.004794386564209952,14,1.0209066659927368,0.6418,1745782316.4714327,2025/04/28 04:31:56,66.41445279121399,1.1m,0.00016236693772953004,,
15,0.004762067631165048,15,0.9807302730560302,0.655,1745782321.2763138,2025/04/28 04:32:01,71.21933388710022,1.2m,0.00019285411690361798,,
16,0.004727516310470919,16,1.0067902017593384,0.6476,1745782326.0741131,2025/04/28 04:32:06,76.0171332359314,1.3m,0.00019661484111566097,,
17,0.0046907667001096585,17,0.9712153921127319,0.6512,1745782330.8475482,2025/04/28 04:32:10,80.7905683517456,1.3m,0.00013414802378974855,,
18,0.004651855067509859,18,0.9389263788223267,0.6652,1745782335.428341,2025/04/28 04:32:15,85.37136101722717,1.4m,0.0001295755064347759,,
19,0.004610819813755038,19,0.884147972869873,0.6848,1745782340.212209,2025/04/28 04:32:20,90.15522909164429,1.5m,0.00020161816792096943,,
20,0.004567701435686405,20,0.9027966661453247,0.6746,1745782347.4394467,2025/04/28 04:32:27,97.3824667930603,1.6m,0.00019777726265601814,1.0573134303092957,0.6364
21,0.004522542485937369,21,0.9014759440422058,0.6762,1745782352.1086338,2025/04/28 04:32:32,102.05165386199951,1.7m,0.00016392180987168103,,
22,0.004475387530939226,22,0.856067780303955,0.6954,1745782356.6028621,2025/04/28 04:32:36,106.54588222503662,1.8m,0.0001684372837189585,,
23,0.004426283106939473,23,0.8404680542945862,0.7018,1745782361.3519309,2025/04/28 04:32:41,111.29495096206665,1.9m,0.00012600375339388847,,
24,0.004375277674076149,24,0.8161589814186097,0.7062,1745782365.9872267,2025/04/28 04:32:45,115.93024682998657,1.9m,0.00016133193275891244,,
25,0.00432242156855353,25,0.8090099689483643,0.7192,1745782370.7565603,2025/04/28 04:32:50,120.6995804309845,2.0m,0.0001664019509917125,,
26,0.004267766952966369,26,0.8041789115905762,0.714,1745782375.4726474,2025/04/28 04:32:55,125.41566753387451,2.1m,0.0001815881987567991,,
