step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.3043121936798094,0.1032,2.301442472076416,0.1205,1745740299.1044402,2025/04/27 16:51:39,60.353798627853394,1.0m,0.0001264575548702851
2,0.09755282581475769,2,2.299973281478882,0.1204,2.298136396408081,0.1354,1745740316.1207445,2025/04/27 16:51:56,77.37010288238525,1.3m,0.00011411109881009907
3,0.09045084971874738,3,2.2965257179260252,0.1318,2.294965418624878,0.1534,1745740334.1232557,2025/04/27 16:52:14,95.37261414527893,1.6m,0.00012721316306851804
4,0.07938926261462367,4,2.2932951164245607,0.156,2.292472878265381,0.1665,1745740350.3540874,2025/04/27 16:52:30,111.60344576835632,1.9m,0.00012486129708122462
5,0.06545084971874739,5,2.2899883560180663,0.1686,2.2903877059936524,0.1719,1745740367.1463966,2025/04/27 16:52:47,128.39575505256653,2.1m,0.00012530168169178069
6,0.05000000000000001,6,2.288617341995239,0.1634,2.2885081691741944,0.1801,1745740383.3215325,2025/04/27 16:53:03,144.5708909034729,2.4m,0.00010151989408768713
7,0.03454915028125264,7,2.2862876895904543,0.191,2.287479479598999,0.1811,1745740400.2592347,2025/04/27 16:53:20,161.50859308242798,2.7m,0.00010256616224069148
8,0.020610737385376353,8,2.2853571838378905,0.1822,2.28639489364624,0.1843,1745740417.5413537,2025/04/27 16:53:37,178.7907121181488,3.0m,0.00011995754903182387
9,0.009549150281252635,9,2.284357341003418,0.1832,2.2860986305236817,0.1855,1745740433.6581454,2025/04/27 16:53:53,194.9075038433075,3.2m,0.00011000173981301486
10,0.002447174185242324,10,2.284395366668701,0.1862,2.2864390254974367,0.1869,1745740449.8676372,2025/04/27 16:54:09,211.11699557304382,3.5m,0.00011929390166187659
