epoch,Loss,Acc,vLoss,vAcc
1,4.690798387527466,0.019789730405807494,4.535374355316162,0.0332
2,4.431527123451233,0.0445272847366333,4.26750385761261,0.0635
3,4.250278091430664,0.06436626785278321,4.091415977478027,0.0854
4,4.127146582603455,0.08174796558380126,3.9688207864761353,0.1015
5,4.022611169815064,0.09413776168823242,3.8688451528549193,0.1151
6,3.9507616806030272,0.1046028642654419,3.7873236417770384,0.1254
7,3.9354950761795044,0.10847677150726319,3.72634756565094,0.1409
8,3.8562000036239623,0.11998387580871582,3.6680827021598814,0.1454
9,3.8363713574409486,0.1244885929107666,3.622781813144684,0.1556
10,3.79430979013443,0.1314111014556885,3.5885374665260317,0.1581
11,3.7217464208602906,0.1420638900756836,3.524969184398651,0.1715
12,3.7023026847839358,0.1455783425140381,3.4920659184455873,0.1742
13,3.681876423358917,0.1504490154647827,3.474426257610321,0.1792
14,3.6199824452400207,0.1611148469543457,3.4119531393051146,0.1934
15,3.643715031147003,0.161339585647583,3.3867661595344543,0.1942
16,3.650831205844879,0.16021672401428222,3.3825668334960937,0.1985
17,3.55692312002182,0.17448774391174315,3.3349960803985597,0.2046
18,3.5943995690345765,0.1716392056274414,3.3268679857254027,0.2056
19,3.5763564538955688,0.1746472533416748,3.305776071548462,0.2105
20,3.523292551040649,0.18212006492614746,3.271096384525299,0.2164
21,3.444773943424225,0.19205162322998046,3.2358457684516906,0.2239
22,3.544303846359253,0.18005962913513185,3.2359110593795775,0.221
23,3.455097496509552,0.19438463424682617,3.2077188014984133,0.228
24,3.480041553974152,0.1952906283569336,3.19888778924942,0.2285
25,3.4725234413146975,0.19229638832092286,3.168520927429199,0.237
26,3.443033354282379,0.19776024337768555,3.1592946529388426,0.2353
27,3.476966960430145,0.1964359152984619,3.1731226444244385,0.2344
28,3.4988542461395262,0.1921467487335205,3.1598742723464968,0.2351
29,3.4328510093688966,0.20379893775939942,3.1280304908752443,0.2433
30,3.3388982582092286,0.21577940475463867,3.0980146288871766,0.2464
31,3.404790096282959,0.20602033630371094,3.1025835514068603,0.249
32,3.3082229351997374,0.22140327980041505,3.082129108905792,0.2496
33,3.2768486881256105,0.22824595390319824,3.0403918027877808,0.258
34,3.286082220077515,0.22807530639648438,3.0308717370033262,0.2598
35,3.2888563680648804,0.22827222595214844,3.02489777803421,0.2604
36,3.388061306476593,0.2182218438720703,3.0439839720726014,0.2579
37,3.2340330386161806,0.23393256881713867,3.0197135329246523,0.2623
38,3.277421441078186,0.23031978637695313,3.0071057438850404,0.2654
39,3.2566478061676025,0.23415483695983888,2.9890392303466795,0.2689
40,3.317261302471161,0.2269547650909424,3.0219083189964295,0.2601
41,3.2251465106010437,0.2415047592163086,2.9818509221076965,0.268
42,3.2558036828041077,0.23799738594055175,2.9894973754882814,0.2686
43,3.1572056722640993,0.25268903480529786,2.9503447651863097,0.2765
44,3.117639834880829,0.2573772824859619,2.9351687669754027,0.2796
45,3.1622790813446047,0.25041918670654295,2.9620513319969177,0.2733
46,3.1755711317062376,0.24991647087097169,2.929933798313141,0.2794
47,3.1947491478919985,0.24901804985046386,2.93496972322464,0.2832
48,3.142959144115448,0.25691615730285644,2.91311172246933,0.2868
49,3.2174712085723876,0.24767928817749024,2.9255017757415773,0.2836
50,3.1581002855300904,0.25646569915771483,2.88965163230896,0.2898
51,3.1669600296020506,0.25457363624572754,2.8760939478874206,0.2951
52,3.219012975692749,0.24550144561767578,2.9198994636535645,0.2873
53,3.0962508964538573,0.26571975440979007,2.8511183142662047,0.2946
54,3.0174691104888915,0.27793161193847654,2.8368985652923584,0.3017
