step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.633633804321289,0.007,last: 4.707419929504394,last: 0.014,4.583925846099853,0.0114,last: 4.615258374023438,last: 0.0138,(nested_data),112.37026977539062,(nested_data),1.0710349082946777,1.3753271102905273,0.33133649826049805,0.059758901596069336
2,2,4.554488147735595,0.02,last: 4.650480751037597,last: 0.023,4.627187850189209,0.0271,last: 5.309738108825684,last: 0.0156,(nested_data),112.38822937011719,(nested_data),1.0102384090423584,2.6717188358306885,0.5982687473297119,0.11099791526794434
3,3,4.426372982025146,0.042,last: 4.6799805603027345,last: 0.024,5.6049451217651365,0.0339,last: 6.686938011169434,last: 0.014,(nested_data),112.4178466796875,(nested_data),0.936150848865509,3.946828842163086,0.8578133583068848,0.16163873672485352
4,4,4.3048180465698245,0.05,last: 4.769497051239013,last: 0.019,4.770238591766358,0.0374,last: 6.793673303222656,last: 0.0178,(nested_data),112.45111846923828,(nested_data),0.91571044921875,5.261495590209961,1.1283199787139893,0.20887374877929688
5,5,4.212441539764404,0.06,last: 4.9127449111938475,last: 0.021,4.413542953491211,0.049,last: 6.277309886169434,last: 0.0181,(nested_data),112.48750305175781,(nested_data),1.040387511253357,6.552465915679932,1.4028384685516357,0.25994300842285156
6,6,4.098452861785889,0.074,last: 4.822984306335449,last: 0.028,4.332091482543945,0.0514,last: 5.503604890441895,last: 0.0297,(nested_data),112.52798461914062,(nested_data),1.0215915441513062,7.844389200210571,1.6602201461791992,0.30744099617004395
7,7,3.996873929977417,0.081,last: 4.988205131530762,last: 0.028,4.381427072906495,0.0542,last: 6.201362982177734,last: 0.0247,(nested_data),112.57347106933594,(nested_data),1.0359973907470703,9.134769916534424,1.9275305271148682,0.3584272861480713
8,8,3.8875341567993162,0.1,last: 5.058529720306397,last: 0.032,4.380436621856689,0.0611,last: 7.5989055221557615,last: 0.0247,(nested_data),112.6252670288086,(nested_data),1.0910415649414062,10.419879674911499,2.1840500831604004,0.40885138511657715
