model_arc,epochs,ensemble_type,params,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
models.resnet_ee resnet18,30,EE,2886528,2886528,30,0.9961137174606324,0.6512,1.153691619873047,0.5944,1745086796.9912233,2025/04/20 03:19:56,35.96012806892395,36.0s
