model_arc,epochs,ensemble_type,params,He_mod,grad,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,2,EE,2855808,true,2855808,0.0025,2,2.3036888397216795,0.0914,2.302489863204956,0.0824,1745748406.8756661,2025/04/27 19:06:46,7.753658771514893,7.8s,0.00012271429295651615
