model_arc,epochs,ensemble_type,params,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
models.resnet_ee resnet18,200,ME,2886528,2886528,48,0.952330126953125,0.6588,1.1906983465194703,0.6,1745084441.5423036,2025/04/20 02:40:41,659.6509320735931,11.0m
