step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,4.381072778320313,0.0413,mean: 4.381072778320313,mean: 0.0413,1748887912.128181,2025/06/03 03:11:52,6.893660068511963,6.9s,0.6656198501586914,0.6658272743225098,0.07080698013305664,,
2,2,3.922393409729004,0.0929,mean: 3.922393409729004,mean: 0.0929,1748887920.953254,2025/06/03 03:12:00,15.718733072280884,15.7s,1.4527709484100342,1.2993619441986084,0.13691115379333496,4.109333605194092,0.0848
3,3,3.7081322135925294,0.1206,mean: 3.7081322135925294,mean: 0.1206,1748887927.7531357,2025/06/03 03:12:07,22.518614768981934,22.5s,2.105978012084961,1.9527428150177002,0.2026224136352539,,
4,4,3.524606911468506,0.1515,mean: 3.524606911468506,mean: 0.1515,1748887936.4858346,2025/06/03 03:12:16,31.25131368637085,31.3s,2.9006264209747314,2.5945706367492676,0.2711830139160156,3.7121698013305666,0.1437
5,5,3.3485296348571776,0.1912,mean: 3.3485296348571776,mean: 0.1912,1748887943.0855498,2025/06/03 03:12:23,37.85102891921997,37.9s,3.5361475944519043,3.23026704788208,0.337552547454834,,
6,6,3.2106881160736083,0.2067,mean: 3.2106881160736083,mean: 0.2067,1748887951.7281177,2025/06/03 03:12:31,46.49359679222107,46.5s,4.328981876373291,3.866068124771118,0.4020211696624756,3.44801513671875,0.1894
7,7,3.079235528945923,0.2336,mean: 3.079235528945923,mean: 0.2336,1748887958.311671,2025/06/03 03:12:38,53.077150106430054,53.1s,4.962721109390259,4.499976634979248,0.4684867858886719,,
8,8,2.9632580085754396,0.2539,mean: 2.9632580085754396,mean: 0.2539,1748887966.9843495,2025/06/03 03:12:46,61.749828577041626,1.0m,5.752342939376831,5.135078430175781,0.5376441478729248,3.4287156188964842,0.1887
9,9,2.8722094947814942,0.2699,mean: 2.8722094947814942,mean: 0.2699,1748887973.7346716,2025/06/03 03:12:53,68.50015068054199,1.1m,6.388719797134399,5.771626234054565,0.6033749580383301,,
10,10,2.7687163246154785,0.2928,mean: 2.7687163246154785,mean: 0.2928,1748887982.4037068,2025/06/03 03:13:02,77.16918587684631,1.3m,7.177558422088623,6.4087584018707275,0.6697368621826172,3.3235798194885255,0.2182
11,11,2.6635231819152834,0.3111,mean: 2.6635231819152834,mean: 0.3111,1748887988.9892554,2025/06/03 03:13:08,83.7547345161438,1.4m,7.8132407665252686,7.044610023498535,0.7369256019592285,,
12,12,2.5781204864501954,0.3341,mean: 2.5781204864501954,mean: 0.3341,1748887997.732455,2025/06/03 03:13:17,92.49793410301208,1.5m,8.617515802383423,7.696459054946899,0.805671215057373,3.1103051265716553,0.2589
13,13,2.474629428100586,0.3474,mean: 2.474629428100586,mean: 0.3474,1748888004.4457324,2025/06/03 03:13:24,99.21121144294739,1.7m,9.271970272064209,8.351082801818848,0.8728172779083252,,
14,14,2.4079221382141114,0.3584,mean: 2.4079221382141114,mean: 0.3584,1748888013.4940877,2025/06/03 03:13:33,108.25956678390503,1.8m,10.097225904464722,9.006137132644653,0.9377005100250244,3.0423185569763183,0.2617
15,15,2.2976038372039795,0.385,mean: 2.2976038372039795,mean: 0.385,1748888020.2060764,2025/06/03 03:13:40,114.97155547142029,1.9m,10.74564003944397,9.654728174209595,1.0056636333465576,,
16,16,2.240209641265869,0.3989,mean: 2.240209641265869,mean: 0.3989,1748888029.1043303,2025/06/03 03:13:49,123.86980938911438,2.1m,11.560768127441406,10.304371118545532,1.0712947845458984,2.9888016689300536,0.2868
