step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.303523009490967,0.1052,2.3016559059143065,0.1202,1745740694.4109428,2025/04/27 16:58:14,58.984625577926636,59.0s,0.0001180564213427715
2,0.0,2,2.299087818145752,0.1236,2.298215153884888,0.1411,1745740711.0439923,2025/04/27 16:58:31,75.61767506599426,1.3m,0.00012036160478601232
3,0.0,3,2.2953160583496093,0.1416,2.295228243255615,0.1549,1745740726.9671082,2025/04/27 16:58:46,91.54079103469849,1.5m,0.0001233451475854963
4,0.0,4,2.2914738277435305,0.15,2.2917676654815673,0.1712,1745740743.0646157,2025/04/27 16:59:03,107.63829851150513,1.8m,0.00012348007294349372
5,0.0,5,2.2880373722076417,0.1668,2.2877308361053466,0.1847,1745740759.289779,2025/04/27 16:59:19,123.86346173286438,2.1m,0.00012684855028055608
6,0.0,6,2.2842923629760743,0.1752,2.2844961795806884,0.192,1745740775.3756309,2025/04/27 16:59:35,139.94931364059448,2.3m,0.00013877771561965346
7,0.0,7,2.280179825592041,0.183,2.2808939067840575,0.1984,1745740791.6536965,2025/04/27 16:59:51,156.227379322052,2.6m,0.00013332621892914176
8,0.0,8,2.2767100612640383,0.1968,2.276566857910156,0.1998,1745740808.1036444,2025/04/27 17:00:08,172.6773271560669,2.9m,0.0001257210096810013
9,0.0,9,2.2723991340637206,0.1952,2.2717258140563965,0.2032,1745740823.9223006,2025/04/27 17:00:23,188.49598336219788,3.1m,0.00012171735579613596
10,0.0,10,2.266921008682251,0.2106,2.2659291793823244,0.2048,1745740840.44749,2025/04/27 17:00:40,205.02117276191711,3.4m,0.00011912306945305318
