model_arc,epochs,ensemble_type,params,optimizer,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,100,EE,2855808,SGD,2855808,100,1.9414226360321045,0.3188,1.9303959140777587,0.2951,1745675738.1385317,2025/04/26 22:55:38,280.4533624649048,4.7m,0.00013353355461731553
