step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.3092193603515625,0.0859375,2.3034818172454834,0.0703125,1745743701.8547974,2025/04/27 17:48:21,5.708356142044067,5.7s,0.00003494470365694724
2,0.09755282581475769,2,2.3112800121307373,0.07421875,2.304314613342285,0.0546875,1745743705.3570976,2025/04/27 17:48:25,9.21065640449524,9.2s,0.000034774664527503774
3,0.09045084971874738,3,2.308984398841858,0.08203125,2.304462194442749,0.0546875,1745743708.9668636,2025/04/27 17:48:28,12.820422410964966,12.8s,0.00003520360041875392
4,0.07938926261462367,4,2.306079149246216,0.09375,2.304593563079834,0.0546875,1745743712.7432232,2025/04/27 17:48:32,16.596781969070435,16.6s,0.000034716234949883074
5,0.06545084971874739,5,2.308524489402771,0.0703125,2.3044724464416504,0.0625,1745743716.401929,2025/04/27 17:48:36,20.25548768043518,20.3s,0.00003588343315641396
6,0.05000000000000001,6,2.3038984537124634,0.11328125,2.304448127746582,0.0859375,1745743720.3308353,2025/04/27 17:48:40,24.184394121170044,24.2s,0.0000370461457350757
7,0.03454915028125264,7,2.3065812587738037,0.08203125,2.3043854236602783,0.0859375,1745743723.6912725,2025/04/27 17:48:43,27.54483127593994,27.5s,0.00003416698018554598
8,0.020610737385376353,8,2.3052011728286743,0.08984375,2.3041815757751465,0.1015625,1745743727.6363816,2025/04/27 17:48:47,31.489940404891968,31.5s,0.00003698536238516681
9,0.009549150281252635,9,2.3055245876312256,0.09765625,2.304013252258301,0.1171875,1745743731.200104,2025/04/27 17:48:51,35.05366277694702,35.1s,0.000035920762456953526
10,0.002447174185242324,10,2.3041547536849976,0.1015625,2.3041515350341797,0.1015625,1745743734.7159193,2025/04/27 17:48:54,38.569478034973145,38.6s,0.00003562535493983887
