model_arc,train_dataset,val_dataset,num_classes,train_trans,val_trans,train_ndata,val_ndata,epochs,max_lr,batch_size,iters/epoch,iters,criterion,optimizer,scheduler
torchvision.models.resnet resnet18,comp_train,comp_train,4,"[ToImage(), CenterCrop(size=(85, 85)), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=(0, 0, 0)), ToDtype(scale=True), Normalize(mean=[0.3123692572116852, 0.3123692572116852, 0.3123692572116852], std=[0.3177872598171234, 0.3177872598171234, 0.3177872598171234], inplace=True)]","[ToImage(), CenterCrop(size=(85, 85)), ToDtype(scale=True), Normalize(mean=[0.3123692572116852, 0.3123692572116852, 0.3123692572116852], std=[0.3177872598171234, 0.3177872598171234, 0.3177872598171234], inplace=True)]",840,360,100,0.001,64,14,1400,CrossEntropyLoss,SGD,CosineAnnealingLR
