step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,1,1.9530752182006836,0.287,1.7458266464233398,0.366,1745232384.5859754,2025/04/21 19:46:24,14.573052167892456,14.6s,0.0007265915046446025
2,2,1.6952820999145508,0.3786,1.6510123182296752,0.394,1745232398.3467789,2025/04/21 19:46:38,28.333855628967285,28.3s,0.00015302222163882107
3,3,1.638661866760254,0.3978,1.592711753845215,0.4252,1745232412.0261195,2025/04/21 19:46:52,42.01319622993469,42.0s,0.0001988970034290105
4,4,1.5848406047821044,0.4162,1.718223040008545,0.4022,1745232426.0217805,2025/04/21 19:47:06,56.00885725021362,56.0s,0.00015700013318564743
5,5,1.5480984512329101,0.43,1.5932619539260864,0.4362,1745232440.1987207,2025/04/21 19:47:20,70.18579745292664,1.2m,0.00009535753633826971
6,6,1.4991146474838257,0.451,1.5114594062805176,0.4648,1745232454.3764496,2025/04/21 19:47:34,84.36352634429932,1.4m,0.0006351213087327778
7,7,1.4480133850097656,0.4668,1.4713887977600097,0.4752,1745232468.4335973,2025/04/21 19:47:48,98.42067408561707,1.6m,0.00007275732059497386
8,8,1.4291899406433106,0.473,1.5426411823272705,0.4598,1745232482.325568,2025/04/21 19:48:02,112.31264472007751,1.9m,0.00022011189139448106
9,9,1.4162916954040528,0.484,1.4077428596496582,0.4982,1745232496.4754274,2025/04/21 19:48:16,126.46250414848328,2.1m,0.00011391785665182397
10,10,1.391206175994873,0.4974,1.4791050771713257,0.4738,1745232510.4177086,2025/04/21 19:48:30,140.40478539466858,2.3m,0.00003790405025938526
11,11,1.3601784791946412,0.5024,1.4037686557769775,0.51,1745232524.491916,2025/04/21 19:48:44,154.47899270057678,2.6m,0.00005967169636278413
12,12,1.3618354907989503,0.4964,1.4258671298980712,0.502,1745232539.0592759,2025/04/21 19:48:59,169.0463526248932,2.8m,0.00014100490079727024
13,13,1.3682813081741334,0.5076,1.359934246635437,0.5278,1745232553.425829,2025/04/21 19:49:13,183.4129056930542,3.1m,0.00011972249194514006
14,14,1.3408042818069459,0.5156,1.338227654838562,0.5248,1745232567.7806985,2025/04/21 19:49:27,197.76777529716492,3.3m,0.00015635161253158003
15,15,1.3245940900802613,0.516,1.4023512595176697,0.5118,1745232581.7656982,2025/04/21 19:49:41,211.75277495384216,3.5m,0.00004074707248946652
16,16,1.3034891021728516,0.5286,1.398589781188965,0.5226,1745232595.8107672,2025/04/21 19:49:55,225.79784393310547,3.8m,0.00004352458563516848
17,17,1.265364923286438,0.5368,1.3138661504745484,0.5316,1745232609.4987445,2025/04/21 19:50:09,239.48582124710083,4.0m,0.00011708142119459808
18,18,1.2590987245559693,0.5492,1.3459286945343019,0.5392,1745232623.217762,2025/04/21 19:50:23,253.20483875274658,4.2m,0.00006489470251835883
19,19,1.2269272758483887,0.5602,1.2988620838165283,0.553,1745232637.3231487,2025/04/21 19:50:37,267.31022548675537,4.5m,0.00007962487143231556
20,20,1.233118946838379,0.5492,1.3054319261550904,0.5424,1745232651.7577608,2025/04/21 19:50:51,281.7448375225067,4.7m,0.000061009930504951626
21,21,1.2441103004455567,0.553,1.3284129434585572,0.5348,1745232666.0022528,2025/04/21 19:51:06,295.9893295764923,4.9m,0.0000326624394801911
22,22,1.2137574035644532,0.5736,1.3195447334289552,0.5396,1745232680.3084872,2025/04/21 19:51:20,310.2955639362335,5.2m,0.00010337487037759274
23,23,1.2190605648994446,0.5612,1.261457273864746,0.5546,1745232694.835547,2025/04/21 19:51:34,324.8226237297058,5.4m,0.00007600097160320729
24,24,1.1458341165542603,0.5858,1.2765677618980407,0.5598,1745232708.9072514,2025/04/21 19:51:48,338.8943281173706,5.6m,0.0001020635972963646
25,25,1.1671063116073608,0.5768,1.3102460725784302,0.54,1745232723.8701222,2025/04/21 19:52:03,353.85719895362854,5.9m,0.0002833377511706203
26,26,1.147290173149109,0.5926,1.2572225456237793,0.5652,1745232738.3942573,2025/04/21 19:52:18,368.381334066391,6.1m,0.00007411580736516044
27,27,1.1507047708511353,0.588,1.2999940214157104,0.5484,1745232752.646224,2025/04/21 19:52:32,382.63330078125,6.4m,0.0000233522860071389
28,28,1.1527573190689087,0.5948,1.3203647172927857,0.5506,1745232767.0335863,2025/04/21 19:52:47,397.020663022995,6.6m,0.00003584529258660041
