model_arc,epochs,ensemble_type,params,init,fix_seed,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_ee resnet18,200,EE,2886528,true,true,2886528,200,0.37071939420700073,0.8782,1.2173771968841554,0.635,1745096026.5627372,2025/04/20 05:53:46,243.66410994529724,4.1m,0.0001662883732933551
