step,trainable,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,2052,1,1.564949345588684,0.2785714285714286,1.7932612551583185,0.21944444444444444,1749099185.3561287,2025/06/05 13:53:05,1.0382170677185059,1.0s,0.09317159652709961,0.07039928436279297,0.06983351707458496
2,2052,2,1.3708053009850638,0.35833333333333334,1.5843007961908977,0.3,1749099186.6090288,2025/06/05 13:53:06,2.2911171913146973,2.3s,0.14040637016296387,0.1069648265838623,0.1744544506072998
3,2052,3,1.2398615723564512,0.4488095238095238,1.4114061143663195,0.35555555555555557,1749099187.892541,2025/06/05 13:53:07,3.574629306793213,3.6s,0.1949939727783203,0.15124773979187012,0.2567257881164551
4,2052,4,1.126309237026033,0.5571428571428572,1.2406344175338746,0.4166666666666667,1749099189.3250537,2025/06/05 13:53:09,5.007142066955566,5.0s,0.2861936092376709,0.22604131698608398,0.3276398181915283
5,2052,5,1.0318202075504121,0.6440476190476191,1.028699032465617,0.5138888888888888,1749099190.5970225,2025/06/05 13:53:10,6.279110908508301,6.3s,0.33371758460998535,0.26217079162597656,0.4293346405029297
6,2052,6,0.9484426430293492,0.6785714285714286,0.9177993761168586,0.6277777777777778,1749099191.948946,2025/06/05 13:53:11,7.6310343742370605,7.6s,0.38170766830444336,0.299868106842041,0.5281193256378174
7,2052,7,0.8915293296178182,0.7261904761904762,0.8548603296279907,0.6861111111111111,1749099193.3619225,2025/06/05 13:53:13,9.044010877609253,9.0s,0.4649338722229004,0.36383056640625,0.6379332542419434
8,2052,8,0.828923179422106,0.7559523809523809,0.8073779450522529,0.7166666666666667,1749099194.6503906,2025/06/05 13:53:14,10.332479000091553,10.3s,0.5144283771514893,0.4004075527191162,0.7382524013519287
9,2052,9,0.8113134554454259,0.7273809523809524,0.7641023834546407,0.7472222222222222,1749099195.99221,2025/06/05 13:53:15,11.674298286437988,11.7s,0.5579080581665039,0.433457612991333,0.8489053249359131
10,2052,10,0.7866741191773188,0.7523809523809524,0.742444207933214,0.7583333333333333,1749099197.5289655,2025/06/05 13:53:17,13.211053848266602,13.2s,0.6559915542602539,0.5152113437652588,0.9032154083251953
11,2052,11,0.7725870683079674,0.7654761904761904,0.7132393373383417,0.7638888888888888,1749099198.8976114,2025/06/05 13:53:18,14.579699754714966,14.6s,0.7307934761047363,0.5664317607879639,0.9708664417266846
