step,epoch,lr,train_loss,train_acc,val_loss,val_acc,dur_total_core,dur_total_core_fmt,dur_train_core,dur_train_core_fmt,dur_total,dur_total_fmt,dur_train,dur_train_fmt,progress
1,1,0.005,3.5039900480651855,0.16688,,,33.56565618515015,33.6s,33.56700086593628,33.6s,33.86791205406189,33.9s,33.867918729782104,33.9s,0.5%
2,2,0.004999691581204151,2.7578476350402834,0.2999,2.630320848083496,0.3318,55.54398512840271,55.5s,50.05471396446228,50.1s,62.604567766189575,1.0m,50.581946849823,50.6s,1.0%
3,3,0.004998766400914329,2.4076342710876464,0.37216,,,72.03196167945862,1.2m,66.54442572593689,1.1m,79.37252426147461,1.3m,67.34990763664246,1.1m,1.5%
4,4,0.004997224687404925,2.1808558906555175,0.4207,2.1843125370025636,0.4164,89.40746974945068,1.5m,83.13263273239136,1.4m,97.7205171585083,1.6m,84.2085428237915,1.4m,2.0%
5,5,0.004995066821070679,2.025323621520996,0.45964,,,106.08267426490784,1.8m,99.80958652496338,1.7m,114.66315913200378,1.9m,101.15118932723999,1.7m,2.5%
6,6,0.004992293334332819,1.9092888329315185,0.48296,1.9940610481262206,0.4718,123.56653118133545,2.1m,116.52517795562744,1.9m,132.90855264663696,2.2m,118.13357162475586,2.0m,3.0%
7,7,0.004988904911507699,1.7998016330718993,0.5082,,,140.3251838684082,2.3m,133.28535318374634,2.2m,149.94897389411926,2.5m,135.17399835586548,2.3m,3.5%
8,8,0.0049849023886379485,1.712373724937439,0.53068,1.9531965240478515,0.4817,157.93080043792725,2.6m,150.11763381958008,2.5m,168.35164833068848,2.8m,152.28541898727417,2.5m,4.0%
9,9,0.004980286753286193,1.6507848407363892,0.54314,,,174.75376653671265,2.9m,166.94208669662476,2.8m,185.43177771568298,3.1m,169.3655526638031,2.8m,4.5%
10,10,0.004975059144291392,1.5786026721954345,0.56058,1.7947030658721923,0.5121,192.367196559906,3.2m,183.78748869895935,3.1m,203.97846698760986,3.4m,186.59583139419556,3.1m,5.0%
