step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.612265369415283,0.009,last: 4.774531398773194,last: 0.012,,,,,(nested_data),159.78167724609375,(nested_data),0.3978205621242523,0.2534828186035156,0.25350165367126465,0.055774688720703125
2,2,4.597734363555908,0.018,last: 4.751413974761963,last: 0.011,,,,,(nested_data),159.78318786621094,(nested_data),0.3816903829574585,0.5035004615783691,0.5035383701324463,0.11021757125854492
3,3,4.579200847625732,0.018,last: 4.746222270965577,last: 0.011,,,,,(nested_data),159.7866668701172,(nested_data),0.38582760095596313,0.763969898223877,0.7640280723571777,0.16441655158996582
4,4,4.548242351531982,0.028,last: 4.74769588470459,last: 0.013,,,,,(nested_data),159.79261779785156,(nested_data),0.38230904936790466,1.0182204246520996,1.0182969570159912,0.21794414520263672
5,5,4.516198722839356,0.035,last: 4.791289989471435,last: 0.01,,,,,(nested_data),159.80133056640625,(nested_data),0.35600680112838745,1.279050350189209,1.2791554927825928,0.2842385768890381
6,6,4.476163375854492,0.041,last: 4.809527515411377,last: 0.012,,,,,(nested_data),159.81222534179688,(nested_data),0.34855595231056213,1.5390102863311768,1.5391440391540527,0.34055280685424805
7,7,4.43901655960083,0.043,last: 4.863701667785644,last: 0.012,,,,,(nested_data),159.8254852294922,(nested_data),0.33632245659828186,1.801628589630127,1.8017785549163818,0.3982059955596924
8,8,4.39727615737915,0.057,last: 4.90004162979126,last: 0.013,,,,,(nested_data),159.84033203125,(nested_data),0.34890690445899963,2.065505266189575,2.0656769275665283,0.4515070915222168
9,9,4.354400409698487,0.059,last: 4.912500415802002,last: 0.013,,,,,(nested_data),159.85804748535156,(nested_data),0.34479185938835144,2.319187641143799,2.3193795680999756,0.505143404006958
10,10,4.31831381225586,0.057,last: 4.92542070388794,last: 0.013,,,,,(nested_data),159.87692260742188,(nested_data),0.37648001313209534,2.58259654045105,2.582808017730713,0.5581557750701904
11,11,4.290290138244629,0.068,last: 4.876603591918945,last: 0.014,,,,,(nested_data),159.89700317382812,(nested_data),0.34241554141044617,2.84692645072937,2.8471601009368896,0.6121718883514404
12,12,4.2508049545288085,0.071,last: 4.9434589004516605,last: 0.015,,,,,(nested_data),159.91836547851562,(nested_data),0.37236288189888,3.107276439666748,3.107527256011963,0.667011022567749
13,13,4.218240592956543,0.08,last: 4.905051284790039,last: 0.016,,,,,(nested_data),159.94085693359375,(nested_data),0.36206603050231934,3.3725619316101074,3.372840166091919,0.7198455333709717
14,14,4.178652069091797,0.082,last: 4.900318408966064,last: 0.014,,,,,(nested_data),159.96510314941406,(nested_data),0.41261419653892517,3.6366922855377197,3.6369950771331787,0.77256178855896
