step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,1,2.3014108528137207,0.1094,2.299663290023804,0.1186,1745231948.1643379,2025/04/21 19:39:08,13.069578170776367,13.1s,0.00010911212302744389
2,2,2.2981036708831786,0.1216,2.296114493560791,0.1366,1745231961.0469294,2025/04/21 19:39:21,25.95216965675354,26.0s,0.00012845346645917743
3,3,2.2942015995025633,0.1326,2.2927662998199465,0.156,1745231974.6356225,2025/04/21 19:39:34,39.540862798690796,39.5s,0.00012127641821280122
4,4,2.2906541790008546,0.1616,2.2892812732696535,0.172,1745231987.566608,2025/04/21 19:39:47,52.471848249435425,52.5s,0.00012031049118377268
5,5,2.287578887939453,0.1692,2.2842387729644775,0.1818,1745232000.2277536,2025/04/21 19:40:00,65.1329939365387,1.1m,0.00011092671047663316
6,6,2.283131826019287,0.1836,2.2804529151916504,0.19,1745232013.2570233,2025/04/21 19:40:13,78.16226363182068,1.3m,0.00010843326890608296
7,7,2.279220641708374,0.1992,2.2765983966827394,0.1996,1745232026.289173,2025/04/21 19:40:26,91.19441318511963,1.5m,0.0001421379274688661
8,8,2.2752901596069335,0.2048,2.2731971130371096,0.2062,1745232040.377791,2025/04/21 19:40:40,105.28303122520447,1.8m,0.00012001299182884395
9,9,2.2701610466003417,0.2146,2.266817147445679,0.2138,1745232053.2575488,2025/04/21 19:40:53,118.16278910636902,2.0m,0.00011182573507539928
10,10,2.265361212539673,0.218,2.2637676986694335,0.2192,1745232065.920826,2025/04/21 19:41:05,130.82606625556946,2.2m,0.00012059601431246847
